ensembl,gene_name,uniprot
ENSG00000242534,IGKV2D-28,P01615
ENSG00000251546,IGKV1D-39,P04432
ENSG00000135862,LAMC1,P11047
ENSG00000050555,LAMC3,Q9Y6N6
ENSG00000125869,LAMP5,Q9UJQ1
ENSG00000166845,C18orf54,Q8IYD9
ENSG00000100097,LGALS1,P09382
ENSG00000178934,LGALS7B,P47929
ENSG00000205076,LGALS7,P47929
ENSG00000282902,LGALS7B,P47929
ENSG00000283082,LGALS7,P47929
ENSG00000116678,LEPR,P48357
ENSG00000174697,LEP,P41159
ENSG00000108231,LGI1,O95970
ENSG00000169783,LINGO1,Q96FE5
ENSG00000174482,LINGO2,Q7L985
ENSG00000099840,IZUMO4,Q1ZYL8
ENSG00000275546,KIR2DL2,P43627
ENSG00000276731,KIR2DL2,P43627
ENSG00000278731,KIR2DL2,P43627
ENSG00000275914,KIR2DL2,P43627
ENSG00000275407,KIR2DL2,P43627
ENSG00000276011,KIR2DL2,P43627
ENSG00000157404,KIT,P10721
ENSG00000129437,KLK14,Q9P0G3
ENSG00000164344,KLKB1,P03952
ENSG00000044446,PHKA2,P46019
ENSG00000239571,IGKV2D-30,A0A075B6S6
ENSG00000135413,LACRT,Q9GZZ8
ENSG00000167613,LAIR1,Q6GTX8
ENSG00000276053,LAIR1,Q6GTX8
ENSG00000278154,LAIR1,Q6GTX8
ENSG00000274110,LAIR1,Q6GTX8
ENSG00000276163,LAIR1,Q6GTX8
ENSG00000167531,LALBA,P00709
ENSG00000130702,LAMA5,O15230
ENSG00000172037,LAMB2,P55268
ENSG00000185896,LAMP1,P11279
ENSG00000115365,LANCL1,O43813
ENSG00000173040,EVC2,Q86UK5
ENSG00000129988,LBP,P18428
ENSG00000213398,LCAT,P04180
ENSG00000148386,LCN9,Q8WX39
ENSG00000130164,LDLR,P01130
ENSG00000131981,LGALS3,P17931
ENSG00000167618,LAIR2,Q6ISS4
ENSG00000274084,LAIR2,Q6ISS4
ENSG00000277335,LAIR2,Q6ISS4
ENSG00000196878,LAMB3,Q13751
ENSG00000113441,LNPEP,Q9UIQ6
ENSG00000116815,CD58,P19256
ENSG00000135472,FAIM2,Q9BWQ8
ENSG00000153902,LGI4,Q8N135
ENSG00000113594,LIFR,P42702
ENSG00000111052,LIN7A,O14910
ENSG00000104863,LIN7B,Q9HAP6
ENSG00000171517,LPAR3,Q9UBY5
ENSG00000145012,LPP,Q93052
ENSG00000197753,LHFPL5,Q8TAF8
ENSG00000128342,LIF,P15018
ENSG00000204021,LIPK,Q5VXJ0
ENSG00000161905,ALOX15,P16050
ENSG00000128011,LRFN1,Q9P244
ENSG00000156564,LRFN2,Q9ULH4
ENSG00000173621,LRFN4,Q6PJG9
ENSG00000165379,LRFN5,Q96NI6
ENSG00000147650,LRP12,Q9Y561
ENSG00000134569,LRP4,O75096
ENSG00000162337,LRP5,O75197
ENSG00000070018,LRP6,O75581
ENSG00000281324,LRP6,O75581
ENSG00000173114,LRRN3,Q9H3W5
ENSG00000089692,LAG3,P18627
ENSG00000058085,LAMC2,Q13753
ENSG00000005893,LAMP2,P13473
ENSG00000182866,LCK,P06239
ENSG00000145826,LECT2,O14960
ENSG00000184530,C6orf58,Q6P5S2
ENSG00000168481,LGI3,Q8N145
ENSG00000205213,LGR4,Q9BXB1
ENSG00000175445,LPL,P06858
ENSG00000175535,PNLIP,P16233
ENSG00000220008,LINGO3,P0C6S8
ENSG00000203896,LIME1,Q9H400
ENSG00000166035,LIPC,P11150
ENSG00000173239,LIPM,Q5VYY2
ENSG00000079435,LIPE,Q05469
ENSG00000278046,LILRA3,Q8N6C8
ENSG00000273884,LILRA3,Q8N6C8
ENSG00000275841,LILRA3,Q8N6C8
ENSG00000276175,LILRA3,Q8N6C8
ENSG00000244482,LILRA6,Q6PI73
ENSG00000274148,LILRA6,Q6PI73
ENSG00000275539,LILRA6,Q6PI73
ENSG00000277807,LILRB1,Q8NHL6
ENSG00000274669,LILRB1,Q8NHL6
ENSG00000105609,LILRB5,O75023
ENSG00000277414,LILRB5,O75023
ENSG00000278437,LILRB5,O75023
ENSG00000274311,LILRB5,O75023
ENSG00000273991,LILRB5,O75023
ENSG00000129038,LOXL1,Q08397
ENSG00000184574,LPAR5,Q9H1C0
ENSG00000186575,NF2,P35240
ENSG00000101752,MIB1,Q86YT6
ENSG00000183214,MICA,Q29983
ENSG00000235233,MICA,Q29983
ENSG00000198948,MFAP3L,O75121
ENSG00000117122,MFAP2,P55001
ENSG00000257335,MGAM,O43451
ENSG00000104899,AMH,P03971
ENSG00000168404,MLKL,Q8NB16
ENSG00000154485,MMP21,Q8N119
ENSG00000125966,MMP24,Q9Y5R2
ENSG00000008516,MMP25,Q9NPA2
ENSG00000167346,MMP26,Q9NRE1
ENSG00000087245,MMP2,P08253
ENSG00000163606,CD200R1,Q8TD46
ENSG00000206531,CD200R1L,Q6Q8B3
ENSG00000163053,SLC16A14,Q7RTX9
ENSG00000118596,SLC16A7,O60669
ENSG00000100156,SLC16A8,O95907
ENSG00000141526,SLC16A3,O15427
ENSG00000170190,SLC16A5,O15375
ENSG00000096395,MLN,P12872
ENSG00000197629,MPEG1,Q2M385
ENSG00000197614,MFAP5,Q13361
ENSG00000173214,MFSD4B,Q5TF39
ENSG00000182544,MFSD5,Q6N075
ENSG00000205301,MGAT4D,A6NG13
ENSG00000110492,MDK,P21741
ENSG00000099953,MMP11,P24347
ENSG00000275365,MMP11,P24347
ENSG00000262406,MMP12,P39900
ENSG00000198598,MMP17,Q9ULZ9
ENSG00000123342,MMP19,Q99542
ENSG00000196611,MMP1,P03956
ENSG00000137674,MMP20,O60882
ENSG00000137673,MMP7,P09237
ENSG00000100985,MMP9,P14780
ENSG00000145794,MEGF10,Q96KG7
ENSG00000157890,MEGF11,A6BM72
ENSG00000165304,MELK,Q14680
ENSG00000153208,MERTK,Q12866
ENSG00000261857,MIA,Q16674
ENSG00000184831,APOO,Q9BUR5
ENSG00000141503,MINK1,Q8N4C8
ENSG00000142606,MMEL1,Q495T6
ENSG00000277131,MMEL1,Q495T6
ENSG00000137745,MMP13,P45452
ENSG00000271447,MMP28,Q9H239
ENSG00000278843,MMP28,Q9H239
ENSG00000149968,MMP3,P08254
ENSG00000118113,MMP8,P22894
ENSG00000138722,MMRN1,Q13201
ENSG00000019169,MARCO,Q9UEW3
ENSG00000105613,MAST1,Q9Y2H9
ENSG00000126217,MCF2L,O15068
ENSG00000139915,MDGA2,Q7Z553
ENSG00000162591,MEGF6,O75095
ENSG00000176845,METRNL,Q641Q3
ENSG00000275031,METRNL,Q641Q3
ENSG00000103260,METRN,Q9UJH8
ENSG00000140259,MFAP1,P55081
ENSG00000204516,MICB,Q29980
ENSG00000206449,MICB,Q29980
ENSG00000238289,MICB,Q29980
ENSG00000234218,MICB,Q29980
ENSG00000227772,MICB,Q29980
ENSG00000141741,MIEN1,Q9BRT3
ENSG00000240972,MIF,P14174
ENSG00000276701,MIF,P14174
ENSG00000271605,MILR1,Q7Z6M3
ENSG00000106809,OGN,P20774
ENSG00000085563,ABCB1,P08183
ENSG00000053328,METTL24,Q5JXM2
ENSG00000102858,MGRN1,O60291
ENSG00000152595,MEPE,Q9NQ76
ENSG00000111341,MGP,P08493
ENSG00000071073,MGAT4A,Q9UM21
ENSG00000164877,MICALL2,Q8IY33
ENSG00000100427,MLC1,Q15049
ENSG00000165471,MBL2,P11226
ENSG00000124089,MC3R,P41968
ENSG00000152034,MCHR2,Q969V1
ENSG00000143443,C1orf56,Q9BUN1
ENSG00000037749,MFAP3,P55082
ENSG00000166482,MFAP4,P55083
ENSG00000140545,MFGE8,Q08431
ENSG00000235718,MFRP,Q9BY79
ENSG00000090382,LYZ,P61626
ENSG00000151033,LYZL2,Q7Z4W2
ENSG00000171478,SPACA5B,Q96QH8
ENSG00000171489,SPACA5,Q96QH8
ENSG00000061337,LZTS1,Q9Y250
ENSG00000088899,LZTS3,O60299
ENSG00000166603,MC4R,P32245
ENSG00000197415,VEPH1,Q14D04
ENSG00000184350,MRGPRE,Q86SM8
ENSG00000172935,MRGPRF,Q96AM1
ENSG00000182170,MRGPRG,Q86SM5
ENSG00000179826,MRGPRX3,Q96LB0
ENSG00000179817,MRGPRX4,Q96LA9
ENSG00000162006,MSLNL,Q96KJ4
ENSG00000173702,MUC13,Q9H3R2
ENSG00000169550,MUC15,Q8N387
ENSG00000181143,MUC16,Q8WXI7
ENSG00000215182,MUC5AC,P98088
ENSG00000283158,MUC5AC,P98088
ENSG00000117983,MUC5B,Q9HC84
ENSG00000171195,MUC7,Q8TAX7
ENSG00000172551,MUCL1,Q96DR8
ENSG00000166670,MMP10,P09238
ENSG00000156103,MMP16,P51512
ENSG00000173269,MMRN2,Q9H8L6
ENSG00000137345,MOG,Q16653
ENSG00000204655,MOG,Q16653
ENSG00000237834,MOG,Q16653
ENSG00000234623,MOG,Q16653
ENSG00000234096,MOG,Q16653
ENSG00000236561,MOG,Q16653
ENSG00000230885,MOG,Q16653
ENSG00000232641,MOG,Q16653
ENSG00000107186,MPDZ,O75970
ENSG00000072415,MPP5,Q8N3R9
ENSG00000102854,MSLN,Q13421
ENSG00000263639,MSMB,P08118
ENSG00000215183,MSMP,Q1L6U9
ENSG00000170255,MRGPRX1,Q96LB2
ENSG00000103222,ABCC1,P33527
ENSG00000278183,ABCC1,P33527
ENSG00000091262,ABCC6,O95255
ENSG00000275331,ABCC6,O95255
ENSG00000168502,MTCL1,Q9Y4B5
ENSG00000171100,MTM1,Q13496
ENSG00000063601,MTMR1,Q13613
ENSG00000011028,MRC2,Q9UBG0
ENSG00000166927,MS4A7,Q9GZW8
ENSG00000258839,MC1R,Q01726
ENSG00000135517,MIP,P30301
ENSG00000164953,TMEM67,Q5HYA8
ENSG00000112394,SLC16A10,Q8TF71
ENSG00000155380,SLC16A1,P53985
ENSG00000281917,SLC16A1,P53985
ENSG00000198752,CDC42BPB,Q9Y5S2
ENSG00000118242,MREG,Q8N565
ENSG00000108932,SLC16A6,O15403
ENSG00000165449,SLC16A9,Q7RTY1
ENSG00000149573,MPZL2,O60487
ENSG00000135324,MRAP2,Q96G30
ENSG00000164035,EMCN,Q9ULC0
ENSG00000147065,MSN,P26038
ENSG00000174326,SLC16A11,Q8NCK7
ENSG00000174327,SLC16A13,Q7RTY0
ENSG00000168679,SLC16A4,O15374
ENSG00000147100,SLC16A2,P36021
ENSG00000260314,MRC1,P22897
ENSG00000183695,MRGPRX2,Q96LB1
ENSG00000023839,ABCC2,Q92887
ENSG00000124574,ABCC10,Q5T3U5
ENSG00000172938,MRGPRD,Q8TDS7
ENSG00000175130,MARCKSL1,P49006
ENSG00000038945,MSR1,P21757
ENSG00000134640,MTNR1B,P49286
ENSG00000102195,GPR50,Q13585
ENSG00000129422,MTUS1,Q9ULD2
ENSG00000196586,MYO6,Q9UM54
ENSG00000158887,MPZ,P25189
ENSG00000197965,MPZL1,O95297
ENSG00000160588,MPZL3,Q6UWV2
ENSG00000170262,MRAP,Q8TCY5
ENSG00000166930,MS4A5,Q9H3V2
ENSG00000102539,MLNR,O43193
ENSG00000169876,MUC17,Q685J3
ENSG00000076706,MCAM,P43121
ENSG00000185499,MUC1,P15941
ENSG00000176945,MUC20,Q8N307
ENSG00000278114,MUC20,Q8N307
ENSG00000276583,MUC20,Q8N307
ENSG00000275501,MUC20,Q8N307
ENSG00000204544,MUC21,Q5SSG8
ENSG00000227506,MUC21,Q5SSG8
ENSG00000135535,CD164,Q04900
ENSG00000169894,MUC3A,Q02505
ENSG00000145113,MUC4,Q99102
ENSG00000184956,MUC6,Q6W4X9
ENSG00000283350,MUC6,Q6W4X9
ENSG00000162576,MXRA8,Q9BRK3
ENSG00000136286,MYO1G,B0I1T2
ENSG00000105835,NAMPT,P43490
ENSG00000149294,NCAM1,P13591
ENSG00000154654,NCAM2,O15394
ENSG00000061676,NCKAP1,Q9Y2A7
ENSG00000182261,NLRP10,Q86W26
ENSG00000276780,NLRP10,Q86W26
ENSG00000281166,NLRP10,Q86W26
ENSG00000077616,NAALAD2,Q9Y3Q0
ENSG00000168060,NAALADL1,Q9UQQ1
ENSG00000131400,NAPSA,O96009
ENSG00000140090,SLC24A4,Q8NFF2
ENSG00000173376,NDNF,Q8TB73
ENSG00000157191,NECAP2,Q9NVZ3
ENSG00000110400,NECTIN1,Q15223
ENSG00000030304,MUSK,O15146
ENSG00000074842,MYDGF,Q969H8
ENSG00000158747,NBL1,P41271
ENSG00000007944,MYLIP,Q8WY64
ENSG00000197879,MYO1C,O00159
ENSG00000156219,ART3,Q13508
ENSG00000067141,NEO1,Q92859
ENSG00000164099,PRSS12,P56730
ENSG00000167740,CYB5D2,Q8WUJ1
ENSG00000101825,MXRA5,Q9NR99
ENSG00000187616,MYMK,A6NI61
ENSG00000145555,MYO10,Q9HD67
ENSG00000138119,MYOF,Q9NZM1
ENSG00000034971,MYOC,Q99972
ENSG00000183023,SLC8A1,P32418
ENSG00000100678,SLC8A3,P57103
ENSG00000096264,NCR2,O95944
ENSG00000204475,NCR3,O14931
ENSG00000206430,NCR3,O14931
ENSG00000225211,NCR3,O14931
ENSG00000237103,NCR3,O14931
ENSG00000237808,NCR3,O14931
ENSG00000223833,NCR3,O14931
ENSG00000236315,NCR3,O14931
ENSG00000236979,NCR3,O14931
ENSG00000182551,ADI1,Q9BV57
ENSG00000168412,MTNR1A,P48039
ENSG00000120729,MYOT,Q9UBF9
ENSG00000123560,PLP1,P60201
ENSG00000263155,MYZAP,P0CAP1
ENSG00000170476,MZB1,Q8WU39
ENSG00000118160,SLC8A2,Q9UPR5
ENSG00000177707,NECTIN3,Q9NQS3
ENSG00000142233,NTN5,Q8WTR8
ENSG00000166342,NETO1,Q8TDF5
ENSG00000171208,NETO2,Q8NC67
ENSG00000188811,NHLRC3,Q5JS37
ENSG00000065054,SLC9A3R2,Q15599
ENSG00000111339,ART4,Q93070
ENSG00000167311,ART5,Q96L15
ENSG00000130202,NECTIN2,Q92692
ENSG00000143217,NECTIN4,Q96NY8
ENSG00000069869,NEDD4,P46934
ENSG00000117691,NENF,Q9UMX5
ENSG00000162068,NTN3,O00634
ENSG00000107954,NEURL1,O76050
ENSG00000163531,NFASC,O94856
ENSG00000131507,NDFIP1,Q9BT67
ENSG00000172367,PDZD3,Q86UT5
ENSG00000170113,NIPA1,Q7RTP0
ENSG00000084628,NKAIN1,Q4KMZ8
ENSG00000105374,NKG7,Q16617
ENSG00000169992,NLGN2,Q8NFZ4
ENSG00000283859,NLGN2,Q8NFZ4
ENSG00000165246,NLGN4Y,Q8NFZ3
ENSG00000162711,NLRP3,Q96P20
ENSG00000168389,MFSD2A,Q8NA29
ENSG00000183454,GRIN2A,Q12879
ENSG00000105464,GRIN2D,O15399
ENSG00000176884,GRIN1,Q05586
ENSG00000204640,NMS,Q5H8A3
ENSG00000167207,NOD2,Q9HC29
ENSG00000105088,OLFM2,O95897
ENSG00000130287,NCAN,O14594
ENSG00000123338,NCKAP1L,P55160
ENSG00000184454,NCMAP,Q5T1S8
ENSG00000107130,NCS1,P62166
ENSG00000165973,NELL1,Q92832
ENSG00000184613,NELL2,Q99435
ENSG00000065320,NTN1,O95631
ENSG00000133636,NTS,P30990
ENSG00000140157,NIPA2,Q8N8Q9
ENSG00000135577,NMBR,P28336
ENSG00000197696,NMB,P08949
ENSG00000132911,NMUR2,Q9GZQ4
ENSG00000164867,NOS3,P29474
ENSG00000185269,NOTUM,Q6P988
ENSG00000183729,NPBWR1,P48145
ENSG00000089818,NECAP1,Q8NC96
ENSG00000074527,NTN4,Q9HB63
ENSG00000101405,OXT,P01178
ENSG00000101200,AVP,P01185
ENSG00000235568,NFAM1,Q8NET5
ENSG00000148346,LCN2,P80188
ENSG00000118733,OLFM3,Q96PB7
ENSG00000148400,NOTCH1,P46531
ENSG00000136999,NOV,P48745
ENSG00000188747,NOXA1,Q86UR1
ENSG00000233232,NPIPB7,O75200
ENSG00000124564,SLC17A3,O00476
ENSG00000164128,NPY1R,P25929
ENSG00000169752,NRG4,Q8WWG1
ENSG00000188038,NRN1L,Q496H8
ENSG00000134121,CHL1,O00533
ENSG00000124479,NDP,Q00604
ENSG00000172260,NEGR1,Q7Z3B1
ENSG00000196549,MME,P08473
ENSG00000172020,GAP43,P17677
ENSG00000162139,NEU3,Q9UQ49
ENSG00000163536,SERPINI1,Q99574
ENSG00000116962,NID1,P14543
ENSG00000087303,NID2,Q14112
ENSG00000075073,TACR2,P21452
ENSG00000169836,TACR3,P29371
ENSG00000205810,KLRC3,Q07444
ENSG00000189430,NCR1,O76036
ENSG00000273535,NCR1,O76036
ENSG00000275156,NCR1,O76036
ENSG00000278362,NCR1,O76036
ENSG00000274053,NCR1,O76036
ENSG00000273506,NCR1,O76036
ENSG00000277629,NCR1,O76036
ENSG00000273916,NCR1,O76036
ENSG00000277824,NCR1,O76036
ENSG00000275822,NCR1,O76036
ENSG00000284113,NCR1,O76036
ENSG00000284208,NCR1,O76036
ENSG00000104419,NDRG1,Q92597
ENSG00000182768,NGRN,Q9NPE2
ENSG00000010322,NISCH,Q9Y2I1
ENSG00000115353,TACR1,P25103
ENSG00000145506,NKD2,Q969F2
ENSG00000276920,NKD2,Q969F2
ENSG00000134545,KLRC1,P26715
ENSG00000213809,KLRK1,P26718
ENSG00000174885,NLRP6,P59044
ENSG00000273079,GRIN2B,Q13224
ENSG00000163382,NAXE,Q8NCW5
ENSG00000130558,OLFM1,Q99784
ENSG00000196408,NOXO1,Q8NFA2
ENSG00000015520,NPC1L1,Q9UHC9
ENSG00000056291,NPFFR2,Q9Y5X5
ENSG00000204174,NPY4R,P50391
ENSG00000188158,NHS,Q6T4R5
ENSG00000131669,NINJ1,Q92982
ENSG00000140807,NKD1,Q969G9
ENSG00000183542,KLRC4,O43908
ENSG00000169760,NLGN1,Q8N2Q7
ENSG00000146938,NLGN4X,Q8N0W4
ENSG00000106100,NOD1,Q9Y239
ENSG00000086991,NOX4,Q9NPH5
ENSG00000183979,NPB,Q8NG41
ENSG00000119655,NPC2,P61916
ENSG00000139574,NPFF,O15130
ENSG00000161270,NPHS1,O60500
ENSG00000187258,NPSR1,Q6W5P4
ENSG00000106236,NPTX2,P47972
ENSG00000174004,NRROS,Q86YC3
ENSG00000171119,NRTN,Q99748
ENSG00000179915,NRXN1,Q9ULB1
ENSG00000021645,NRXN3,Q9HDB5
ENSG00000225950,NTF4,P34130
ENSG00000198400,NTRK1,P04629
ENSG00000185942,NKAIN3,Q8N8D7
ENSG00000198785,GRIN3A,Q8TCU5
ENSG00000116032,GRIN3B,O60391
ENSG00000161509,GRIN2C,Q14957
ENSG00000134250,NOTCH2,Q04721
ENSG00000074181,NOTCH3,Q9UM47
ENSG00000204301,NOTCH4,Q99466
ENSG00000238196,NOTCH4,Q99466
ENSG00000223355,NOTCH4,Q99466
ENSG00000234876,NOTCH4,Q99466
ENSG00000007952,NOX1,Q9Y5S8
ENSG00000148734,NPFFR1,Q9GZQ6
ENSG00000156642,NPTN,Q9Y639
ENSG00000183971,NPW,Q8N729
ENSG00000122585,NPY,P01303
ENSG00000110911,SLC11A2,P49281
ENSG00000099250,NRP1,O14786
ENSG00000184494,NEU1,Q99519
ENSG00000204386,NEU1,Q99519
ENSG00000234846,NEU1,Q99519
ENSG00000227129,NEU1,Q99519
ENSG00000228691,NEU1,Q99519
ENSG00000234343,NEU1,Q99519
ENSG00000223957,NEU1,Q99519
ENSG00000227315,NEU1,Q99519
ENSG00000134259,NGF,P01138
ENSG00000109062,SLC9A3R1,O14745
ENSG00000174827,PDZK1,Q5T2W1
ENSG00000171596,NMUR1,Q9HB89
ENSG00000109255,NMU,P48645
ENSG00000168743,NPNT,Q6UXI9
ENSG00000214285,NPS,P0C0P6
ENSG00000105954,NPVF,Q9HCQ7
ENSG00000185149,NPY2R,P49146
ENSG00000164129,NPY5R,Q15761
ENSG00000158458,NRG2,O14511
ENSG00000185737,NRG3,P56975
ENSG00000124785,NRN1,Q9NPD7
ENSG00000110076,NRXN2,P58401
ENSG00000171840,NINJ2,Q9NZG7
ENSG00000188580,NKAIN2,Q5VXU1
ENSG00000101198,NKAIN4,Q8IVV8
ENSG00000205809,KLRC2,P26717
ENSG00000196338,NLGN3,Q9NZ94
ENSG00000156574,NODAL,Q96S42
ENSG00000183691,NOG,Q13253
ENSG00000089250,NOS1,P29475
ENSG00000163072,NOSTRIN,Q8IVI9
ENSG00000196436,NPIPB15,A6NHN6
ENSG00000125522,NPBWR2,P48146
ENSG00000277339,NPBWR2,P48146
ENSG00000188211,NCR3LG1,Q68D85
ENSG00000264343,NOTCH2NL,Q7Z3S9
ENSG00000086730,LAT2,Q9GZY6
ENSG00000185652,NTF3,P20783
ENSG00000184601,C14orf180,Q8N912
ENSG00000274126,C14orf180,Q8N912
ENSG00000157168,NRG1,Q02297
ENSG00000179915,NRXN1,P58400
ENSG00000144815,NXPE3,Q969Y0
ENSG00000204694,OR11A1,Q9GZK7
ENSG00000206472,OR11A1,Q9GZK7
ENSG00000206517,OR11A1,Q9GZK7
ENSG00000223898,OR11A1,Q9GZK7
ENSG00000234347,OR11A1,Q9GZK7
ENSG00000237258,OR11A1,Q9GZK7
ENSG00000230780,OR11A1,Q9GZK7
ENSG00000232289,OR11A1,Q9GZK7
ENSG00000256574,OR13A1,Q8NGR1
ENSG00000277495,OR13A1,Q8NGR1
ENSG00000148136,OR13C4,Q8NGS5
ENSG00000136839,OR13C9,Q8NGT0
ENSG00000197437,OR13G1,Q8NGZ3
ENSG00000168828,OR13J1,Q8NGT2
ENSG00000153230,OR14K1,Q8NGZ2
ENSG00000221933,OR2A25,A4D2G3
ENSG00000188124,OR2AG2,A6NM03
ENSG00000179615,OR2AP1,Q8NGE2
ENSG00000184022,OR2T10,Q8NGZ9
ENSG00000279301,OR2T11,Q8NH01
ENSG00000177201,OR2T12,Q8NG77
ENSG00000182783,OR2T29,Q8NH02
ENSG00000177212,OR2T33,Q8NG76
ENSG00000187701,OR2T27,Q8NH04
ENSG00000185926,OR4C46,A6NHA9
ENSG00000237388,OR4A47,Q6IF82
ENSG00000279012,OR51B2,Q9Y5P1
ENSG00000183251,OR51B4,Q9Y5P0
ENSG00000176239,OR51B6,Q9H340
ENSG00000167332,OR51E2,Q9H255
ENSG00000180785,OR51E1,Q8TCB6
ENSG00000180934,OR56A1,Q8NGH5
ENSG00000183389,OR56A4,Q8NGH8
ENSG00000196578,OR5AC2,Q9NZP5
ENSG00000205327,OR6C68,A6NDL8
ENSG00000122136,OBP2A,Q9NY56
ENSG00000091129,NRCAM,Q92823
ENSG00000118257,NRP2,O60462
ENSG00000197822,OCLN,Q16625
ENSG00000162631,NTNG1,Q9Y2I2
ENSG00000169006,NTSR2,O95665
ENSG00000140538,NTRK3,Q16288
ENSG00000144227,NXPH2,O95156
ENSG00000182379,NXPH4,O95158
ENSG00000172640,OR10AD1,Q8NGE0
ENSG00000169208,OR10G3,Q8NGC4
ENSG00000198674,OR10G6,Q8NH81
ENSG00000236981,OR10G9,Q8NGN4
ENSG00000171942,OR10H2,O60403
ENSG00000172519,OR10H5,Q8NGA6
ENSG00000176198,OR11H4,Q8NGC9
ENSG00000277556,OR13C5,Q8NGS8
ENSG00000089127,OAS1,P00973
ENSG00000253117,OC90,Q02509
ENSG00000119714,GPR68,Q15743
ENSG00000162745,OLFML2B,Q68BL8
ENSG00000173391,OLR1,P78380
ENSG00000149507,OOSP2,Q86WS3
ENSG00000112038,OPRM1,P35372
ENSG00000172150,OR1A2,Q9Y585
ENSG00000280094,OR1B1,Q8NGR6
ENSG00000197233,OR1J2,Q8NGS2
ENSG00000171459,OR1L6,Q8NGR2
ENSG00000212807,OR2A42,Q8NGT9
ENSG00000221970,OR2A1,Q8NGT9
ENSG00000124657,OR2B6,P58173
ENSG00000203663,OR2L2,Q8NH16
ENSG00000197454,OR2L5,Q8NG80
ENSG00000279263,OR2L8,Q8NGY9
ENSG00000228198,OR2M3,Q8NG83
ENSG00000175143,OR2T1,O43869
ENSG00000273508,OR2T1,O43869
ENSG00000275244,OR2T1,O43869
ENSG00000196944,OR2T4,Q6IEZ7
ENSG00000273827,OR2T5,Q6IEZ7
ENSG00000275102,OR2T5,Q6IEZ7
ENSG00000177462,OR2T8,A6NH00
ENSG00000221882,OR3A2,P47893
ENSG00000181961,OR4A16,Q8NH70
ENSG00000182854,OR4F15,Q8NGB8
ENSG00000176269,OR4F21,O95013
ENSG00000176895,OR51A7,Q8NH64
ENSG00000242180,OR51B5,Q9H339
ENSG00000197428,OR51D1,Q8NGF3
ENSG00000176925,OR51F2,Q8NH61
ENSG00000176893,OR51G2,Q8NGK0
ENSG00000184321,OR51J1,Q9H342
ENSG00000176922,OR51S1,Q8NGJ8
ENSG00000187747,OR52B6,Q8NGF0
ENSG00000181609,OR52D1,Q9H346
ENSG00000180974,OR52E4,Q8NGH9
ENSG00000197790,OR52M1,Q8NGK5
ENSG00000181074,OR52N4,Q8NGI2
ENSG00000279270,OR52R1,Q8NGF1
ENSG00000181023,OR56B1,Q8NGI3
ENSG00000181273,OR5AK2,Q8NH90
ENSG00000236032,OR5H14,A6NHG9
ENSG00000205328,OR6C65,A6NJZ3
ENSG00000187857,OR6C75,A6NL08
ENSG00000237521,OR7E24,Q6IFN5
ENSG00000185585,OLFML2A,Q68BL7
ENSG00000197430,OPALIN,Q96PE5
ENSG00000183715,OPCML,Q14982
ENSG00000082556,OPRK1,P41145
ENSG00000184166,OR1D2,P34982
ENSG00000239590,OR1J4,Q8NGS1
ENSG00000136939,OR1L4,Q8NGR5
ENSG00000171505,OR1N1,Q8NGS0
ENSG00000280204,OR1S1,Q8NH92
ENSG00000197887,OR1S2,Q8NGQ3
ENSG00000221989,OR2A2,Q6IF42
ENSG00000221836,OR2A5,Q96R48
ENSG00000204703,OR2B3,O76000
ENSG00000206524,OR2B3,O76000
ENSG00000226832,OR2B3,O76000
ENSG00000231319,OR2B3,O76000
ENSG00000233054,OR2B3,O76000
ENSG00000233180,OR2B3,O76000
ENSG00000233687,OR2B3,O76000
ENSG00000225736,OR2B3,O76000
ENSG00000168158,OR2C1,O95371
ENSG00000178358,OR2D3,Q8NGH3
ENSG00000177489,OR2G2,Q8NGZ5
ENSG00000204688,OR2H1,Q9GZK4
ENSG00000206471,OR2H1,Q9GZK4
ENSG00000206516,OR2H1,Q9GZK4
ENSG00000232984,OR2H1,Q9GZK4
ENSG00000224395,OR2H1,Q9GZK4
ENSG00000229125,OR2H1,Q9GZK4
ENSG00000229408,OR2H1,Q9GZK4
ENSG00000235132,OR2H1,Q9GZK4
ENSG00000204702,OR2J1,Q9GZK6
ENSG00000226931,OR2J1,Q9GZK6
ENSG00000204701,OR2J3,O76001
ENSG00000206522,OR2J3,O76001
ENSG00000232178,OR2J3,O76001
ENSG00000233618,OR2J3,O76001
ENSG00000229866,OR2J3,O76001
ENSG00000226271,OR2J3,O76001
ENSG00000233636,OR2J3,O76001
ENSG00000198601,OR2M2,Q96R28
ENSG00000171180,OR2M4,Q96R27
ENSG00000177186,OR2M7,Q8NG81
ENSG00000196240,OR2T2,Q6IF00
ENSG00000276821,OR2T2,Q6IF00
ENSG00000275754,OR2T2,Q6IF00
ENSG00000196944,OR2T4,Q8NH00
ENSG00000274870,OR2T4,Q8NH00
ENSG00000275617,OR2T4,Q8NH00
ENSG00000181733,OR2Z1,Q8NG97
ENSG00000176547,OR4C3,Q8NH37
ENSG00000181903,OR4C6,Q8NH72
ENSG00000221954,OR4C12,Q96R67
ENSG00000284255,OR4C12,Q96R67
ENSG00000181939,OR4C15,Q8NGM1
ENSG00000141194,OR4D1,Q15615
ENSG00000254466,OR4D10,Q8NGI6
ENSG00000186092,OR4F5,Q8NH21
ENSG00000165762,OR4K2,Q8NGD2
