ensembl,gene_name,mouse_uniprot,mouse_ensembl,name
ENSG00000156535,CD109,Q8R422,ENSMUSG00000046186,Q6YHK3
ENSG00000101017,CD40,P27512,ENSMUSG00000017652,P25942
ENSG00000101017,CD40,P27512,ENSMUSG00000017652,P25942
ENSG00000143494,VASH2,Q8C5G2,ENSMUSG00000037568,Q86V25
ENSG00000122218,COPA,Q8CIE6,ENSMUSG00000026553,P53621
ENSG00000127954,STEAP4,Q923B6,ENSMUSG00000012428,Q687X5
ENSG00000026950,BTN3A1,,,O00481
ENSG00000127951,FGL2,P12804,ENSMUSG00000039899,Q14314
ENSG00000243566,UPK3B,,,Q9BT76
ENSG00000276184,UPK3B,,,Q9BT76
ENSG00000072080,SPP2,Q8K1I3,ENSMUSG00000026295,Q13103
ENSG00000171195,MUC7,,,Q8TAX7
ENSG00000137845,ADAM10,O35598,ENSMUSG00000054693,O14672
ENSG00000197953,AADACL2,,,Q6P093
ENSG00000261846,AADACL2,,,Q6P093
ENSG00000154589,LY96,Q9JHF9,ENSMUSG00000025779,Q9Y6Y9
ENSG00000229597,BTNL2,,,Q9UIR0
ENSG00000225412,BTNL2,,,Q9UIR0
ENSG00000224242,BTNL2,,,Q9UIR0
ENSG00000224770,BTNL2,,,Q9UIR0
ENSG00000225845,BTNL2,,,Q9UIR0
ENSG00000229741,BTNL2,,,Q9UIR0
ENSG00000204290,BTNL2,,,Q9UIR0
ENSG00000226127,BTNL2,,,Q9UIR0
ENSG00000130427,EPO,P07321,ENSMUSG00000029711,P01588
ENSG00000148702,HABP2,,ENSMUSG00000025075,Q14520
ENSG00000275555,DLL1,,,O00548
ENSG00000198719,DLL1,Q61483,ENSMUSG00000014773,O00548
ENSG00000168830,HTR1E,,,P28566
ENSG00000185897,FFAR3,Q3UFD7,ENSMUSG00000019429,O14843
ENSG00000169248,CXCL11,,ENSMUSG00000060183,O14625
ENSG00000135577,NMBR,O54799,ENSMUSG00000019865,P28336
ENSG00000163737,PF4,Q9Z126,ENSMUSG00000029373,P02776
ENSG00000168229,PTGDR,P70263,ENSMUSG00000071489,Q13258
ENSG00000149177,PTPRJ,,ENSMUSG00000025314,Q12913
ENSG00000170775,GPR37,Q9QY42,ENSMUSG00000039904,O15354
ENSG00000127990,SGCE,O70258,ENSMUSG00000004631,O43556
ENSG00000243709,LEFTY1,Q64280,ENSMUSG00000038793,O75610
ENSG00000243709,LEFTY1,P57785,ENSMUSG00000066652,O75610
ENSG00000254245,PCDHGA3,,ENSMUSG00000104346,Q9Y5H0
ENSG00000141736,ERBB2,P70424,ENSMUSG00000062312,P04626
ENSG00000157219,HTR5A,P30966,ENSMUSG00000039106,P47898
ENSG00000275918,KIR3DX1,,,Q9H7L2
ENSG00000104970,KIR3DX1,,,Q9H7L2
ENSG00000276033,KIR3DX1,,,Q9H7L2
ENSG00000276848,KIR3DX1,,,Q9H7L2
ENSG00000261934,PCDHGA9,,ENSMUSG00000102440,Q9Y5G4
ENSG00000174529,TMEM81,Q9D5K1,ENSMUSG00000048174,Q6P7N7
ENSG00000162004,CCDC78,D3Z5T1,ENSMUSG00000071202,A2IDD5
ENSG00000134871,COL4A2,P08122,ENSMUSG00000031503,P08572
ENSG00000101752,MIB1,Q80SY4,ENSMUSG00000024294,Q86YT6
ENSG00000159461,AMFR,Q9R049,ENSMUSG00000031751,Q9UKV5
ENSG00000135312,HTR1B,P28334,ENSMUSG00000049511,P28222
ENSG00000187730,GABRD,P22933,ENSMUSG00000029054,O14764
ENSG00000142449,FBN3,,,Q75N90
ENSG00000130208,APOC1,P34928,ENSMUSG00000040564,P02654
ENSG00000091583,APOH,Q01339,ENSMUSG00000000049,P02749
ENSG00000168263,KCNV2,Q8CFS6,ENSMUSG00000047298,Q8TDN2
ENSG00000275302,CCL4,,,P13236
ENSG00000277943,CCL4,,,P13236
ENSG00000275824,CCL4,,,P13236
ENSG00000174136,RGMB,Q7TQ33,ENSMUSG00000048027,Q6NW40
ENSG00000196337,CGB7,,ENSMUSG00000100916,P0DN87
ENSG00000153208,MERTK,Q60805,ENSMUSG00000014361,Q12866
ENSG00000188338,SLC38A3,Q9DCP2,ENSMUSG00000010064,Q99624
ENSG00000131238,PPT1,O88531,ENSMUSG00000028657,P50897
ENSG00000026508,CD44,,ENSMUSG00000005087,P16070
ENSG00000143473,KCNH1,Q60603,ENSMUSG00000058248,O95259
ENSG00000122862,SRGN,P13609,ENSMUSG00000020077,P10124
ENSG00000019102,VSIG2,Q9Z109,ENSMUSG00000001943,Q96IQ7
ENSG00000236625,C4B,,,P0C0L5
ENSG00000224389,C4B,,,P0C0L5
ENSG00000228267,C4B,,,P0C0L5
ENSG00000228454,C4B,,,P0C0L5
ENSG00000233312,C4B_2,,,P0C0L5
ENSG00000102081,FMR1,,ENSMUSG00000000838,Q06787
ENSG00000179639,FCER1A,P20489,ENSMUSG00000005339,P12319
ENSG00000074842,MYDGF,Q9CPT4,ENSMUSG00000019579,Q969H8
ENSG00000104918,RETN,Q99P87,ENSMUSG00000012705,Q9HD89
ENSG00000130193,THEM6,Q80ZW2,ENSMUSG00000056665,Q8WUY1
ENSG00000081853,PCDHGA2,,,Q9Y5H1
ENSG00000168679,SLC16A4,Q8R0M8,ENSMUSG00000027896,O15374
ENSG00000169855,ROBO1,,ENSMUSG00000022883,Q9Y6N7
ENSG00000168903,BTNL3,,,Q6UXE8
ENSG00000178015,GPR150,Q8BL07,ENSMUSG00000045509,Q8NGU9
ENSG00000229353,TNXB,,,P22105
ENSG00000168477,TNXB,,,P22105
ENSG00000236236,TNXB,,,P22105
ENSG00000085719,CPNE3,Q8BT60,ENSMUSG00000028228,O75131
ENSG00000237022,HLA-C,,,Q29960
ENSG00000237022,HLA-C,,,Q29960
ENSG00000237022,HLA-C,,,P30510
ENSG00000237022,HLA-C,,,P30499
ENSG00000251692,PTX4,,ENSMUSG00000044172,Q96A99
ENSG00000176393,RNPEP,Q8VCT3,ENSMUSG00000041926,Q9H4A4
ENSG00000101282,RSPO4,Q8BJ73,ENSMUSG00000032852,Q2I0M5
ENSG00000214943,GPR33,O88416,ENSMUSG00000035148,Q49SQ1
ENSG00000171119,NRTN,P97463,ENSMUSG00000039481,Q99748
ENSG00000165633,VSTM4,T1NXB5,ENSMUSG00000050666,Q8IW00
ENSG00000165633,VSTM4,T1NXB5,ENSMUSG00000050666,Q8IW00
ENSG00000156171,DRAM2,Q9CR48,ENSMUSG00000027900,Q6UX65
ENSG00000083535,PIBF1,,ENSMUSG00000022064,Q8WXW3
ENSG00000213625,LEPROT,O89013,ENSMUSG00000035212,O15243
ENSG00000106804,C5,P06684,ENSMUSG00000026874,P01031
ENSG00000273991,LILRB5,,,O75023
ENSG00000274311,LILRB5,,,O75023
ENSG00000105609,LILRB5,,,O75023
ENSG00000278437,LILRB5,,,O75023
ENSG00000277414,LILRB5,,,O75023
ENSG00000100665,SERPINA4,,,P29622
ENSG00000140443,IGF1R,,ENSMUSG00000005533,P08069
ENSG00000164171,ITGA2,Q62469,ENSMUSG00000015533,P17301
ENSG00000150637,CD226,Q8K4F0,ENSMUSG00000034028,Q15762
ENSG00000166959,MS4A8,Q99N10,ENSMUSG00000024730,Q9BY19
ENSG00000157350,ST3GAL2,Q11204,ENSMUSG00000031749,Q16842
ENSG00000196083,IL1RAP,Q61730,ENSMUSG00000022514,Q9NPH3
ENSG00000196083,IL1RAP,Q61730,ENSMUSG00000022514,Q9NPH3
ENSG00000132639,SNAP25,P60879,ENSMUSG00000027273,P60880
ENSG00000162552,WNT4,P22724,ENSMUSG00000036856,P56705
ENSG00000135355,GJA10,Q9WUS4,ENSMUSG00000051056,Q969M2
ENSG00000172967,XKR3,,,Q5GH77
ENSG00000113211,PCDHB6,,ENSMUSG00000047307,Q9Y5E3
ENSG00000072840,EVC,P57680,ENSMUSG00000029122,P57679
ENSG00000248329,APELA,,,P0DMC3
ENSG00000183067,IGSF5,,ENSMUSG00000000159,Q9NSI5
ENSG00000185198,PRSS57,Q14B24,ENSMUSG00000020323,Q6UWY2
ENSG00000108797,CNTNAP1,O54991,ENSMUSG00000017167,P78357
ENSG00000176919,C8G,Q8VCG4,ENSMUSG00000015083,P07360
ENSG00000125733,TRIP10,Q8CJ53,ENSMUSG00000019487,Q15642
ENSG00000242221,PSG2,Q925P2,ENSMUSG00000054385,P11465
ENSG00000242221,PSG2,P31809,ENSMUSG00000074272,P11465
ENSG00000213585,VDAC1,Q60932,ENSMUSG00000020402,P21796
ENSG00000102970,CCL17,,ENSMUSG00000031780,Q92583
ENSG00000134256,CD101,A8E0Y8,ENSMUSG00000086564,Q93033
ENSG00000205359,SLCO6A1,,ENSMUSG00000026331,Q86UG4
ENSG00000205359,SLCO6A1,,ENSMUSG00000026336,Q86UG4
ENSG00000188508,KRTDAP,Q3V2T4,ENSMUSG00000074199,P60985
ENSG00000135617,PRADC1,Q9D9N8,ENSMUSG00000030008,Q9BSG0
ENSG00000170509,HSD17B13,Q8VCR2,ENSMUSG00000034528,Q7Z5P4
ENSG00000163534,FCRL1,,ENSMUSG00000059994,Q96LA6
ENSG00000163534,FCRL1,A1YIY0,ENSMUSG00000070504,Q96LA6
ENSG00000140090,SLC24A4,,ENSMUSG00000041771,Q8NFF2
ENSG00000146383,TAAR6,Q5QD13,ENSMUSG00000045111,Q96RI8
ENSG00000152102,FAM168B,Q80XQ8,ENSMUSG00000037503,A1KXE4
ENSG00000161649,CD300LG,Q1ERP8,ENSMUSG00000017309,Q6UXG3
ENSG00000139329,LUM,P51885,ENSMUSG00000036446,P51884
ENSG00000119888,EPCAM,Q99JW5,ENSMUSG00000045394,P16422
ENSG00000135973,GPR45,Q9EQQ4,ENSMUSG00000041907,Q9Y5Y3
ENSG00000162344,FGF19,O35622,ENSMUSG00000031073,O95750
ENSG00000170745,KCNS3,Q8BQZ8,ENSMUSG00000043673,Q9BQ31
ENSG00000146192,FGD2,Q8BY35,ENSMUSG00000024013,Q7Z6J4
ENSG00000181656,GPR88,Q9EPB7,ENSMUSG00000068696,Q9GZN0
ENSG00000197324,LRP10,Q7TQH7,ENSMUSG00000022175,Q7Z4F1
ENSG00000203737,GPR52,,,Q9Y2T5
ENSG00000234433,VWA7,,,Q9Y334
ENSG00000223757,VWA7,,,Q9Y334
ENSG00000238203,VWA7,,,Q9Y334
ENSG00000204396,VWA7,,,Q9Y334
ENSG00000230048,VWA7,,,Q9Y334
ENSG00000149654,CDH22,Q9WTP5,ENSMUSG00000053166,Q9UJ99
ENSG00000243232,PCDHAC2,,ENSMUSG00000102697,Q9Y5I4
ENSG00000187688,TRPV2,Q9WTR1,ENSMUSG00000018507,Q9Y5S1
ENSG00000112041,TULP1,Q9Z273,ENSMUSG00000037446,O00294
ENSG00000213949,ITGA1,Q3V3R4,ENSMUSG00000042284,P56199
ENSG00000117122,MFAP2,,ENSMUSG00000060572,P55001
ENSG00000171812,COL8A2,P25318,ENSMUSG00000056174,P25067
ENSG00000206450,HLA-B,,,Q29718
ENSG00000206450,HLA-B,,,P30498
ENSG00000206450,HLA-B,,,Q29940
ENSG00000206450,HLA-B,,,P30495
ENSG00000206450,HLA-B,,,P30493
ENSG00000206450,HLA-B,,,P30492
ENSG00000206450,HLA-B,,,P30491
ENSG00000206450,HLA-B,,,P18464
ENSG00000206450,HLA-B,,,Q04826
ENSG00000206450,HLA-B,,,P18463
ENSG00000206450,HLA-B,,,P30685
ENSG00000206450,HLA-B,,,P30466
ENSG00000167749,KLK4,Q9Z0M1,ENSMUSG00000006948,Q9Y5K2
ENSG00000169245,CXCL10,P17515,ENSMUSG00000034855,P02778
ENSG00000160963,COL26A1,Q91VF6,ENSMUSG00000004415,Q96A83
ENSG00000276196,KIR3DL3,,,Q8N743
ENSG00000274639,KIR3DL3,,,Q8N743
ENSG00000010704,HFE,P70387,ENSMUSG00000006611,Q30201
ENSG00000109472,CPE,Q00493,ENSMUSG00000037852,P16870
ENSG00000120328,PCDHB12,,ENSMUSG00000043313,Q9Y5F1
ENSG00000149582,TMEM25,Q9DCF1,ENSMUSG00000002032,Q86YD3
ENSG00000149582,TMEM25,Q9DCF1,ENSMUSG00000002032,Q86YD3
ENSG00000180383,DEFB124,Q30KN8,ENSMUSG00000074678,Q8NES8
ENSG00000135346,CGA,P01216,ENSMUSG00000028298,P01215
ENSG00000012223,LTF,P08071,ENSMUSG00000032496,P02788
ENSG00000224320,HLA-A,,,Q09160
ENSG00000229215,HLA-A,,,Q09160
ENSG00000224320,HLA-A,,,P30455
ENSG00000229215,HLA-A,,,P30455
ENSG00000224320,HLA-A,,,P05534
ENSG00000229215,HLA-A,,,P05534
ENSG00000224320,HLA-A,,,P30443
ENSG00000229215,HLA-A,,,P30443
ENSG00000144339,TMEFF2,Q9QYM9,ENSMUSG00000026109,Q9UIK5
ENSG00000224420,ADM5,,,C9JUS6
ENSG00000137872,SEMA6D,Q76KF0,ENSMUSG00000027200,Q8NFY4
ENSG00000123901,GPR83,P30731,ENSMUSG00000031932,Q9NYM4
ENSG00000196352,CD55,Q61475,ENSMUSG00000026399,P08174
ENSG00000196352,CD55,,ENSMUSG00000026401,P08174
ENSG00000196352,CD55,Q61475,ENSMUSG00000026399,P08174
ENSG00000196352,CD55,,ENSMUSG00000026401,P08174
ENSG00000186599,DEFB105B,,,Q8NG35
ENSG00000186562,DEFB105A,,,Q8NG35
ENSG00000274729,DEFB105B,,,Q8NG35
ENSG00000147432,CHRNB3,Q8BMN3,ENSMUSG00000031492,Q05901
ENSG00000129451,KLK10,,ENSMUSG00000030693,O43240
ENSG00000185662,SMIM23,Q9DAL0,ENSMUSG00000020270,A6NLE4
ENSG00000174343,CHRNA9,,ENSMUSG00000029205,Q9UGM1
ENSG00000135535,CD164,Q9R0L9,ENSMUSG00000019818,Q04900
ENSG00000135535,CD164,Q9R0L9,ENSMUSG00000019818,Q04900
ENSG00000164850,GPER1,Q8BMP4,ENSMUSG00000053647,Q99527
ENSG00000187980,PLA2G2C,,ENSMUSG00000028750,Q5R387
ENSG00000186806,VSIG10L,D3YZF7,ENSMUSG00000070604,Q86VR7
ENSG00000086730,LAT2,Q9JHL0,ENSMUSG00000040751,Q9GZY6
ENSG00000144290,SLC4A10,Q5DTL9,ENSMUSG00000026904,Q6U841
ENSG00000185686,PRAME,,,P78395
ENSG00000275013,PRAME,,,P78395
ENSG00000274221,CCL3,,,P10147
ENSG00000278567,CCL3,,,P10147
ENSG00000277632,CCL3,P10855,ENSMUSG00000000982,P10147
ENSG00000125522,NPBWR2,,,P48146
ENSG00000277339,NPBWR2,,,P48146
ENSG00000114638,UPK1B,Q9Z2C6,ENSMUSG00000049436,O75841
ENSG00000078401,EDN1,P22387,ENSMUSG00000021367,P05305
ENSG00000196277,GRM7,Q68ED2,ENSMUSG00000056755,Q14831
ENSG00000164303,ENPP6,Q8BGN3,ENSMUSG00000038173,Q6UWR7
ENSG00000169884,WNT10B,P48614,ENSMUSG00000022996,O00744
ENSG00000100604,CHGA,,,P10645
ENSG00000276781,CHGA,,,P10645
ENSG00000163479,SSR2,Q9CPW5,ENSMUSG00000041355,P43308
ENSG00000119714,GPR68,Q8BFQ3,ENSMUSG00000047415,Q15743
ENSG00000197177,ADGRA1,Q8C4G9,ENSMUSG00000025475,Q86SQ6
ENSG00000182544,MFSD5,Q921Y4,ENSMUSG00000045665,Q6N075
ENSG00000206503,HLA-A,,,P16188
ENSG00000206503,HLA-A,,,P13746
ENSG00000206503,HLA-A,,,P04439
ENSG00000132196,HSD17B7,O88736,ENSMUSG00000026675,P56937
ENSG00000198948,MFAP3L,Q9D3X9,ENSMUSG00000031647,O75121
ENSG00000261701,HPR,Q61646,ENSMUSG00000031722,P00739
ENSG00000166148,AVPR1A,Q62463,ENSMUSG00000020123,P37288
ENSG00000091181,IL5RA,P21183,ENSMUSG00000005364,Q01344
ENSG00000206047,DEFA1,,,P59665
ENSG00000240247,DEFA1B,,,P59665
ENSG00000174564,IL20RB,,ENSMUSG00000044244,Q6UXL0
ENSG00000263324,HCN3,,,Q9P1Z3
ENSG00000143630,HCN3,O88705,ENSMUSG00000028051,Q9P1Z3
ENSG00000159958,TNFRSF13C,Q9D8D0,ENSMUSG00000068105,Q96RJ3
ENSG00000127554,GFER,P56213,ENSMUSG00000040888,P55789
ENSG00000177839,PCDHB9,,,Q9Y5E1
ENSG00000138448,ITGAV,P43406,ENSMUSG00000027087,P06756
ENSG00000008513,ST3GAL1,P54751,ENSMUSG00000013846,Q11201
ENSG00000188293,IGFL1,,,Q6UW32
ENSG00000188958,UTS2B,Q765I1,ENSMUSG00000056423,Q765I0
ENSG00000131096,PYY,Q9EPS2,ENSMUSG00000017311,P10082
ENSG00000170054,SERPINA9,Q9D7D2,ENSMUSG00000058260,Q86WD7
ENSG00000185313,SCN10A,,ENSMUSG00000034533,Q9Y5Y9
ENSG00000107020,PLGRKT,Q9D3P8,ENSMUSG00000016495,Q9HBL7
ENSG00000103355,PRSS33,Q80WM7,ENSMUSG00000049620,Q8NF86
ENSG00000125910,S1PR4,Q9Z0L1,ENSMUSG00000044199,O95977
ENSG00000153162,BMP6,P20722,ENSMUSG00000039004,P22004
ENSG00000082684,SEMA5B,Q60519,ENSMUSG00000052133,Q9P283
ENSG00000139187,KLRG1,O88713,ENSMUSG00000030114,Q96E93
ENSG00000101180,HRH3,P58406,ENSMUSG00000039059,Q9Y5N1
ENSG00000179403,VWA1,Q8R2Z5,ENSMUSG00000042116,Q6PCB0
ENSG00000170476,MZB1,Q9D8I1,ENSMUSG00000024353,Q8WU39
ENSG00000112303,VNN2,,,O95498
ENSG00000180083,WFDC11,A2A5H7,ENSMUSG00000078940,Q8NEX6
ENSG00000163734,CXCL3,Q6W5C0,ENSMUSG00000029379,P19876
ENSG00000163734,CXCL3,P12850,ENSMUSG00000029380,P19876
ENSG00000163734,CXCL3,P10889,ENSMUSG00000058427,P19876
ENSG00000269113,TRABD2B,B1ATG9,ENSMUSG00000070867,A6NFA1
ENSG00000105954,NPVF,Q9ESQ8,ENSMUSG00000029831,Q9HCQ7
ENSG00000185652,NTF3,P20181,ENSMUSG00000049107,P20783
ENSG00000115155,OTOF,,ENSMUSG00000062372,Q9HC10
ENSG00000244486,SCARF2,P59222,ENSMUSG00000012017,Q96GP6
ENSG00000244486,SCARF2,P59222,ENSMUSG00000012017,Q96GP6
ENSG00000197249,SERPINA1,,,P01009
ENSG00000116299,KIAA1324,A2AFS3,ENSMUSG00000040412,Q6UXG2
ENSG00000168615,ADAM9,Q61072,ENSMUSG00000031555,Q13443
ENSG00000168615,ADAM9,Q61072,ENSMUSG00000031555,Q13443
ENSG00000110848,CD69,P37217,ENSMUSG00000030156,Q07108
ENSG00000160753,RUSC1,Q8BG26,ENSMUSG00000041263,Q9BVN2
ENSG00000167791,CABP2,,ENSMUSG00000024857,Q9NPB3
ENSG00000160593,JAML,Q80UL9,ENSMUSG00000048534,Q86YT9
ENSG00000128567,PODXL,Q9R0M4,ENSMUSG00000025608,O00592
ENSG00000158955,WNT9B,,,O14905
ENSG00000276799,WNT9B,,,O14905
ENSG00000100234,TIMP3,P39876,ENSMUSG00000020044,P35625
ENSG00000215048,HLA-DPB1,,,P04440
ENSG00000226826,HLA-DPB1,,,P04440
ENSG00000236693,HLA-DPB1,,,P04440
ENSG00000237710,HLA-DPB1,,,P04440
ENSG00000223865,HLA-DPB1,,,P04440
ENSG00000230763,HLA-DPB1,,,P04440
ENSG00000143556,S100A7,,,P31151
ENSG00000011028,MRC2,Q64449,ENSMUSG00000020695,Q9UBG0
ENSG00000099957,P2RX6,,ENSMUSG00000022758,O15547
ENSG00000135569,TAAR5,Q5QD14,ENSMUSG00000069706,O14804
ENSG00000205754,SLCO1B7,Q9JJL3,ENSMUSG00000030236,G3V0H7
ENSG00000137501,SYTL2,Q99N50,ENSMUSG00000030616,Q9HCH5
ENSG00000107165,TYRP1,P07147,ENSMUSG00000005994,P17643
ENSG00000010327,STAB1,,ENSMUSG00000042286,Q9NY15
ENSG00000168502,MTCL1,Q3UHU5,ENSMUSG00000052105,Q9Y4B5
ENSG00000131187,F12,Q80YC5,ENSMUSG00000021492,P00748
ENSG00000197467,COL13A1,Q9R1N9,ENSMUSG00000058806,Q5TAT6
ENSG00000138308,PLA2G12B,,ENSMUSG00000009646,Q9BX93
ENSG00000010322,NISCH,Q80TM9,ENSMUSG00000021910,Q9Y2I1
ENSG00000104415,WISP1,O54775,ENSMUSG00000005124,O95388
ENSG00000239839,DEFA3,,,P59666
ENSG00000158764,ITLN2,O88310,ENSMUSG00000038209,Q8WWU7
ENSG00000166863,TAC3,P55099,ENSMUSG00000025400,Q9UHF0
ENSG00000116741,RGS2,O08849,ENSMUSG00000026360,P41220
ENSG00000069188,SDK2,Q6V4S5,ENSMUSG00000041592,Q58EX2
ENSG00000110243,APOA5,Q8C7G5,ENSMUSG00000032079,Q6Q788
ENSG00000161911,TREML1,Q8K558,ENSMUSG00000023993,Q86YW5
ENSG00000163646,CLRN1,,,P58418
ENSG00000080493,SLC4A4,O88343,ENSMUSG00000060961,Q9Y6R1
ENSG00000156920,ADGRG4,,,Q8IZF6
ENSG00000132329,RAMP1,Q9WTJ5,ENSMUSG00000034353,O60894
ENSG00000110852,CLEC2B,,,Q92478
ENSG00000145888,GLRA1,Q64018,ENSMUSG00000000263,P23415
ENSG00000149573,MPZL2,,ENSMUSG00000032092,O60487
ENSG00000173464,RNASE11,Q5GAM9,ENSMUSG00000059648,Q8TAA1
ENSG00000110375,UPK2,,ENSMUSG00000041523,O00526
ENSG00000104371,DKK4,Q8VEJ3,ENSMUSG00000031535,Q9UBT3
ENSG00000115263,GCG,P55095,ENSMUSG00000000394,P01275
ENSG00000160683,CXCR5,Q04683,ENSMUSG00000047880,P32302
ENSG00000181826,RELL1,Q8K2J7,ENSMUSG00000047881,Q8IUW5
ENSG00000167733,HSD11B1L,,,Q7Z5J1
ENSG00000001561,ENPP4,Q8BTJ4,ENSMUSG00000023961,Q9Y6X5
ENSG00000177455,CD19,P25918,ENSMUSG00000030724,P15391
ENSG00000143162,CREG1,O88668,ENSMUSG00000040713,O75629
ENSG00000274143,KIR2DL5A,,,Q8N109
ENSG00000274676,KIR2DL5A,,,Q8N109
ENSG00000275596,KIR2DL5A,,,Q8N109
ENSG00000113303,BTNL8,,,Q6UX41
ENSG00000163485,ADORA1,Q60612,ENSMUSG00000042429,P30542
ENSG00000075275,CELSR1,O35161,ENSMUSG00000016028,Q9NYQ6
ENSG00000110628,SLC22A18,,ENSMUSG00000000154,Q96BI1
ENSG00000121743,GJA3,Q64448,ENSMUSG00000048582,Q9Y6H8
ENSG00000176170,SPHK1,Q8CI15,ENSMUSG00000061878,Q9NYA1
ENSG00000203618,GP1BB,P56400,ENSMUSG00000050761,P13224
ENSG00000072694,FCGR2B,,ENSMUSG00000026656,P31994
ENSG00000072694,FCGR2B,,ENSMUSG00000059498,P31994
ENSG00000099617,EFNA2,P52801,ENSMUSG00000003070,O43921
ENSG00000115041,KCNIP3,Q9QXT8,ENSMUSG00000079056,Q9Y2W7
ENSG00000166961,MS4A15,Q3UPL6,ENSMUSG00000067571,Q8N5U1
ENSG00000110244,APOA4,P06728,ENSMUSG00000032080,P06727
ENSG00000170425,ADORA2B,Q60614,ENSMUSG00000018500,P29275
ENSG00000104998,IL27RA,O70394,ENSMUSG00000005465,Q6UWB1
ENSG00000198821,CD247,P24161,ENSMUSG00000005763,P20963
ENSG00000187867,PALM3,A2TJV2,ENSMUSG00000047986,A6NDB9
ENSG00000142319,SLC6A3,,,Q01959
ENSG00000276996,SLC6A3,,,Q01959
ENSG00000106366,SERPINE1,,ENSMUSG00000037411,P05121
ENSG00000132874,SLC14A2,,ENSMUSG00000024552,Q15849
ENSG00000182768,NGRN,Q99KS2,ENSMUSG00000047084,Q9NPE2
ENSG00000126243,LRFN3,Q8BLY3,ENSMUSG00000036957,Q9BTN0
ENSG00000107611,CUBN,Q9JLB4,ENSMUSG00000026726,O60494
ENSG00000171560,FGA,E9PV24,ENSMUSG00000028001,P02671
ENSG00000168481,LGI3,Q8K406,ENSMUSG00000033595,Q8N145
ENSG00000147571,CRH,Q8CIT0,ENSMUSG00000049796,P06850
ENSG00000115380,EFEMP1,Q8BPB5,ENSMUSG00000020467,Q12805
ENSG00000094755,GABRP,Q8QZW7,ENSMUSG00000020159,O00591
ENSG00000113205,PCDHB3,,ENSMUSG00000045498,Q9Y5E6
ENSG00000182931,WFDC10B,,,Q8IUB3
ENSG00000188004,C1orf204,,,Q5VU13
ENSG00000243284,VSIG8,Q6P3A4,ENSMUSG00000049598,Q5VU13
ENSG00000189058,APOD,P51910,ENSMUSG00000022548,P05090
ENSG00000253767,PCDHGA8,,ENSMUSG00000103897,Q9Y5G5
ENSG00000167536,DHRS13,Q5SS80,ENSMUSG00000020834,Q6UX07
ENSG00000137207,YIPF3,Q3UDR8,ENSMUSG00000071074,Q9GZM5
ENSG00000166250,CLMP,Q8R373,ENSMUSG00000032024,Q9H6B4
ENSG00000122707,RECK,Q9Z0J1,ENSMUSG00000028476,O95980
ENSG00000122224,LY9,Q01965,ENSMUSG00000004707,Q9HBG7
ENSG00000253485,PCDHGA5,,ENSMUSG00000103567,Q9Y5G8
ENSG00000139880,CDH24,Q6PFX6,ENSMUSG00000059674,Q86UP0
ENSG00000115461,IGFBP5,Q07079,ENSMUSG00000026185,P24593
ENSG00000130055,GDPD2,Q9ESM6,ENSMUSG00000019359,Q9HCC8
ENSG00000111339,ART4,Q9CRA0,ENSMUSG00000030217,Q93070
ENSG00000127083,OMD,O35103,ENSMUSG00000048368,Q99983
ENSG00000106113,CRHR2,Q60748,ENSMUSG00000003476,Q13324
ENSG00000149651,SPINT4,Q9D263,ENSMUSG00000017310,Q6UDR6
ENSG00000175344,CHRNA7,P49582,ENSMUSG00000030525,P36544
ENSG00000165474,GJB2,Q00977,ENSMUSG00000046352,P29033
ENSG00000274113,LILRA5,,,A6NI73
ENSG00000187116,LILRA5,,,A6NI73
ENSG00000275404,LILRA5,,,A6NI73
ENSG00000278355,LILRA5,,,A6NI73
ENSG00000274914,LILRA5,,,A6NI73
ENSG00000274914,LILRA5,,,A6NI73
ENSG00000173402,DAG1,Q62165,ENSMUSG00000039952,Q14118
ENSG00000173402,DAG1,Q62165,ENSMUSG00000039952,Q14118
ENSG00000104899,AMH,,ENSMUSG00000035262,P03971
ENSG00000113140,SPARC,P07214,ENSMUSG00000018593,P09486
ENSG00000122133,PAEP,,,P09466
ENSG00000130300,PLVAP,,ENSMUSG00000034845,Q9BX97
ENSG00000171444,MCC,,ENSMUSG00000071856,P23508
ENSG00000071677,PRLH,,ENSMUSG00000090550,P81277
ENSG00000162804,SNED1,,ENSMUSG00000047793,Q8TER0
ENSG00000003056,M6PR,P24668,ENSMUSG00000007458,P20645
ENSG00000198934,MAGEE1,Q6PCZ4,ENSMUSG00000031227,Q9HCI5
ENSG00000105928,DFNA5,Q9Z2D3,ENSMUSG00000029821,O60443
ENSG00000140157,NIPA2,Q9JJC8,ENSMUSG00000030452,Q8N8Q9
ENSG00000172023,REG1B,Q08731,ENSMUSG00000023140,P48304
ENSG00000172023,REG1B,P43137,ENSMUSG00000059654,P48304
ENSG00000100593,ISM2,,ENSMUSG00000050671,Q6H9L7
ENSG00000204577,LILRB3,,,O75022
ENSG00000275019,LILRB3,,,O75022
ENSG00000274587,LILRB3,,,O75022
ENSG00000204628,RACK1,P68040,ENSMUSG00000020372,P63244
ENSG00000148386,LCN9,Q9D267,ENSMUSG00000023210,Q8WX39
ENSG00000107742,SPOCK2,Q9ER58,ENSMUSG00000058297,Q92563
ENSG00000141556,TBCD,Q8BYA0,ENSMUSG00000039230,Q9BTW9
ENSG00000040531,CTNS,P57757,ENSMUSG00000005949,O60931
