human_uniprot,human_ENSEMBL,human_gene_name,mouse_uniprot,mouse_ENSEMBL,mouse_gene_name,transmembrane,secretion,peripheral
Q8WXD0,ENSG00000133105,RXFP2,Q91ZZ5,ENSMUSG00000053368,Rxfp2,1,0,0
Q9NSD7,ENSG00000182631,RXFP3,Q8BGE9,ENSMUSG00000060735,Rxfp3,1,0,0
Q8TDU9,ENSG00000173080,RXFP4,Q7TQP4,ENSMUSG00000049741,Rxfp4,1,0,0
P25815,ENSG00000163993,S100P S100E,NA,NA,NA,1,0,0
P21453,ENSG00000170989,S1PR1,O08530,ENSMUSG00000045092,S1pr1,1,0,0
O95136,ENSG00000267534,S1PR2,P52592,ENSMUSG00000043895,S1pr2,1,0,0
Q99500,ENSG00000213694,S1PR3,Q9Z0U9,ENSMUSG00000067586,S1pr3,1,0,0
O95977,ENSG00000125910,S1PR4,Q9Z0L1,ENSMUSG00000044199,S1pr4,1,0,0
Q9H228,ENSG00000180739,S1PR5,Q91X56,ENSMUSG00000045087,S1pr5,1,0,0
Q8TAC9,ENSG00000198794,SCAMP5,Q9JKD3,ENSMUSG00000040722,Scamp5,1,0,0
Q6ZMJ2,ENSG00000168079,SCARA5,Q8K299,ENSMUSG00000022032,Scara5,1,0,0
Q8WTV0,ENSG00000073060,SCARB1,Q61009,ENSMUSG00000037936,Scarb1,1,0,0
Q9Y5Y9,ENSG00000185313,SCN10A,NA,ENSMUSG00000034533,NA,1,0,0
Q9UI33,ENSG00000168356,SCN11A,Q9R053,ENSMUSG00000034115,Scn11a,1,0,0
P35498,ENSG00000144285,SCN1A,A2APX8,ENSMUSG00000064329,Scn1a,1,0,0
Q07699,ENSG00000105711,SCN1B,P97952,ENSMUSG00000019194,Scn1b,1,0,0
Q99250,ENSG00000136531,SCN2A,NA,ENSMUSG00000075318,NA,1,0,0
Q9NY46,ENSG00000153253,SCN3A,NA,ENSMUSG00000057182,NA,1,0,0
P35499,ENSG00000007314,SCN4A,NA,ENSMUSG00000001027,NA,1,0,0
Q8IWT1,ENSG00000177098,SCN4B,Q7M729,ENSMUSG00000046480,Scn4b,1,0,0
Q14524,ENSG00000183873,SCN5A,Q9JJV9,ENSMUSG00000032511,Scn5a,1,0,0
Q01118,ENSG00000136546,SCN7A,NA,ENSMUSG00000034810,NA,1,0,0
Q9UQD0,ENSG00000196876,SCN8A,NA,ENSMUSG00000023033,NA,1,0,0
Q15858,ENSG00000169432,SCN9A,Q62205,ENSMUSG00000075316,Scn9a,1,0,0
P37088,ENSG00000111319,SCNN1A,NA,ENSMUSG00000030340,NA,1,0,0
P51168,ENSG00000168447,SCNN1B,Q9WU38,ENSMUSG00000030873,Scnn1b,1,0,0
P51172,ENSG00000162572,SCNN1D,NA,NA,NA,1,0,0
P51170,ENSG00000166828,SCNN1G,Q9WU39,ENSMUSG00000000216,Scnn1g,1,0,0
P47872,ENSG00000080293,SCTR,Q5FWI2,ENSMUSG00000026387,Sctr,1,0,0
Q9BRK5,ENSG00000078808,SDF4 CAB45 PSEC0034,Q61112,ENSMUSG00000029076,Sdf4,1,0,0
Q7Z5N4,ENSG00000146555,SDK1,Q3UH53,ENSMUSG00000039683,Sdk1,1,0,0
Q58EX2,ENSG00000069188,SDK2,Q6V4S5,ENSMUSG00000041592,Sdk2,1,0,0
Q8WVN6,ENSG00000141574,SECTM1 K12,NA,ENSMUSG00000025165,NA,1,0,0
Q8WVN6,ENSG00000141574,SECTM1 K12,NA,ENSMUSG00000039364,NA,1,0,0
P16581,ENSG00000007908,SELE,NA,ENSMUSG00000026582,NA,1,0,0
Q9H3S1,ENSG00000196189,SEMA4A,Q62178,ENSMUSG00000028064,Sema4a,1,0,0
Q92854,ENSG00000187764,SEMA4D,O09126,ENSMUSG00000021451,Sema4d,1,0,0
Q9NTN9,ENSG00000095539,SEMA4G,Q9WUH7,ENSMUSG00000025207,Sema4g,1,0,0
Q9H2E6,ENSG00000092421,SEMA6A,O35464,ENSMUSG00000019647,Sema6a,1,0,0
Q9H3T3,ENSG00000167680,SEMA6B,O54951,ENSMUSG00000001227,Sema6b,1,0,0
Q9H3T2,ENSG00000143434,SEMA6C,Q9WTM3,ENSMUSG00000038777,Sema6c,1,0,0
Q8NFY4,ENSG00000137872,SEMA6D,Q76KF0,ENSMUSG00000027200,Sema6d,1,0,0
O75326,ENSG00000138623,SEMA7A,Q9QUR8,ENSMUSG00000038264,Sema7a,1,0,0
P49903,ENSG00000086475,SEPHS1 SELD SPS SPS1,Q8BH69,ENSMUSG00000026662,Sephs1,1,0,0
Q15019,ENSG00000168385,SEPT2 DIFF6 KIAA0158 NEDD5,P42208,ENSMUSG00000026276,Sep-02,1,0,0
Q13530,ENSG00000132824,SERINC3,Q9QZI9,ENSMUSG00000017707,Serinc3,1,0,0
Q86VE9,ENSG00000164300,SERINC5,Q8BHJ6,ENSMUSG00000021703,Serinc5,1,0,0
Q53EL9,ENSG00000063015,SEZ6,Q7TSK2,ENSMUSG00000000632,Sez6,1,0,0
Q6UXD5,ENSG00000174938,SEZ6L2,Q4V9Z5,ENSMUSG00000030683,Sez6l2,1,0,0
Q16586,ENSG00000108823,SGCA,P82350,ENSMUSG00000001508,Sgca,1,0,0
Q16585,ENSG00000163069,SGCB,P82349,ENSMUSG00000029156,Sgcb,1,0,0
Q92629,ENSG00000170624,SGCD,P82347,ENSMUSG00000020354,Sgcd,1,0,0
O43556,ENSG00000127990,SGCE,O70258,ENSMUSG00000004631,Sgce,1,0,0
Q13326,ENSG00000102683,SGCG,P82348,ENSMUSG00000035296,Sgcg,1,0,0
Q96LD1,ENSG00000185053,SGCZ,Q8BX51,ENSMUSG00000039539,Sgcz,1,0,0
O00141,ENSG00000118515,SGK1 SGK,Q9WVC6,ENSMUSG00000019970,Sgk1,1,0,0
Q8NHU3,ENSG00000164023,SGMS2,Q9D4B1,ENSMUSG00000050931,Sgms2,1,0,0
Q6ZV89,ENSG00000189410,SH2D5,NA,ENSMUSG00000045349,NA,1,0,0
Q6S5L8,ENSG00000185634,SHC4 SHCD UNQ6438/PRO21364,Q6S5L9,ENSMUSG00000035109,Shc4,1,0,0
Q15465,ENSG00000164690,SHH,Q62226,ENSMUSG00000002633,Shh,1,0,0
B4DS77,ENSG00000237515,SHISA9,Q9CZN4,ENSMUSG00000022494,Shisa9,1,0,0
Q13796,ENSG00000146950,SHROOM2 APXL,A2ALU4,ENSMUSG00000045180,Shroom2,1,0,0
P14410,ENSG00000090402,SI,NA,ENSMUSG00000027790,NA,1,0,0
Q9BZZ2,ENSG00000088827,SIGLEC1,NA,ENSMUSG00000027322,NA,1,0,0
Q96LC7,ENSG00000142512,SIGLEC10,NA,ENSMUSG00000030468,NA,1,0,0
Q08ET2,ENSG00000254415,SIGLEC14,NA,NA,NA,1,0,0
O43699,ENSG00000105492,SIGLEC6,NA,NA,NA,1,0,0
Q99720,ENSG00000147955,SIGMAR1,O55242,ENSMUSG00000036078,Sigmar1,1,0,0
O43166,ENSG00000197555,SIPA1L1 E6TP1 KIAA0440,Q8C0T5,ENSMUSG00000042700,Sipa1l1,1,0,0
O60292,ENSG00000105738,SIPA1L3 KIAA0545 SPAL3,G3X9J0,ENSMUSG00000030583,Sipa1l3,1,0,0
Q8IXJ6,ENSG00000068903,SIRT2 SIR2L SIR2L2,Q8VDQ8,ENSMUSG00000015149,Sirt2,1,0,0
Q9Y3P8,ENSG00000137078,SIT1,Q8C503,ENSMUSG00000028460,Sit1,1,0,0
Q86WV1,ENSG00000141293,SKAP1 SCAP1 SKAP55,Q3UUV5,ENSMUSG00000057058,Skap1,1,0,0
Q9H6Q3,ENSG00000101082,SLA2 C20orf156 SLAP2,Q8R4L0,ENSMUSG00000027636,Sla2,1,0,0
Q13291,ENSG00000117090,SLAMF1,Q9QUM4,ENSMUSG00000015316,Slamf1,1,0,0
Q96DU3,ENSG00000162739,SLAMF6,Q9ET39,ENSMUSG00000015314,Slamf6,1,0,0
Q96EP9,ENSG00000145248,SLC10A4,Q3UEZ8,ENSMUSG00000029219,Slc10a4,1,0,0
Q96EP9,ENSG00000145248,SLC10A4,NA,ENSMUSG00000060204,NA,1,0,0
P49281,ENSG00000110911,SLC11A2,P49282,ENSMUSG00000023030,Slc11a2,1,0,0
P55017,ENSG00000070915,SLC12A3,P59158,ENSMUSG00000031766,Slc12a3,1,0,0
Q9UHW9,ENSG00000140199,SLC12A6,Q924N4,ENSMUSG00000027130,Slc12a6,1,0,0
Q9UHW9,ENSG00000140199,SLC12A6,NA,ENSMUSG00000096764,NA,1,0,0
Q9Y666,ENSG00000113504,SLC12A7,Q9WVL3,ENSMUSG00000017756,Slc12a7,1,0,0
Q9BXP2,ENSG00000146828,SLC12A9,Q99MR3,ENSMUSG00000037344,Slc12a9,1,0,0
Q8WWT9,ENSG00000158296,SLC13A3,Q91Y63,ENSMUSG00000018459,Slc13a3,1,0,0
Q13336,ENSG00000141469,SLC14A1,Q8VHL0,ENSMUSG00000059336,Slc14a1,1,0,0
Q15849,ENSG00000132874,SLC14A2,NA,ENSMUSG00000024552,NA,1,0,0
P53985,ENSG00000155380,SLC16A1,P53986,ENSMUSG00000032902,Slc16a1,1,0,0
Q8TF71,ENSG00000112394,SLC16A10,Q3U9N9,ENSMUSG00000019838,Slc16a10,1,0,0
Q8NCK7,ENSG00000174326,SLC16A11,Q5NC32,ENSMUSG00000040938,Slc16a11,1,0,0
Q7RTY0,ENSG00000174327,SLC16A13,Q8CE94,ENSMUSG00000044367,Slc16a13,1,0,0
Q7RTX9,ENSG00000163053,SLC16A14,Q8K1C7,ENSMUSG00000026220,Slc16a14,1,0,0
P36021,ENSG00000147100,SLC16A2,O70324,ENSMUSG00000033965,Slc16a2,1,0,0
O15427,ENSG00000141526,SLC16A3,P57787,ENSMUSG00000025161,Slc16a3,1,0,0
O15374,ENSG00000168679,SLC16A4,Q8R0M8,ENSMUSG00000027896,Slc16a4,1,0,0
O15375,ENSG00000170190,SLC16A5,G5E8K6,ENSMUSG00000045775,Slc16a5,1,0,0
O15403,ENSG00000108932,SLC16A6,B1AT66,ENSMUSG00000041920,Slc16a6,1,0,0
O60669,ENSG00000118596,SLC16A7,O70451,ENSMUSG00000020102,Slc16a7,1,0,0
O95907,ENSG00000100156,SLC16A8,O35308,ENSMUSG00000032988,Slc16a8,1,0,0
Q7RTY1,ENSG00000165449,SLC16A9,Q7TM99,ENSMUSG00000037762,Slc16a9,1,0,0
O00476,ENSG00000124564,SLC17A3,NA,ENSMUSG00000036083,NA,1,0,0
Q9Y2C5,ENSG00000146039,SLC17A4,Q5NCM1,ENSMUSG00000021336,Slc17a4,1,0,0
Q9NRA2,ENSG00000119899,SLC17A5,Q8BN82,ENSMUSG00000049624,Slc17a5,1,0,0
P43005,ENSG00000106688,SLC1A1,P51906,ENSMUSG00000024935,Slc1a1,1,0,0
Q15758,ENSG00000105281,SLC1A5,NA,ENSMUSG00000001918,NA,1,0,0
Q08357,ENSG00000168575,SLC20A2,Q80UP8,ENSMUSG00000037656,Slc20a2,1,0,0
O15245,ENSG00000175003,SLC22A1,O08966,ENSMUSG00000023829,Slc22a1,1,0,0
Q9NSA0,ENSG00000168065,SLC22A11,NA,NA,NA,1,0,0
Q96S37,ENSG00000197891,SLC22A12,NA,ENSMUSG00000061742,NA,1,0,0
Q86VW1,ENSG00000004809,SLC22A16,Q497L8,ENSMUSG00000019834,Slc22a16,1,0,0
Q8WUG5,ENSG00000092096,SLC22A17,Q9D9E0,ENSMUSG00000022199,Slc22a17,1,0,0
Q96BI1,ENSG00000110628,SLC22A18,NA,ENSMUSG00000000154,NA,1,0,0
Q4U2R8,ENSG00000197901,SLC22A6,Q8VC69,ENSMUSG00000024650,Slc22a6,1,0,0
Q9Y694,ENSG00000137204,SLC22A7,NA,ENSMUSG00000067144,NA,1,0,0
Q8TCC7,ENSG00000149452,SLC22A8,O88909,ENSMUSG00000063796,Slc22a8,1,0,0
Q8IVM8,ENSG00000149742,SLC22A9,NA,ENSMUSG00000024757,NA,1,0,0
Q8IVM8,ENSG00000149742,SLC22A9,NA,ENSMUSG00000052562,NA,1,0,0
Q8IVM8,ENSG00000149742,SLC22A9,NA,ENSMUSG00000053303,NA,1,0,0
Q8IVM8,ENSG00000149742,SLC22A9,NA,ENSMUSG00000063590,NA,1,0,0
Q8IVM8,ENSG00000149742,SLC22A9,Q76M72,ENSMUSG00000067656,Slc22a27,1,0,0
Q8IVM8,ENSG00000149742,SLC22A9,NA,ENSMUSG00000075044,NA,1,0,0
Q9UHI7,ENSG00000170482,SLC23A1,Q9Z2J0,ENSMUSG00000024354,Slc23a1,1,0,0
Q9UGH3,ENSG00000089057,SLC23A2,Q9EPR4,ENSMUSG00000027340,Slc23a2,1,0,0
Q8NFF2,ENSG00000140090,SLC24A4,NA,ENSMUSG00000041771,NA,1,0,0
Q86WA9,ENSG00000181045,SLC26A11,Q80ZD3,ENSMUSG00000039908,Slc26a11,1,0,0
P40879,ENSG00000091138,SLC26A3,Q9WVC8,ENSMUSG00000001225,Slc26a3,1,0,0
O43511,ENSG00000091137,SLC26A4,Q9R155,ENSMUSG00000020651,Slc26a4,1,0,0
P58743,ENSG00000170615,SLC26A5,Q99NH7,ENSMUSG00000029015,Slc26a5,1,0,0
Q9BXS9,ENSG00000225697,SLC26A6,NA,ENSMUSG00000023259,NA,1,0,0
Q6PCB7,ENSG00000130304,SLC27A1 ACSVL5 FATP1,Q60714,ENSMUSG00000031808,Slc27a1,1,0,0
Q9Y2P4,ENSG00000113396,SLC27A6 ACSVL2 FACVL2 FATP1,NA,ENSMUSG00000024600,NA,1,0,0
O00337,ENSG00000156222,SLC28A1,NA,ENSMUSG00000025726,NA,1,0,0
Q9HAS3,ENSG00000197506,SLC28A3,Q9ERH8,ENSMUSG00000021553,Slc28a3,1,0,0
Q99808,ENSG00000112759,SLC29A1,Q9JIM1,ENSMUSG00000023942,Slc29a1,1,0,0
Q14542,ENSG00000174669,SLC29A2,Q61672,ENSMUSG00000024891,Slc29a2,1,0,0
Q7RTT9,ENSG00000164638,SLC29A4,Q8R139,ENSMUSG00000050822,Slc29a4,1,0,0
P11166,ENSG00000117394,SLC2A1,P17809,ENSMUSG00000028645,Slc2a1,1,0,0
Q9BYW1,ENSG00000275744,SLC2A11,NA,NA,NA,1,0,0
P11169,ENSG00000059804,SLC2A3,P32037,ENSMUSG00000003153,Slc2a3,1,0,0
P14672,ENSG00000181856,SLC2A4,P14142,ENSMUSG00000018566,Slc2a4,1,0,0
P22732,ENSG00000142583,SLC2A5,Q9WV38,ENSMUSG00000028976,Slc2a5,1,0,0
Q9UGQ3,ENSG00000160326,SLC2A6,NA,ENSMUSG00000036067,NA,1,0,0
Q9NY64,ENSG00000136856,SLC2A8,Q9JIF3,ENSMUSG00000026791,Slc2a8,1,0,0
Q9NRM0,ENSG00000109667,SLC2A9,NA,ENSMUSG00000005107,NA,1,0,0
Q9Y6M5,ENSG00000170385,SLC30A1,Q60738,ENSMUSG00000037434,Slc30a1,1,0,0
Q6XR72,ENSG00000196660,SLC30A10,Q3UVU3,ENSMUSG00000026614,Slc30a10,1,0,0
Q8IWU4,ENSG00000164756,SLC30A8,Q8BGG0,ENSMUSG00000022315,Slc30a8,1,0,0
O15431,ENSG00000136868,SLC31A1,Q8K211,ENSMUSG00000066150,Slc31a1,1,0,0
Q2M3R5,ENSG00000176273,SLC35G1,Q8BY79,ENSMUSG00000044026,Slc35g1,1,0,0
Q8TBE7,ENSG00000168917,SLC35G2,D3YVE8,ENSMUSG00000070287,Slc35g2,1,0,0
Q7Z2H8,ENSG00000123643,SLC36A1,Q8K4D3,ENSMUSG00000020261,Slc36a1,1,0,0
Q495M3,ENSG00000186335,SLC36A2,Q8BHK3,ENSMUSG00000020264,Slc36a2,1,0,0
Q9H2H9,ENSG00000111371,SLC38A1,Q8K2P7,ENSMUSG00000023169,Slc38a1,1,0,0
Q96QD8,ENSG00000134294,SLC38A2,Q8CFE6,ENSMUSG00000022462,Slc38a2,1,0,0
Q99624,ENSG00000188338,SLC38A3,Q9DCP2,ENSMUSG00000010064,Slc38a3,1,0,0
Q969I6,ENSG00000139209,SLC38A4 ATA3 NAT3 SNAT4,Q8R1S9,ENSMUSG00000022464,Slc38a4,1,0,0
Q8WUX1,ENSG00000017483,SLC38A5,Q3U1J0,ENSMUSG00000031170,Slc38a5,1,0,0
Q8IZM9,ENSG00000139974,SLC38A6,G3UVW3,ENSMUSG00000044712,Slc38a6,1,0,0
Q9NY26,ENSG00000143570,SLC39A1,Q9QZ03,ENSMUSG00000052310,Slc39a1,1,0,0
Q8N1S5,ENSG00000133195,SLC39A11,Q8BWY7,ENSMUSG00000041654,Slc39a11,1,0,0
Q15043,ENSG00000104635,SLC39A14,Q75N73,ENSMUSG00000022094,Slc39a14,1,0,0
Q9NP94,ENSG00000165794,SLC39A2,NA,ENSMUSG00000072572,NA,1,0,0
Q6P5W5,ENSG00000147804,SLC39A4,Q78IQ7,ENSMUSG00000063354,Slc39a4,1,0,0
Q6ZMH5,ENSG00000139540,SLC39A5,Q9D856,ENSMUSG00000039878,Slc39a5,1,0,0
Q13433,ENSG00000141424,SLC39A6,Q8C145,ENSMUSG00000024270,Slc39a6,1,0,0
P08195,ENSG00000168003,SLC3A2,P10852,ENSMUSG00000010095,Slc3a2,1,0,0
Q9NP59,ENSG00000138449,SLC40A1,Q9JHI9,ENSMUSG00000025993,Slc40a1,1,0,0
Q8IVJ1,ENSG00000133065,SLC41A1,Q8BJA2,ENSMUSG00000013275,Slc41a1,1,0,0
Q96JW4,ENSG00000136052,SLC41A2,Q8BYR8,ENSMUSG00000034591,Slc41a2,1,0,0
Q96GZ6,ENSG00000114544,SLC41A3,Q921R8,ENSMUSG00000030089,Slc41a3,1,0,0
Q8WWI5,ENSG00000070214,SLC44A1,Q6X893,ENSMUSG00000028412,Slc44a1,1,0,0
Q96NT5,ENSG00000076351,SLC46A1,Q6PEM8,ENSMUSG00000020829,Slc46a1,1,0,0
Q9BY10,ENSG00000119457,SLC46A2,Q8CA03,ENSMUSG00000028386,Slc46a2,1,0,0
Q96FL8,ENSG00000142494,SLC47A1,Q8K0H1,ENSMUSG00000010122,Slc47a1,1,0,0
Q86VL8,ENSG00000180638,SLC47A2,NA,NA,NA,1,0,0
P02730,ENSG00000004939,SLC4A1,P04919,ENSMUSG00000006574,Slc4a1,1,0,0
Q6U841,ENSG00000144290,SLC4A10,Q5DTL9,ENSMUSG00000026904,Slc4a10,1,0,0
Q8NBS3,ENSG00000088836,SLC4A11,A2AJN7,ENSMUSG00000074796,Slc4a11,1,0,0
Q9Y6R1,ENSG00000080493,SLC4A4,O88343,ENSMUSG00000060961,Slc4a4,1,0,0
Q9BY07,ENSG00000188687,SLC4A5,NA,ENSMUSG00000068323,NA,1,0,0
Q9Y6M7,ENSG00000033867,SLC4A7,NA,ENSMUSG00000021733,NA,1,0,0
Q9BRV3,ENSG00000169241,SLC50A1,Q9CXK4,ENSMUSG00000027953,Slc50a1,1,0,0
Q86UW1,ENSG00000163959,SLC51A OSTA,Q8R000,ENSMUSG00000035699,Slc51a,1,0,0
Q86UW2,ENSG00000186198,SLC51B OSTB,Q80WK2,ENSMUSG00000053862,Slc51b,1,0,0
Q9NWF4,ENSG00000132517,SLC52A1,Q9D8F3,ENSMUSG00000022560,Slc52a2,1,0,0
Q9HAB3,ENSG00000185803,SLC52A2,Q9D8F3,ENSMUSG00000022560,Slc52a2,1,0,0
Q9NQ40,ENSG00000101276,SLC52A3,Q9D6X5,ENSMUSG00000027463,Slc52a3,1,0,0
A0PJK1,ENSG00000154025,SLC5A10,Q5SWY8,ENSMUSG00000042371,Slc5a10,1,0,0
Q1EHB4,ENSG00000148942,SLC5A12,Q49B93,ENSMUSG00000041644,Slc5a12,1,0,0
Q8N695,ENSG00000256870,SLC5A8,Q8BYF6,ENSMUSG00000020062,Slc5a8,1,0,0
P30531,ENSG00000157103,SLC6A1,P31648,ENSMUSG00000030310,Slc6a1,1,0,0
Q9NSD5,ENSG00000010379,SLC6A13,P31649,ENSMUSG00000030108,Slc6a13,1,0,0
P23975,ENSG00000103546,SLC6A2,O55192,ENSMUSG00000055368,Slc6a2,1,0,0
Q9NP91,ENSG00000163817,SLC6A20,O88575,ENSMUSG00000025243,Slc6a20b,1,0,0
Q9NP91,ENSG00000163817,SLC6A20,Q8VDB9,ENSMUSG00000036814,Slc6a20a,1,0,0
Q01959,ENSG00000276996,SLC6A3,NA,NA,NA,1,0,0
P31645,ENSG00000108576,SLC6A4,Q60857,ENSMUSG00000020838,Slc6a4,1,0,0
Q9Y345,ENSG00000165970,SLC6A5,NA,ENSMUSG00000039728,NA,1,0,0
P31641,ENSG00000131389,SLC6A6,O35316,ENSMUSG00000030096,Slc6a6,1,0,0
P30825,ENSG00000139514,SLC7A1,Q09143,ENSMUSG00000041313,Slc7a1,1,0,0
P52569,ENSG00000003989,SLC7A2,P18581,ENSMUSG00000031596,Slc7a2,1,0,0
Q8WY07,ENSG00000165349,SLC7A3,P70423,ENSMUSG00000031297,Slc7a3,1,0,0
Q01650,ENSG00000103257,SLC7A5,Q9Z127,ENSMUSG00000040010,Slc7a5,1,0,0
Q92536,ENSG00000103064,SLC7A6,Q8BGK6,ENSMUSG00000031904,Slc7a6,1,0,0
Q9UM01,ENSG00000155465,SLC7A7,Q9Z1K8,ENSMUSG00000000958,Slc7a7,1,0,0
Q9UHI5,ENSG00000092068,SLC7A8,Q9QXW9,ENSMUSG00000022180,Slc7a8,1,0,0
P82251,ENSG00000021488,SLC7A9,Q9QXA6,ENSMUSG00000030492,Slc7a9,1,0,0
P32418,ENSG00000183023,SLC8A1,NA,ENSMUSG00000054640,NA,1,0,0
Q9UPR5,ENSG00000118160,SLC8A2,Q8K596,ENSMUSG00000030376,Slc8a2,1,0,0
P57103,ENSG00000100678,SLC8A3,S4R2P9,ENSMUSG00000079055,Slc8a3,1,0,0
P19634,ENSG00000090020,SLC9A1,Q61165,ENSMUSG00000028854,Slc9a1,1,0,0
P48764,ENSG00000066230,SLC9A3,G3X939,ENSMUSG00000036123,Slc9a3,1,0,0
Q6AI14,ENSG00000180251,SLC9A4,Q8BUE1,ENSMUSG00000026065,Slc9a4,1,0,0
Q4G0N8,ENSG00000172139,SLC9C1,Q6UJY2,ENSMUSG00000033210,Slc9c1,1,0,0
P46721,ENSG00000084453,SLCO1A2,Q9EP96,ENSMUSG00000030237,Slco1a4,1,0,0
P46721,ENSG00000084453,SLCO1A2,Q9QXZ6,ENSMUSG00000041698,Slco1a1,1,0,0
P46721,ENSG00000084453,SLCO1A2,NA,ENSMUSG00000063975,NA,1,0,0
P46721,ENSG00000084453,SLCO1A2,Q99J94,ENSMUSG00000079262,Slco1a6,1,0,0
P46721,ENSG00000084453,SLCO1A2,NA,ENSMUSG00000079263,NA,1,0,0
P46721,ENSG00000084453,SLCO1A2,NA,ENSMUSG00000084927,NA,1,0,0
Q9Y6L6,ENSG00000134538,SLCO1B1,Q9JJL3,ENSMUSG00000030236,Slco1b2,1,0,0
Q9NPD5,ENSG00000111700,SLCO1B3,Q9JJL3,ENSMUSG00000030236,Slco1b2,1,0,0
G3V0H7,ENSG00000205754,SLCO1B7,Q9JJL3,ENSMUSG00000030236,Slco1b2,1,0,0
Q9NYB5,ENSG00000139155,SLCO1C1,Q9ERB5,ENSMUSG00000030235,Slco1c1,1,0,0
Q92959,ENSG00000174640,SLCO2A1,Q9EPT5,ENSMUSG00000032548,Slco2a1,1,0,0
O94956,ENSG00000137491,SLCO2B1,Q8BXB6,ENSMUSG00000030737,Slco2b1,1,0,0
Q9UIG8,ENSG00000176463,SLCO3A1,Q8R3L5,ENSMUSG00000025790,Slco3a1,1,0,0
Q96BD0,ENSG00000101187,SLCO4A1,Q8K078,ENSMUSG00000038963,Slco4a1,1,0,0
Q6ZQN7,ENSG00000173930,SLCO4C1,Q8BGD4,ENSMUSG00000040693,Slco4c1,1,0,0
Q9H2Y9,ENSG00000137571,SLCO5A1,NA,ENSMUSG00000025938,NA,1,0,0
Q86UG4,ENSG00000205359,SLCO6A1,NA,ENSMUSG00000026331,NA,1,0,0
Q86UG4,ENSG00000205359,SLCO6A1,NA,ENSMUSG00000026336,NA,1,0,0
Q9H5Y7,ENSG00000184564,SLITRK6,Q8C110,ENSMUSG00000045871,Slitrk6,1,0,0
Q14BN4,ENSG00000163681,SLMAP,Q3URD3,ENSMUSG00000021870,Slmap,1,0,0
Q0VAQ4,ENSG00000170545,SMAGP,Q99KC7,ENSMUSG00000053559,Smagp,1,0,0
A6NLE4,ENSG00000185662,SMIM23 C5orf50,Q9DAL0,ENSMUSG00000020270,Smim23,1,0,0
A6NGZ8,ENSG00000203870,SMIM9 CXorf68,NA,NA,NA,1,0,0
Q9NY59,ENSG00000103056,SMPD3,Q9JJY3,ENSMUSG00000031906,Smpd3,1,0,0
Q92485,ENSG00000130768,SMPDL3B ASML3B,P58242,ENSMUSG00000028885,Smpdl3b,1,0,0
Q9HAU4,ENSG00000108854,SMURF2,A2A5Z6,ENSMUSG00000018363,Smurf2,1,0,0
P60880,ENSG00000132639,SNAP25 SNAP,P60879,ENSMUSG00000027273,Snap25,1,0,0
Q9BX66,ENSG00000095637,SORBS1 KIAA0894 KIAA1296 SH3D5,NA,ENSMUSG00000025006,NA,1,0,0
O94875,ENSG00000154556,SORBS2 ARGBP2 KIAA0777,Q3UTJ2,ENSMUSG00000031626,Sorbs2,1,0,0
Q99523,ENSG00000134243,SORT1,Q6PHU5,ENSMUSG00000068747,Sort1,1,0,0
Q8TDM5,ENSG00000177202,SPACA4,Q80ZQ0,ENSMUSG00000070563,Spaca4,1,0,0
P38567,ENSG00000106304,SPAM1,NA,ENSMUSG00000029678,NA,1,0,0
P38567,ENSG00000106304,SPAM1,P48794,ENSMUSG00000029682,Spam1,1,0,0
Q96N96,ENSG00000182957,SPATA13,NA,ENSMUSG00000021990,NA,1,0,0
Q9NYA1,ENSG00000176170,SPHK1 SPHK SPK,Q8CI15,ENSMUSG00000061878,Sphk1,1,0,0
Q8TCT7,ENSG00000005206,SPPL2B,Q3TD49,ENSMUSG00000035206,Sppl2b,1,0,0
Q5BIV9,ENSG00000203772,SPRN,Q8BWU1,ENSMUSG00000045733,Sprn,1,0,0
O43597,ENSG00000136158,SPRY2,Q9QXV8,ENSMUSG00000022114,Spry2,1,0,0
P12931,ENSG00000197122,SRC SRC1,P05480,ENSMUSG00000027646,Src,1,0,0
Q9C0H9,ENSG00000273608,SRCIN1 KIAA1684 P140,NA,NA,NA,1,0,0
Q14714,ENSG00000123096,SSPN,NA,ENSMUSG00000030255,NA,1,0,0
P30872,ENSG00000139874,SSTR1,P30873,ENSMUSG00000035431,Sstr1,1,0,0
P30874,ENSG00000180616,SSTR2,P30875,ENSMUSG00000047904,Sstr2,1,0,0
P32745,ENSG00000278195,SSTR3,P30935,ENSMUSG00000044933,Sstr3,1,0,0
P31391,ENSG00000132671,SSTR4,NA,ENSMUSG00000037014,NA,1,0,0
P35346,ENSG00000162009,SSTR5,O08858,ENSMUSG00000050824,Sstr5,1,0,0
Q8WWQ8,ENSG00000136011,STAB2,Q8R4U0,ENSMUSG00000035459,Stab2,1,0,0
Q8NFT2,ENSG00000157214,STEAP2,Q8BWB6,ENSMUSG00000015653,Steap2,1,0,0
Q687X5,ENSG00000127954,STEAP4,Q923B6,ENSMUSG00000012428,Steap4,1,0,0
Q13586,ENSG00000167323,STIM1,P70302,ENSMUSG00000030987,Stim1,1,0,0
O94768,ENSG00000081320,STK17B DRAK2,Q8BG48,ENSMUSG00000026094,Stk17b,1,0,0
Q8WU08,ENSG00000169302,STK32A YANK1,Q8BGW6,ENSMUSG00000039954,Stk32a,1,0,0
