"","protein_uniprot","ensembl","gene_name"
"10664","Q6N075","ENSG00000182544","MFSD5"
"10665","Q9UQ35","ENSG00000167978","SRRM2"
"10666","O43623","ENSG00000019549","SNAI2"
"10670","Q5TCY1","ENSG00000146216","TTBK1"
"10672","P32320","ENSG00000158825","CDA"
"10674","Q15437","ENSG00000101310","SEC23B"
"10675","Q8IZV5","ENSG00000121039","RDH10"
"10676","Q8IXT2","ENSG00000142025","DMRTC2"
"10677","Q9BVM2","ENSG00000166171","DPCD"
"10680","A0A087WUL8","ENSG00000271383","NBPF19"
"10682","Q8IYN2","ENSG00000180964","TCEAL8"
"10684","P45974","ENSG00000111667","USP5"
"10687","P54577","ENSG00000134684","YARS"
"10688","Q86UT8","ENSG00000186166","CCDC84"
"10689","Q6IPT2","ENSG00000142530","FAM71E1"
"10691","P57682","ENSG00000109787","KLF3"
"10694","A6NDP7","ENSG00000185105","MYADML2"
"10695","Q8WZ73","ENSG00000092871","RFFL"
"10696","Q5JQS5","ENSG00000177535","OR2B11"
"10697","O95625","ENSG00000066422","ZBTB11"
"10699","Q08881","ENSG00000113263","ITK"
"10702","P16188","ENSG00000206503","HLA-A"
"10703","P13746","ENSG00000206503","HLA-A"
"10704","P04439","ENSG00000206503","HLA-A"
"10705","P56937","ENSG00000132196","HSD17B7"
"10706","O75121","ENSG00000198948","MFAP3L"
"10709","Q9HD90","ENSG00000123307","NEUROD4"
"10710","P00739","ENSG00000261701","HPR"
"10712","Q8WY41","ENSG00000188613","NANOS1"
"10717","P37288","ENSG00000166148","AVPR1A"
"10720","Q13394","ENSG00000180660","MAB21L1"
"10721","Q01344","ENSG00000091181","IL5RA"
"10723","Q01860","ENSG00000204531","POU5F1"
"10726","P28065","ENSG00000242711","PSMB9"
"10727","O00411","ENSG00000099821","POLRMT"
"10734","Q15884","ENSG00000135063","FAM189A2"
"10737","P59665","ENSG00000206047","DEFA1"
"10739","Q562E7","ENSG00000167716","WDR81"
"10740","Q6UXL0","ENSG00000174564","IL20RB"
"10742","Q8N137","ENSG00000170037","CNTROB"
"10745","P30038","ENSG00000159423","ALDH4A1"
"10746","Q9H902","ENSG00000068615","REEP1"
"10747","P62805","ENSG00000158406","HIST1H4H"
"10748","Q2M3W8","ENSG00000197841","ZNF181"
"10750","A6NCL7","ENSG00000164236","ANKRD33B"
"10752","Q9HB09","ENSG00000126453","BCL2L12"
"10753","Q9P1Z3","ENSG00000263324","HCN3"
"10754","Q9H3M9","ENSG00000123594","ATXN3L"
"10757","Q9Y473","ENSG00000105497","ZNF175"
"10758","Q03135","ENSG00000105974","CAV1"
"10759","Q9UHV2","ENSG00000197019","SERTAD1"
"10763","Q96RJ3","ENSG00000159958","TNFRSF13C"
"10764","A6NCV1","ENSG00000197706","OR6C74"
"10766","Q9UJW9","ENSG00000167565","SERTAD3"
"10767","O95782","ENSG00000196961","AP2A1"
"10768","Q8WXE9","ENSG00000140022","STON2"
"10773","Q8NGH7","ENSG00000183313","OR52L1"
"10774","P23610","ENSG00000277203","F8A1"
"10775","Q8NGN2","ENSG00000196248","OR10S1"
"10776","Q13233","ENSG00000095015","MAP3K1"
"10778","A6NNY8","ENSG00000273820","USP27X"
"10779","Q53TN4","ENSG00000071967","CYBRD1"
"10781","P55789","ENSG00000127554","GFER"
"10782","Q6P3X3","ENSG00000018699","TTC27"
"10785","A6NI56","ENSG00000197599","CCDC154"
"10786","P0C7I0","ENSG00000237038","USP17L8"
"10787","P49746","ENSG00000169231","THBS3"
"10788","Q8TEW6","ENSG00000125170","DOK4"
"10789","Q13772","ENSG00000266412","NCOA4"
"10790","Q8N628","ENSG00000196242","OR2C3"
"10791","P59046","ENSG00000142405","NLRP12"
"10795","Q6S8J3","ENSG00000188219","POTEE"
"10799","Q86VD7","ENSG00000181035","SLC25A42"
"10801","Q9Y5E1","ENSG00000177839","PCDHB9"
"10802","P30043","ENSG00000090013","BLVRB"
"10804","Q92526","ENSG00000132141","CCT6B"
"10807","Q9BXJ7","ENSG00000166126","AMN"
"10809","Q8WU20","ENSG00000166225","FRS2"
"10810","P43628","ENSG00000277484","KIR2DL3"
"10811","P61313","ENSG00000174748","RPL15"
"10813","P00374","ENSG00000228716","DHFR"
"10815","P06756","ENSG00000138448","ITGAV"
"10817","P01909","ENSG00000232062","HLA-DQA1"
"10818","Q9UHP9","ENSG00000091482","SMPX"
"10819","Q14CX5","ENSG00000138111","MFSD13A"
"10821","Q6T311","ENSG00000196503","ARL9"
"10822","Q5SZJ8","ENSG00000151917","BEND6"
"10823","Q8NB25","ENSG00000111879","FAM184A"
"10828","Q3KNW5","ENSG00000145283","SLC10A6"
"10830","Q9NYQ3","ENSG00000116882","HAO2"
"10832","P30519","ENSG00000103415","HMOX2"
"10833","P50539","ENSG00000119950","MXI1"
"10836","Q9BYE0","ENSG00000179111","HES7"
"10837","Q86YT5","ENSG00000141485","SLC13A5"
"10838","Q16656","ENSG00000106459","NRF1"
"10839","P0C0E4","ENSG00000102128","RAB40AL"
"10841","O75943","ENSG00000276618","RAD17"
"10842","Q9NRY7","ENSG00000163746","PLSCR2"
"10844","P23919","ENSG00000168393","DTYMK"
"10846","P61764","ENSG00000136854","STXBP1"
"10847","Q2M2I8","ENSG00000115977","AAK1"
"10848","Q7L0R7","ENSG00000146083","RNF44"
"10852","O95870","ENSG00000235676","ABHD16A"
"10853","Q92731","ENSG00000140009","ESR2"
"10855","Q5U623","ENSG00000166669","ATF7IP2"
"10856","O94827","ENSG00000171680","PLEKHG5"
"10857","Q16621","ENSG00000123405","NFE2"
"10861","A0AV96","ENSG00000163694","RBM47"
"10862","P28340","ENSG00000062822","POLD1"
"10863","Q05C16","ENSG00000173988","LRRC63"
"10866","Q11201","ENSG00000008513","ST3GAL1"
"10867","Q6UW32","ENSG00000188293","IGFL1"
"10868","Q8NFZ5","ENSG00000168884","TNIP2"
"10869","O94819","ENSG00000176595","KBTBD11"
"10870","P68104","ENSG00000156508","EEF1A1"
"10871","P24386","ENSG00000188419","CHM"
"10873","Q68DK7","ENSG00000188895","MSL1"
"10876","Q5VUJ6","ENSG00000130224","LRCH2"
"10878","P10911","ENSG00000101977","MCF2"
"10879","Q765I0","ENSG00000188958","UTS2B"
"10881","Q96S97","ENSG00000179820","MYADM"
"10886","P10082","ENSG00000131096","PYY"
"10887","Q96MZ4","ENSG00000250486","FAM218A"
"10888","O00115","ENSG00000105612","DNASE2"
"10889","Q9BV57","ENSG00000182551","ADI1"
"10891","Q6T310","ENSG00000122035","RASL11A"
"10893","Q8NG94","ENSG00000130538","OR11H1"
"10895","Q9UH73","ENSG00000164330","EBF1"
"10897","P62805","ENSG00000270882","HIST2H4A"
"10898","Q9UMS0","ENSG00000169599","NFU1"
"10899","Q9BVK8","ENSG00000105677","TMEM147"
"10900","Q9NX01","ENSG00000140830","TXNL4B"
"10902","O60260","ENSG00000185345","PARK2"
"10904","Q9UL25","ENSG00000080371","RAB21"
"10905","Q7Z3J3","ENSG00000196862","RGPD4"
"10908","Q8WUB2","ENSG00000204856","FAM216A"
"10910","O94851","ENSG00000133816","MICAL2"
"10911","Q7Z4J2","ENSG00000204007","GLT6D1"
"10912","A8MXV4","ENSG00000213965","NUDT19"
"10916","P28066","ENSG00000143106","PSMA5"
"10917","D6R901","ENSG00000249811","USP17L21"
"10918","Q13595","ENSG00000164548","TRA2A"
"10919","Q86WD7","ENSG00000170054","SERPINA9"
"10923","Q9Y5Y9","ENSG00000185313","SCN10A"
"10924","Q13507","ENSG00000138741","TRPC3"
"10925","A6NKB5","ENSG00000135749","PCNX2"
"10927","Q96MT3","ENSG00000139174","PRICKLE1"
"10929","Q96ID5","ENSG00000117154","IGSF21"
"10930","Q96FT7","ENSG00000072182","ASIC4"
"10931","Q15847","ENSG00000148671","ADIRF"
"10932","Q15323","ENSG00000262993","KRT31"
"10935","Q12799","ENSG00000203690","TCP10"
"10936","Q86UV6","ENSG00000155428","TRIM74"
"10939","Q8NGP6","ENSG00000181371","OR5M8"
"10941","P62955","ENSG00000105605","CACNG7"
"10945","P56282","ENSG00000100479","POLE2"
"10946","Q13239","ENSG00000155926","SLA"
"10950","Q9NVH2","ENSG00000143493","INTS7"
"10951","Q6P9F5","ENSG00000224496","TRIM40"
"10953","Q9HBL7","ENSG00000107020","PLGRKT"
"10954","Q6X4W1","ENSG00000165802","NSMF"
"10955","Q9P2K5","ENSG00000104177","MYEF2"
"10957","Q6BAA4","ENSG00000162746","FCRLB"
"10959","P49716","ENSG00000221869","CEBPD"
"10960","Q96T75","ENSG00000198054","DSCR8"
"10961","Q7Z4L5","ENSG00000123607","TTC21B"
"10962","Q9UEE5","ENSG00000164543","STK17A"
"10963","P0DJR0","ENSG00000250298","GIMD1"
"10964","O00442","ENSG00000137996","RTCA"
"10965","P50579","ENSG00000111142","METAP2"
"10966","Q9P1W3","ENSG00000165548","TMEM63C"
"10967","Q15427","ENSG00000143368","SF3B4"
"10968","Q8NF86","ENSG00000103355","PRSS33"
"10971","Q5JTZ9","ENSG00000124608","AARS2"
"10973","Q5T5N4","ENSG00000112539","C6orf118"
"10974","Q9Y676","ENSG00000229861","MRPS18B"
"10977","P29466","ENSG00000137752","CASP1"
"10978","O95977","ENSG00000125910","S1PR4"
"10980","P22004","ENSG00000153162","BMP6"
"10981","P12104","ENSG00000145384","FABP2"
"10983","Q9H6Z4","ENSG00000031823","RANBP3"
"10985","Q8IV08","ENSG00000105223","PLD3"
"10986","Q8N9L9","ENSG00000177465","ACOT4"
"10987","Q9NUR3","ENSG00000125895","TMEM74B"
"10988","Q9NZH5","ENSG00000250254","PTTG2"
"10990","O00287","ENSG00000133111","RFXAP"
"10992","Q9P283","ENSG00000082684","SEMA5B"
"10993","Q96N28","ENSG00000141391","PRELID3A"
"10994","P43007","ENSG00000115902","SLC1A4"
"10996","Q0VD86","ENSG00000196388","INCA1"
"10998","Q96E93","ENSG00000139187","KLRG1"
"11000","P62879","ENSG00000172354","GNB2"
"11001","Q5VTR2","ENSG00000155827","RNF20"
"11004","P62993","ENSG00000177885","GRB2"
"11005","Q9H2G4","ENSG00000184205","TSPYL2"
"11008","O95436","ENSG00000157765","SLC34A2"
"11012","P51610","ENSG00000172534","HCFC1"
"11013","Q9UPN7","ENSG00000105063","PPP6R1"
"11014","Q9UI26","ENSG00000086200","IPO11"
"11015","Q8TDX6","ENSG00000147408","CSGALNACT1"
"11018","O43707","ENSG00000130402","ACTN4"
"11019","Q9Y5N1","ENSG00000101180","HRH3"
"11023","Q8NEP3","ENSG00000154099","DNAAF1"
"11024","Q96I36","ENSG00000178449","COX14"
"11025","P56470","ENSG00000171747","LGALS4"
"11026","P52738","ENSG00000196387","ZNF140"
"11031","Q6NX45","ENSG00000196391","ZNF774"
"11032","Q6PCB0","ENSG00000179403","VWA1"
"11034","Q9UEW8","ENSG00000198648","STK39"
"11037","Q9HCC9","ENSG00000159733","ZFYVE28"
"11039","Q9NZI8","ENSG00000159217","IGF2BP1"
"11041","P62851","ENSG00000118181","RPS25"
"11042","Q8WU39","ENSG00000170476","MZB1"
"11044","O95498","ENSG00000112303","VNN2"
"11045","Q0VDD8","ENSG00000185842","DNAH14"
"11046","Q9UJQ4","ENSG00000101115","SALL4"
"11047","A6NLX4","ENSG00000185863","TMEM210"
"11050","Q99942","ENSG00000204308","RNF5"
"11051","Q8NEX6","ENSG00000180083","WFDC11"
"11053","Q15843","ENSG00000129559","NEDD8"
"11054","Q6IPM2","ENSG00000106012","IQCE"
"11055","Q9H2Z4","ENSG00000125816","NKX2-4"
"11057","P19876","ENSG00000163734","CXCL3"
"11058","Q9BYV6","ENSG00000147573","TRIM55"
"11061","A6NFA1","ENSG00000269113","TRABD2B"
"11062","Q92949","ENSG00000129654","FOXJ1"
"11063","Q8NG83","ENSG00000228198","OR2M3"
"11064","Q96AZ6","ENSG00000172183","ISG20"
"11066","A8MTB9","ENSG00000213822","CEACAM18"
"11068","Q8NG77","ENSG00000177201","OR2T12"
"11070","Q9HCQ7","ENSG00000105954","NPVF"
"11071","Q96AV8","ENSG00000165891","E2F7"
"11074","Q5TCM9","ENSG00000186207","LCE5A"
"11075","Q05D32","ENSG00000137770","CTDSPL2"
"11076","Q9BXW7","ENSG00000069998","CECR5"
"11078","Q13427","ENSG00000138398","PPIG"
"11082","P05538","ENSG00000224305","HLA-DQB2"
"11083","Q8N661","ENSG00000180089","TMEM86B"
"11084","Q9H4L5","ENSG00000070882","OSBPL3"
"11085","P20783","ENSG00000185652","NTF3"
"11088","Q9NUQ9","ENSG00000153310","FAM49B"
"11089","Q5VUJ9","ENSG00000203666","EFCAB2"
"11090","Q86VI1","ENSG00000179044","EXOC3L1"
"11091","Q9Y343","ENSG00000064652","SNX24"
"11093","Q8N4V1","ENSG00000169446","MMGT1"
"11095","Q9HC10","ENSG00000115155","OTOF"
"11100","Q9Y6J8","ENSG00000127952","STYXL1"
"11101","Q9H2D1","ENSG00000164933","SLC25A32"
"11102","Q9NPJ4","ENSG00000189266","PNRC2"
"11103","Q7LBC6","ENSG00000120733","KDM3B"
"11105","Q96DZ9","ENSG00000166091","CMTM5"
"11109","Q96GP6","ENSG00000244486","SCARF2"
"11110","Q8NH03","ENSG00000196539","OR2T3"
"11111","P01009","ENSG00000197249","SERPINA1"
"11112","Q6UXG2","ENSG00000116299","KIAA1324"
"11113","Q92843","ENSG00000258643","BCL2L2-PABPN1"
"11114","Q5T5U3","ENSG00000107863","ARHGAP21"
"11116","Q13443","ENSG00000168615","ADAM9"
"11117","Q6VAB6","ENSG00000171435","KSR2"
"11120","P17014","ENSG00000164631","ZNF12"
"11122","Q07108","ENSG00000110848","CD69"
"11124","Q9UPQ9","ENSG00000100354","TNRC6B"
"11125","Q9BVN2","ENSG00000160753","RUSC1"
"11126","Q9BXA7","ENSG00000212122","TSSK1B"
"11127","P60896","ENSG00000127922","SHFM1"
"11128","Q8NGT2","ENSG00000168828","OR13J1"
"11129","O94906","ENSG00000101161","PRPF6"
"11130","Q96FH0","ENSG00000254901","BORCS8"
"11131","P61160","ENSG00000138071","ACTR2"
"11132","Q8NGY5","ENSG00000197403","OR6N1"
"11133","Q6ZVN7","ENSG00000127922","SHFM1"
"11135","Q32MK0","ENSG00000140795","MYLK3"
"11138","Q9NPB3","ENSG00000167791","CABP2"
"11141","O60513","ENSG00000121578","B4GALT4"
"11144","Q9P2B4","ENSG00000143079","CTTNBP2NL"
"11145","Q7L014","ENSG00000145833","DDX46"
"11146","Q5T481","ENSG00000203867","RBM20"
"11149","Q8NEG5","ENSG00000163012","ZSWIM2"
"11150","P35218","ENSG00000174990","CA5A"
"11151","O95070","ENSG00000174851","YIF1A"
"11152","Q9H9S3","ENSG00000065665","SEC61A2"
"11154","Q86YT9","ENSG00000160593","JAML"
"11156","Q13573","ENSG00000100603","SNW1"
"11157","P0C7P0","ENSG00000274768","CISD3"
"11160","O00592","ENSG00000128567","PODXL"
"11163","Q6GMR7","ENSG00000165591","FAAH2"
"11164","Q96PZ0","ENSG00000091127","PUS7"
"11165","O14905","ENSG00000158955","WNT9B"
"11167","Q6UWB4","ENSG00000184647","PRSS55"
"11168","P35625","ENSG00000100234","TIMP3"
"11169","Q2TAC6","ENSG00000196169","KIF19"
"11172","Q8ND61","ENSG00000131379","C3orf20"
"11173","O95475","ENSG00000184302","SIX6"
"11174","Q14103","ENSG00000138668","HNRNPD"
"11175","P04440","ENSG00000215048","HLA-DPB1"
"11176","P31151","ENSG00000143556","S100A7"
"11177","Q16649","ENSG00000165030","NFIL3"
"11180","Q96PX1","ENSG00000141576","RNF157"
"11183","Q6ZMN8","ENSG00000205089","CCNI2"
"11184","Q9P2D8","ENSG00000133958","UNC79"
"11185","D6RJB6","ENSG00000250745","USP17L20"
"11186","O14815","ENSG00000135773","CAPN9"
"11187","O15033","ENSG00000119682","AREL1"
"11188","O60481","ENSG00000156925","ZIC3"
"11189","Q1RMZ1","ENSG00000164603","BMT2"
"11190","P55072","ENSG00000165280","VCP"
"11193","Q8NH56","ENSG00000181009","OR52N5"
"11196","Q8IZU8","ENSG00000171451","DSEL"
"11198","Q9NVV9","ENSG00000131931","THAP1"
"11200","O14599","ENSG00000183795","BPY2B"
"11202","P06703","ENSG00000197956","S100A6"
"11204","Q96J86","ENSG00000166265","CYYR1"
"11208","Q8NGQ5","ENSG00000186509","OR9Q1"
"11214","Q6U736","ENSG00000124818","OPN5"
"11215","Q8WV24","ENSG00000139289","PHLDA1"
"11216","Q92759","ENSG00000233149","GTF2H4"
"11217","O94817","ENSG00000145782","ATG12"
"11218","O43639","ENSG00000071051","NCK2"
"11221","Q86UW9","ENSG00000091073","DTX2"
"11222","Q9GZK4","ENSG00000206516","OR2H1"
"11223","Q9UBG0","ENSG00000011028","MRC2"
"11225","Q969V3","ENSG00000125912","NCLN"
"11227","Q3C1V0","ENSG00000214782","MS4A18"
"11228","P49454","ENSG00000117724","CENPF"
"11233","Q13287","ENSG00000123609","NMI"
"11234","Q9NR55","ENSG00000123685","BATF3"
"11235","P51688","ENSG00000181523","SGSH"
"11236","O15547","ENSG00000099957","P2RX6"
"11238","Q2TB90","ENSG00000156510","HKDC1"
"11239","O00178","ENSG00000100226","GTPBP1"
"11240","Q8TAC1","ENSG00000175449","RFESD"
"11241","P17612","ENSG00000072062","PRKACA"
"11242","Q86VF5","ENSG00000106384","MOGAT3"
"11244","Q16831","ENSG00000183696","UPP1"
"11245","Q8WU17","ENSG00000170881","RNF139"
"11246","Q96E16","ENSG00000176209","SMIM19"
"11249","O14804","ENSG00000135569","TAAR5"
"11250","G3V0H7","ENSG00000205754","SLCO1B7"
"11251","A8MT70","ENSG00000169064","ZBBX"
"11255","Q16666","ENSG00000163565","IFI16"
"11257","Q9HCH5","ENSG00000137501","SYTL2"
"11258","P17643","ENSG00000107165","TYRP1"
"11259","Q9Y2X0","ENSG00000175221","MED16"
"11261","Q5QJ38","ENSG00000182898","TCHHL1"
"11263","Q9NY15","ENSG00000010327","STAB1"
"11266","Q9BWV7","ENSG00000120440","TTLL2"
"11267","Q8N7Q3","ENSG00000196109","ZNF676"
"11268","Q9BRQ3","ENSG00000149761","NUDT22"
"11269","Q96SZ4","ENSG00000130182","ZSCAN10"
"11271","Q9Y6J9","ENSG00000162227","TAF6L"
"11275","P26373","ENSG00000167526","RPL13"
"11277","Q16082","ENSG00000170276","HSPB2"
"11279","Q9Y4B5","ENSG00000168502","MTCL1"
"11280","Q15723","ENSG00000109381","ELF2"
"11281","P51808","ENSG00000165169","DYNLT3"
"11282","P00748","ENSG00000131187","F12"
"11284","Q5TAT6","ENSG00000197467","COL13A1"
"11285","P63279","ENSG00000103275","UBE2I"
"11286","O75820","ENSG00000136870","ZNF189"
"11287","Q9BX93","ENSG00000138308","PLA2G12B"
"11288","Q9Y2I1","ENSG00000010322","NISCH"
"11289","Q8NGC6","ENSG00000176230","OR4K17"
"11295","Q9Y2C3","ENSG00000183778","B3GALT5"
"11296","P09871","ENSG00000182326","C1S"
"11297","Q8N6R1","ENSG00000151778","SERP2"
"11298","Q71UM5","ENSG00000185088","RPS27L"
"11299","O95388","ENSG00000104415","WISP1"
"11303","Q8N1H7","ENSG00000179008","C14orf39"
"11304","Q9BQC3","ENSG00000132768","DPH2"
"11306","A8K0Z3","ENSG00000181404","WASH1"
"11307","P11586","ENSG00000100714","MTHFD1"
"11308","Q9Y3A0","ENSG00000167113","COQ4"
"11309","Q9NP79","ENSG00000009844","VTA1"
"11311","Q7Z5Y7","ENSG00000112078","KCTD20"
"11316","O76001","ENSG00000229866","OR2J3"
"11320","Q08117","ENSG00000104964","AES"
"11323","P14316","ENSG00000168310","IRF2"
"11324","Q5T7V8","ENSG00000120370","GORAB"
"11325","Q96MP5","ENSG00000132801","ZSWIM3"
"11329","P59666","ENSG00000239839","DEFA3"
"11331","Q9BWF3","ENSG00000173933","RBM4"
"11332","Q96N11","ENSG00000146576","C7orf26"
"11335","P23025","ENSG00000136936","XPA"
"11336","Q6ZS11","ENSG00000187994","RINL"
"11337","Q96KV7","ENSG00000161996","WDR90"
"11339","Q96CX3","ENSG00000186446","ZNF501"
"11340","Q8WW59","ENSG00000176422","SPRYD4"
"11343","Q8WWU7","ENSG00000158764","ITLN2"
"11344","Q8N370","ENSG00000278550","SLC43A2"
"11345","Q4ZJI4","ENSG00000164037","SLC9B1"
"11346","Q9UHF0","ENSG00000166863","TAC3"
"11347","Q13393","ENSG00000075651","PLD1"
"11348","P41220","ENSG00000116741","RGS2"
"11349","Q58EX2","ENSG00000069188","SDK2"
"11351","Q6Q788","ENSG00000110243","APOA5"
"11352","Q5TYW2","ENSG00000260691","ANKRD20A1"
"11353","Q86SH4","ENSG00000180259","PRNT"
"11355","O75192","ENSG00000166821","PEX11A"
"11356","Q2M243","ENSG00000162592","CCDC27"
"11360","Q5VZ52","ENSG00000185681","MORN5"
"11363","Q86YW5","ENSG00000161911","TREML1"
"11364","Q8IZT6","ENSG00000066279","ASPM"
"11365","P98182","ENSG00000010539","ZNF200"
"11367","O00139","ENSG00000068796","KIF2A"
"11368","P58418","ENSG00000163646","CLRN1"
"11371","Q7Z4T8","ENSG00000106648","GALNTL5"
"11374","Q3I5F7","ENSG00000205669","ACOT6"
"11376","P43630","ENSG00000277181","KIR3DL2"
"11377","Q9Y6R1","ENSG00000080493","SLC4A4"
"11378","Q8IZF6","ENSG00000156920","ADGRG4"
"11379","Q8NGH9","ENSG00000180974","OR52E4"
"11380","E9PI22","ENSG00000274540","PRR23D1"
"11383","Q8IYT2","ENSG00000180917","CMTR2"
"11384","Q86UD5","ENSG00000164038","SLC9B2"
"11387","Q7L4E1","ENSG00000148343","MIGA2"
"11388","A6NF89","ENSG00000188324","OR6C6"
"11389","Q9BSW7","ENSG00000103528","SYT17"
"11392","O60894","ENSG00000132329","RAMP1"
"11394","Q92478","ENSG00000110852","CLEC2B"
"11395","O75746","ENSG00000115840","SLC25A12"
"11396","P21281","ENSG00000147416","ATP6V1B2"
"11397","Q53GD3","ENSG00000232180","SLC44A4"
"11398","P23415","ENSG00000145888","GLRA1"
"11399","Q6PF04","ENSG00000176024","ZNF613"
"11403","O60487","ENSG00000149573","MPZL2"
"11405","Q8NCS7","ENSG00000137968","SLC44A5"
"11409","P0C1Z6","ENSG00000105619","TFPT"
"11411","Q9UBC1","ENSG00000235125","NFKBIL1"
"11413","O15212","ENSG00000237335","PFDN6"
"11414","Q7Z494","ENSG00000113971","NPHP3"
"11415","Q9BSK4","ENSG00000141965","FEM1A"
"11416","P51636","ENSG00000105971","CAV2"
"11418","O95843","ENSG00000138472","GUCA1C"
"11419","Q92800","ENSG00000108799","EZH1"
"11422","Q96BD5","ENSG00000135365","PHF21A"
"11424","Q8TAA1","ENSG00000173464","RNASE11"
"11426","Q68D86","ENSG00000150636","CCDC102B"
"11428","O00526","ENSG00000110375","UPK2"
"11429","Q5SQI0","ENSG00000231257","ATAT1"
"11430","A6NM36","ENSG00000206422","LRRC30"
"11431","Q9NVZ3","ENSG00000157191","NECAP2"
"11432","Q9UBT3","ENSG00000104371","DKK4"
"11433","Q86UB9","ENSG00000166575","TMEM135"
"11434","Q7Z4G1","ENSG00000188243","COMMD6"
"11436","A1L4K1","ENSG00000186628","FSD2"
"11439","P01275","ENSG00000115263","GCG"
"11440","Q9UM19","ENSG00000116983","HPCAL4"
"11441","P49790","ENSG00000124789","NUP153"
"11442","Q9H4A5","ENSG00000143457","GOLPH3L"
"11444","P32302","ENSG00000160683","CXCR5"
"11447","O75477","ENSG00000107566","ERLIN1"
"11451","P98169","ENSG00000198455","ZXDB"
"11454","Q92819","ENSG00000170961","HAS2"
"11455","Q56NI9","ENSG00000171320","ESCO2"
"11456","Q8IUW5","ENSG00000181826","RELL1"
"11457","Q9NPD3","ENSG00000178896","EXOSC4"
"11458","P05937","ENSG00000104327","CALB1"
"11462","Q99643","ENSG00000143252","SDHC"
"11464","Q5TFG8","ENSG00000118491","ZC2HC1B"
"11467","Q7Z5J1","ENSG00000167733","HSD11B1L"
"11469","Q9Y6X5","ENSG00000001561","ENPP4"
"11470","Q8NI60","ENSG00000163050","COQ8A"
"11471","O95201","ENSG00000122386","ZNF205"
"11472","Q9C035","ENSG00000132256","TRIM5"
"11473","Q5R372","ENSG00000152061","RABGAP1L"
"11474","Q8N841","ENSG00000170703","TTLL6"
"11476","Q9BRZ2","ENSG00000169871","TRIM56"
"11479","P15391","ENSG00000177455","CD19"
"11480","O75629","ENSG00000143162","CREG1"
"11481","Q8TD30","ENSG00000166123","GPT2"
"11483","Q9BW62","ENSG00000102781","KATNAL1"
"11484","Q13619","ENSG00000139842","CUL4A"
"11485","Q8N5B7","ENSG00000139624","CERS5"
"11490","O95926","ENSG00000117614","SYF2"
"11494","A6NHY2","ENSG00000189045","ANKDD1B"
"11498","P59942","ENSG00000238238","MCCD1"
"11499","O95319","ENSG00000048740","CELF2"
"11500","Q86WW8","ENSG00000183513","COA5"
"11501","Q02928","ENSG00000187048","CYP4A11"
"11503","Q96N64","ENSG00000170234","PWWP2A"
"11504","Q8WY36","ENSG00000114439","BBX"
"11508","Q92674","ENSG00000102384","CENPI"
"11509","Q13228","ENSG00000143416","SELENBP1"
"11510","Q8N109","ENSG00000274143","KIR2DL5A"
"11511","Q9UPW6","ENSG00000119042","SATB2"
"11512","Q9BZC1","ENSG00000101489","CELF4"
"11513","Q6UX41","ENSG00000113303","BTNL8"
"11517","P30542","ENSG00000163485","ADORA1"
"11518","Q9H694","ENSG00000122870","BICC1"
"11519","Q96MT1","ENSG00000145860","RNF145"
"11520","Q9NXR8","ENSG00000071243","ING3"
"11521","Q96A05","ENSG00000250565","ATP6V1E2"
"11524","Q9NYQ6","ENSG00000075275","CELSR1"
"11526","Q00536","ENSG00000102225","CDK16"
"11528","Q8IX12","ENSG00000060339","CCAR1"
"11530","Q9UL01","ENSG00000111817","DSE"
"11531","Q9NP80","ENSG00000135241","PNPLA8"
"11533","Q9Y330","ENSG00000237900","ZBTB12"
"11534","Q8NGL7","ENSG00000181927","OR4P4"
"11535","Q96BI1","ENSG00000110628","SLC22A18"
"11536","Q5BN46","ENSG00000160345","C9orf116"
"11537","Q9Y4A5","ENSG00000196367","TRRAP"
"11539","O00453","ENSG00000230791","LST1"
"11542","Q6RUI8","ENSG00000167747","C19orf48"
"11543","O15213","ENSG00000204221","WDR46"
"11544","Q9Y6H8","ENSG00000121743","GJA3"
