target,target_id,target_gene_symbol,target_uniprot,target_ligand,target_ligand_id,target_ligand_gene_symbol,target_ligand_uniprot,target_ligand_pubchem_sid,target_species,ligand,ligand_id,ligand_gene_symbol,ligand_species,ligand_pubchem_sid,type,action,action_comment,endogenous,primary_target,concentration_range,affinity_units,affinity_high,affinity_median,affinity_low,original_affinity_units,original_affinity_low_nm,original_affinity_median_nm,original_affinity_high_nm,original_affinity_relation,assay_description,receptor_site,ligand_context,pubmed_id
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,MRE 3008F20,459,,,135650631,Agonist,Full agonist,,f,,"",pKi,,8,,,,,,,,,,10779381
A<sub>3</sub> receptor,21,Adora3,P28647,,,,,,Rat,NECA,377,,,135650706,Agonist,Full agonist,"",f,,"",pKi,6.9,,6.6,-,,,,=,"","","",7929142
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,NECA,377,,,135650706,Agonist,Full agonist,"",f,,"",pKi,8.4,,7.5,-,,,,=,"","","",8234299|15476669|10779381|15267242|9364471|14662005
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,PENECA,378,,,135650805,Agonist,Full agonist,,f,,"",pKi,,8.2,,,,,,,,,,12109910
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,piclidenoson,422,,,135650362,Agonist,Full agonist,"",f,,"",pKi,9.2,,8.7,-,,,,=,"","","",9459566|10779381|11705449|8126704
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,(R)-PIA,414,,,135651557,Agonist,Full agonist,"",f,,"",pKi,8.1,,7.1,-,,,,=,"","","",8234299|15476669|9459566|10779381|9364471
A<sub>3</sub> receptor,21,Adora3,P28647,,,,,,Rat,(R)-PIA,414,,,135651557,Agonist,Full agonist,"",f,,"",pKi,6.8,,6.6,-,,,,=,"","","",7929142|8441759
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,(S)-PIA,415,,,135651063,Agonist,Full agonist,,f,,"",pKi,7.4,,6.3,,,,,,,,,8234299|9459566|10779381
A<sub>3</sub> receptor,21,Adora3,P28647,,,,,,Rat,[<sup>125</sup>I]AB-MECA,436,,,135651100,Agonist,Full agonist,"",f,,"",pKd,,8.9,,-,,,,=,"","","",7929142
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,[<sup>125</sup>I]AB-MECA,436,,,135651100,Agonist,Full agonist,"",f,,"",pKd,9.1,,9,Kd,1,,0.6,=,"","","",9933143|10779381
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,[<sup>125</sup>I]APNEA,462,,,135651138,Agonist,Full agonist,,f,,"",pKd,,7.8,,,,,,,,,,1323836
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,[<sup>3</sup>H]HEMADO,5736,,,178102362,Agonist,Full agonist,"",f,,"",pKd,,9,,-,,,,=,"","","",17126322
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,[<sup>3</sup>H]NECA,425,,,135651187,Agonist,Full agonist,,f,,"",pKd,8.2,,7.9,,,,,,,,,9459566|11705449
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,LUF6000,9446,,,329968386,Allosteric modulator,Positive,"",f,f,"",-,,,,-,,,,=,"","","",16722654
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,LUF6096,9447,,,329968387,Allosteric modulator,Positive,"",f,f,"",-,,,,-,,,,=,"","","",19161279
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,ATL802,5616,,,178102250,Antagonist,Antagonist,"",f,,"",pKi,,6,,Ki,,1000,,>,"","","",10737749
A<sub>3</sub> receptor,21,Adora3,Q61618,,,,,,Mouse,ATL802,5616,,,178102250,Antagonist,Antagonist,"",f,,"",pKi,,5,,Ki,,10000,,>,"","","",10737749
A<sub>3</sub> receptor,21,Adora3,P28647,,,,,,Rat,BW-A1433,443,,,135650042,Antagonist,Antagonist,,f,,"",pKi,,7.4,,,,,,,,,,7929142
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,BW-A1433,443,,,135650042,Antagonist,Antagonist,,f,,"",pKi,,7.3,,,,,,,,,,8234299
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,caffeine,407,,,135652675,Antagonist,Antagonist,"",f,t,"",pKi,,4.88000011444092,,Ki,,13300,,=,"","","",
A<sub>3</sub> receptor,21,Adora3,P28647,,,,,,Rat,caffeine,407,,,135652675,Antagonist,Antagonist,"",f,,"",pKi,,4,,Ki,,100000,,>,"","","",19569717
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,CGS 15943,384,,,135650082,Antagonist,Antagonist,"",f,,"",pKi,7.9,,7,-,,,,=,"","","",9459566|9933143|10779381|8863790
A<sub>3</sub> receptor,21,Adora3,P28647,,,,,,Rat,CSC,5609,,,178102243,Antagonist,Antagonist,"",f,,"",pKi,,5,,Ki,,10000,,>,"","","",8022403
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,CVT-6883,5615,,,178102249,Antagonist,Antagonist,"",f,,"",pKi,,5.97,,Ki,,1070,,=,"","","",18321039
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,derenofylline,3281,,,178100322,Antagonist,Antagonist,"",f,,"",pKi,,6.7,,Ki,,200,,=,"","","",17558436
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,dexniguldipine,463,,,135650907,Antagonist,Antagonist,,f,,"",pKi,,5.7,,,,,,,,,,8709132
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,DPCPX,386,,,135650209,Antagonist,Antagonist,"",f,,"",pKi,6.61,,5.4,Ki,3960,,243,=,"","","",8234299|9459566|10779381|16902942|11906291|9351976
A<sub>3</sub> receptor,21,Adora3,P28647,,,,,,Rat,DPCPX,386,,,135650209,Antagonist,Antagonist,"",f,,"",pKi,7.6,,4.37,Ki,,,,=,"","","",7929142|16902942|9351976
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,FK-453,5606,,,178102240,Antagonist,Antagonist,"",f,,"",pKi,,5,,Ki,,10000,,=,"","","",16518376
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,flavanone,408,,,135650264,Antagonist,Antagonist,,f,,"",pKi,,4.3,,,,,,,,,,8691424
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,flavone,409,,,135650265,Antagonist,Antagonist,,f,,"",pKi,,4.8,,,,,,,,,,8691424
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,galangin,410,,,135650295,Antagonist,Antagonist,,f,,"",pKi,,5.5,,,,,,,,,,8691424
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,I-ABOPX,446,,,135650361,Antagonist,Antagonist,,f,,"",pKi,,7.7,,,,,,,,,,8234299
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,istradefylline,5608,,,178102242,Antagonist,Antagonist,"",f,,"",pKi,,5.35,,Ki,,4470,,=,"","","",21303899
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,KF26777,5618,,,178102252,Antagonist,Antagonist,"",f,,"",pKi,,9.7,,Ki,,0.2,,=,"","","",12063073
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,LAS38096,5617,,,178102251,Antagonist,Antagonist,"",f,,"",pKi,,5.98,,Ki,,1043,,=,"","","",17469811|20137946
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,LUF5981,5607,,,178102241,Antagonist,Antagonist,"",f,,"",pKi,,6.2,,Ki,,637,,=,"","","",17300165
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,MRE 2029F20,390,,,135650630,Antagonist,Antagonist,"",f,,"",pKi,,6,,Ki,,1000,,>,"","","",14998332
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,MRE 3008F20,459,,,135650631,Antagonist,Antagonist,"",f,,"",pKi,9.5,,9,-,,,,=,"","","",16219300|10779381|16518376
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,MRE 3010F20,465,,,135650632,Antagonist,Antagonist,"",f,f,"",pKi,,9.30000019073486,,-,,,,=,"","","",10779381
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,MRS1041,392,,,135650633,Antagonist,Antagonist,,f,,"",pKi,,6.4,,,,,,,,,,8691424
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,MRS1042,393,,,135650634,Antagonist,Antagonist,,f,,"",pKi,,6.5,,,,,,,,,,8691424
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,MRS1067,466,,,135650638,Antagonist,Antagonist,,f,,"",pKi,,6.2,,,,,,,,,,8691424|9364471
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,MRS1088,429,,,135650641,Antagonist,Antagonist,,f,,"",pKi,,6.1,,,,,,,,,,8691424
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,MRS1093,399,,,135650642,Antagonist,Antagonist,,f,,"",pKi,,6.1,,,,,,,,,,8691424
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,MRS1097,467,,,135650643,Antagonist,Antagonist,,f,,"",pKi,,7,,,,,,,,,,9364471|8709132
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,MRS1177,468,,,135650645,Antagonist,Antagonist,,f,,"",pKi,,8.5,,,,,,,,,,8863790
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,MRS1186,469,,,135650646,Antagonist,Antagonist,,f,,"",pKi,,8.1,,,,,,,,,,8863790
A<sub>3</sub> receptor,21,Adora3,P28647,,,,,,Rat,MRS1191,470,,,135650647,Antagonist,Antagonist,"",f,,"",pKi,,5.8,,-,,,,=,"","","",9703464
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,MRS1191,470,,,135650647,Antagonist,Antagonist,"",f,,"",pKi,,7.5,,-,,,,=,"","","",9364471|8917655
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,MRS1220,448,,,135650648,Antagonist,Antagonist,"",f,f,"",pKi,9.19999980926514,,8.19999980926514,Ki,6.30999994277954,,0.629999995231628,=,"","","",9364471|8863790|16553647|11226132
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,MRS1476,471,,,135650649,Antagonist,Antagonist,,f,,"",pKi,,7.7,,-,,,,=,"",,,9703464
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,MRS1486,472,,,135650650,Antagonist,Antagonist,,f,,"",pKi,,7.5,,,,,,,,,,9703464
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,MRS1505,473,,,135650651,Antagonist,Antagonist,,f,,"",pKi,,8.1,,,,,,,,,,9703464
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,MRS1523,474,,,135650652,Antagonist,Antagonist,"",f,f,"",pKi,,7.69999980926514,,Ki,,19.8999996185303,,=,"","","",9703464
A<sub>3</sub> receptor,21,Adora3,P28647,,,,,,Rat,MRS1523,474,,,135650652,Antagonist,Antagonist,"",f,,"",pKi,,6.95,,Ki,,113,,=,"","","",
A<sub>3</sub> receptor,21,Adora3,Q61618,,,,,,Mouse,MRS1523,474,,,135650652,Antagonist,Antagonist,"",f,,"",pKi,,6.14,,Ki,,731,,=,"","","",
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,MRS1754,449,,,135650653,Antagonist,Antagonist,"",f,,"",pKi,,6.24,,Ki,,570,,=,"","","",10737749
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,MRS928,402,,,135650667,Antagonist,Antagonist,,f,,"",pKi,,5.9,,,,,,,,,,8691424
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,MSX-2,5610,,,178102244,Antagonist,Antagonist,"",f,,"",pKi,,5,,Ki,,10000,,>,"","","",10669571
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,nicardipine,2559,,,135650714,Antagonist,Antagonist,,f,,"",pKi,,5.5,,,,,,,,,,8709132
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,preladenant,5614,,,178102248,Antagonist,Antagonist,"",f,,"",pKi,,6,,Ki,,1000,,>,"","","",18221214
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,PSB-10,5619,,,178102253,Antagonist,Antagonist,"",f,,"",pKi,,9.36,,Ki,,0.441,,=,"","","",12139454
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,PSB-11,5620,,,178102254,Antagonist,Antagonist,"",f,,"",pKi,,8.63,,Ki,,2.34,,=,"","","",12517430
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,PSB-11,5620,,,178102254,Antagonist,Antagonist,"",f,,"",pKd,,8.31,,Kd,,4.9,,=,"","","",11814828
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,PSB1115,3286,,,178100327,Antagonist,Antagonist,"",f,,"",pKi,,5,,Ki,,10000,,>,"","","",11906291
A<sub>3</sub> receptor,21,Adora3,P28647,,,,,,Rat,PSB36,3285,,,178100326,Antagonist,Antagonist,"",f,,"",pKi,,5.19,,Ki,,6500,,=,"","","",16902942
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,PSB36,3285,,,178100326,Antagonist,Antagonist,"",f,,"",pKi,,5.64,,Ki,,2300,,=,"","","",16902942
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,PSB603,3284,,,178100325,Antagonist,Antagonist,"",f,,"",pKi,,5,,Ki,,10000,,>,"","","",19569717
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,rolofylline,5604,,,178102238,Antagonist,Antagonist,"",f,,"",pKi,,5.36,,Ki,,4390,,=,"","","",17125264
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,sakuranetin,412,,,135652713,Antagonist,Antagonist,,f,,"",pKi,,5.5,,,,,,,,,,8691424
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,SCH442416,3283,,,178100324,Antagonist,Antagonist,"",f,,"",pKi,,5,,Ki,,10000,,>,"","","",16518376
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,SCH 58261,403,,,135651030,Antagonist,Antagonist,"",f,,"",pKi,,5.92,,Ki,,1200,,=,"","","",16518376
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,ST-1535,5613,,,178102247,Antagonist,Antagonist,"",f,,"",pKi,,6,,Ki,,1000,,>,"","","",16250647
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,[<sup>3</sup>H]MRE 3008F20,477,,,135651181,Antagonist,Antagonist,,f,,"",pKd,,9.1,,,,,,,,,,10779381|10698437
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,[<sup>3</sup>H]PSB-11,5729,,,178102355,Antagonist,Antagonist,"",f,,"",pKd,,8.3,,-,,,,=,"","","",11814828
A<sub>3</sub> receptor,21,Adora3,P28647,,,,,,Rat,theophylline,413,,,135651254,Antagonist,Antagonist,"",f,,"",pKi,4.07,,4,Ki,100000,,85000,=,"","","",8022403|7632796
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,theophylline,413,,,135651254,Antagonist,Antagonist,"",f,,"",pKi,4.65,,4.06,Ki,86400,,22300,=,"","","",9459566
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,tonapofylline,5605,,,178102239,Antagonist,Antagonist,"",f,,"",pKi,,5,,Ki,,10000,,>,"","","",17125264
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,vipadenant,5612,,,178102246,Antagonist,Antagonist,"",f,,"",pKi,,6,,Ki,,1005,,=,"","","",19072055
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,visnagin,433,,,135652726,Antagonist,Antagonist,,f,,"",pKi,,4.2,,,,,,,,,,8691424
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,VUF5574,3280,,,178100321,Antagonist,Antagonist,"",f,,"",pKi,,8.39,,Ki,,4.03,,=,"","","",10841801
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,VUF8504,475,,,135651315,Antagonist,Antagonist,,f,,"",pKi,,7.8,,,,,,,,,,9767637
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,VUF8507,476,,,135651316,Antagonist,Antagonist,,f,,"",pKi,,6.7,,,,,,,,,,9767637
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,xanthine amine congener,404,,,135651329,Antagonist,Antagonist,"",f,,"",pKi,7.4,,7,-,,,,=,"","","",8234299|9459566|10779381
A<sub>3</sub> receptor,21,Adora3,P28647,,,,,,Rat,xanthine amine congener,404,,,135651329,Antagonist,Antagonist,,f,,"",pKi,,7.7,,,,,,,,,,7929142
A<sub>3</sub> receptor,21,ADORA3,P0DMS8,,,,,,Human,ZM-241385,405,,,135651364,Antagonist,Antagonist,"",f,,"",pKi,,6.13,,Ki,,743,,=,"","","",16518376
"ATB<sup>0,+</sup>",937,SLC6A14,Q9UN76,,,,,,Human,"&alpha;-methyl-D,L-tryptophan",4693,,,178101406,Inhibitor,Inhibition,,f,,,pIC50,,3.6,,IC50,,250000,,,,,,18522536
ATM serine/threonine kinase,1934,ATM,Q13315,,,,,,Human,AZD0156,9942,,,363894236,Inhibitor,Inhibition,"",f,t,"",pIC50,,9.23999977111816,,IC50,,0.579999983310699,,=,"","","",29683659
ATM serine/threonine kinase,1934,ATM,Q13315,,,,,,Human,berzosertib,8003,,,249565683,Inhibitor,Inhibition,"",f,f,"",pKi,,7.46999979019165,,Ki,,34,,=,"","","",23222511
ATM serine/threonine kinase,1934,ATM,Q13315,,,,,,Human,CP466722,9359,,,328083461,Inhibitor,Inhibition,"",f,t,"",-,,,,-,,,,=,"","","",18794134
ATM serine/threonine kinase,1934,ATM,Q13315,,,,,,Human,KU-55933,5928,,,178102551,Inhibitor,Inhibition,"",f,t,"",pKi,,8.65999984741211,,Ki,,2.20000004768372,,=,"","","",15604286
ATM serine/threonine kinase,1934,ATM,Q13315,,,,,,Human,KU-55933,5928,,,178102551,Inhibitor,Inhibition,"",f,t,"",pIC50,,7.8899998664856,,IC50,,13,,=,"","","",15604286
ATM serine/threonine kinase,1934,ATM,Q13315,,,,,,Human,KU-60019,8041,,,249565721,Inhibitor,Inhibition,"",f,t,"",pIC50,,8.19999980926514,,IC50,,6.30000019073486,,=,"","","",19808981
ATP4A,849,ATP4A,P20648,,,,,,Human,esomeprazole,5488,,,178102135,Inhibitor,Inhibition,"",f,t,"",-,,,,-,,,,=,"","","",
ATP4A,849,ATP4A,P20648,,,,,,Human,omeprazole,4279,,,178101096,Inhibitor,Inhibition,"",f,t,"",-,,,,-,,,,=,"","","",
"ATPase family, AAA domain containing 2",2719,ATAD2,Q6PL18,,,,,,Human,compound 33 [PMID: 26230603],8732,,,252827390,Inhibitor,Inhibition,"",f,f,"",pIC50,,5.30000019073486,,-,,,,=,"","","",26230603
"ATPase family, AAA domain containing 2",2719,ATAD2,Q6PL18,,,,,,Human,compound 57 [PMID: 26155854],8640,,,252166840,Inhibitor,Inhibition,"",f,f,"",pIC50,,5.90000009536743,,-,,,,=,"","","",26155854
"ATPase family, AAA domain containing 2",2719,ATAD2,Q6PL18,,,,,,Human,compound 60 [PMID: 26155854],8641,,,252166841,Inhibitor,Inhibition,"",f,f,"",pIC50,,5.90000009536743,,-,,,,=,"","","",26155854
"ATPase family, AAA domain containing 2",2719,ATAD2,Q6PL18,,,,,,Human,GSK8814,9521,,,336446907,Inhibitor,Inhibition,"",f,t,"",pKd,,8.10000038146973,,Kd,,8,,=,By isothermal titration calorimetry (ICT) assay.,"","",27530368
"ATPase family, AAA domain containing 2",2719,ATAD2,Q6PL18,,,,,,Human,GSK8814,9521,,,336446907,Inhibitor,Inhibition,"",f,t,"",pIC50,,7.30000019073486,,IC50,,50.0999984741211,,=,By TR-FRET assay.,"","",27530368
"ATPase family, AAA domain containing 2",2719,ATAD2,Q6PL18,,,,,,Human,GSK8814,9521,,,336446907,Inhibitor,Inhibition,"",f,t,"",pKi,,8.89999961853027,,Ki,,1.25,,=,By <i>Bromosphere</i> assay using full length endogenous protein.,"","",27530368
"ATPase family, AAA domain containing 2B",2720,ATAD2B,Q9ULI0,,,,,,Human,GSK8814,9521,,,336446907,Inhibitor,Inhibition,"",f,t,"",pIC50,,7.69999980926514,,IC50,,19.8999996185303,,=,By TR-FRET assay.,"","",27530368
"ATP-binding cassette, sub-family C (CFTR/MRP), member 8",2594,ABCC8,Q09428,,,,,,Human,chlorpropamide,6801,,,178103407,Inhibitor,Inhibition,"",f,f,"",-,,,,-,,,,=,"","","",
"ATP-binding cassette, sub-family C (CFTR/MRP), member 8",2594,ABCC8,Q09428,,,,,,Human,repaglinide,6841,,,178103447,Inhibitor,Inhibition,"",f,t,"",pIC50,,6.96999979019165,,IC50,,106,,=,"","","",15380228
ATR serine/threonine kinase,1935,ATR,Q13535,,,,,,Human,AZ20,8477,,,252166686,Inhibitor,Inhibition,"",f,t,"",pIC50,,9.30000019073486,,IC50,,0.5,,=,ATR immunoprecipitated from HeLa cells.,"","",23394205
ATR serine/threonine kinase,1935,ATR,Q13535,,,,,,Human,AZD6738,9390,,,328083492,Inhibitor,Inhibition,"",f,t,"",pIC50,,9,,IC50,,1,,=,Inhibition of isolated enzyme,"","",26517239
ATR serine/threonine kinase,1935,ATR,Q13535,,,,,,Human,berzosertib,8003,,,249565683,Inhibitor,Inhibition,"",f,t,"",pKi,,9.69999980926514,,Ki,,0.200000002980232,,<,"","","",23222511
ATR serine/threonine kinase,1935,ATR,Q13535,,,,,,Human,dactolisib,7950,,,249565633,Inhibitor,Inhibition,"",f,f,"",pIC50,,7.67999982833862,,IC50,,21,,=,"","","",21552262
ATR serine/threonine kinase,1935,ATR,Q13535,,,,,,Human,VE-821,8042,,,249565722,Inhibitor,Inhibition,"",f,t,"",pKi,,7.8899998664856,,Ki,,13,,=,"","","",21490603
AT<sub>1</sub> receptor,34,AGTR1,P30556,,,,,,Human,angiotensin A,6894,AGT,Human,178103476,Agonist,Full agonist,IP accumulation in hAT1 expressing CHO cells,t,,"",pKi,,8.80000019073486,,-,,,,=,"","","",21464395
AT<sub>1</sub> receptor,34,AGTR1,P30556,,,,,,Human,angiotensin A,6894,AGT,Human,178103476,Agonist,Full agonist,IP accumulation in hAT1 expressing CHO cells,t,,"",pEC50,,8.17000007629395,,-,,,,=,"","","",21464395
AT<sub>1</sub> receptor,34,AGTR1,P30556,,,,,,Human,angiotensin II,2504,AGT|Agt|Agt,Human|Mouse|Rat,53801076,Agonist,Full agonist,"",t,f,"",pIC50,9.30000019073486,,9,-,,,,=,"","","",10193788
AT<sub>1</sub> receptor,34,AGTR1,P30556,,,,,,Human,angiotensin III,585,AGT|Agt|Agt,Human|Mouse|Rat,135651616,Agonist,Full agonist,"",t,f,"",pIC50,8.5,,8.39999961853027,-,,,,=,"","","",
AT<sub>1</sub> receptor,34,AGTR1,P30556,,,,,,Human,"L-162,313",3936,,,178100764,Agonist,Full agonist,"",f,,"",pIC50,7.92,,7.85,IC50,14.2,,11.9,=,"","","",7829475
AT<sub>1</sub> receptor,34,Agtr1b|Agtr1a,P29089|P25095,,,,,,Rat,[<sup>125</sup>I][Sar<sup>1</sup>]Ang-II,6897,,,178103479,Agonist,Full agonist,"",f,f,"",pKd,,9.47999954223633,,Kd,,0.330000013113022,,=,"","","",7759541
AT<sub>1</sub> receptor,34,Agtr1b|Agtr1a,P29089|P25095,,,,,,Rat,angiotensin A,6894,AGT,Human,178103476,Agonist,Partial agonist,calcium release in rat VSMC,t,,"",pIC50,,9.53999996185303,,-,,,,=,"","","",17138938
AT<sub>1</sub> receptor,34,AGTR1,P30556,,,,,,Human,angiotensin IV,5368,AGT|Agt|Agt,Human|Mouse|Rat,178102027,Agonist,Partial agonist,"",t,,"",pEC50,,5.90000009536743,,-,,,,=,"","","",12006574
AT<sub>1</sub> receptor,34,AGTR1,P30556,,,,,,Human,"L-163,101",6895,,,178103477,Agonist,Partial agonist,"",f,,"",pIC50,,7.8899998664856,,IC50,,13,,=,"","","",9383393
AT<sub>1</sub> receptor,34,Agtr1b|Agtr1a,P29089|P25095,,,,,,Rat,"[Sar<sup>1</sup>,Cha<sup>4</sup>]Ang-II",6903,,,178103485,Agonist,Partial agonist,"",f,,"",pKd,,7.11999988555908,,Kd,,75.9000015258789,,=,"","","",11901215|10066768
AT<sub>1</sub> receptor,34,Agtr1b|Agtr1a,P29089|P25095,,,,,,Rat,"[Sar<sup>1</sup>,Cha<sup>8</sup>]Ang-II",6904,,,178103486,Agonist,Partial agonist,"",f,,"",pKd,,9.32999992370605,,Kd,,0.469999998807907,,=,"","","",11901215|10066768
AT<sub>1</sub> receptor,34,Agtr1b|Agtr1a,P29089|P25095,,,,,,Rat,"[Sar<sup>1</sup>,Ile<sup>8</sup>]Ang-II",6905,,,178103487,Agonist,Partial agonist,"",f,,"",pEC50,,8.81999969482422,,EC50,,1.5,,=,"","","",7499361
AT<sub>1</sub> receptor,34,Agtr1b|Agtr1a,P29089|P25095,,,,,,Rat,"[<sup>125</sup>I][Sar<sup>1</sup>,Ile<sup>8</sup>]Ang-II",6906,,,178103488,Agonist,Partial agonist,"",f,f,"",pKd,,9.43000030517578,,Kd,,0.370000004768372,,=,"","","",7759541
AT<sub>1</sub> receptor,34,AGTR1,P30556,,,,,,Human,5-butyl-methyl immidazole carboxylate 30,6917,,,178103499,Antagonist,Antagonist,"",f,,"",pIC50,,8.5,,-,,,,=,"","","",22889560
AT<sub>1</sub> receptor,34,AGTR1,P30556,,,,,,Human,5-butyl-methyl immidazole carboxylate 30,6917,,,178103499,Antagonist,Antagonist,"",f,,"",pA2,,7.82999992370605,,-,,,,=,"","","",22889560
AT<sub>1</sub> receptor,34,Agtr1b|Agtr1a,P29089|P25095,,,,,,Rat,5-oxo-1-2-4-oxadiazol biphenyl,6913,,,178103495,Antagonist,Antagonist,"",f,f,"",pKi,,8.98999977111816,,Ki,,1.02999997138977,,=,"","","",22410249
AT<sub>1</sub> receptor,34,Agtr1b|Agtr1a,P29089|P25095,,,,,,Rat,5-oxo-1-2-4-oxadiazol biphenyl,6913,,,178103495,Antagonist,Antagonist,"",f,f,"",pIC50,,8.80000019073486,,IC50,,1.60000002384186,,=,"","","",22410249
AT<sub>1</sub> receptor,34,AGTR1,P30556,,,,,,Human,azilsartan,6901,,,178103483,Antagonist,Antagonist,"",f,f,"",pIC50,8.13000011444092,,8.07999992370605,IC50,8.39999961853027,,7.40000009536743,=,"","","",24742498|24739538
AT<sub>1</sub> receptor,34,AGTR1,P30556,,,,,,Human,candesartan,587,,,135650050,Antagonist,Antagonist,"",f,t,"",pIC50,9.72000026702881,,9.48999977111816,IC50,0.319999992847443,,0.189999997615814,=,"","","",10193788
AT<sub>1</sub> receptor,34,AGTR1,P30556,,,,,,Human,eprosartan,588,,,135650236,Antagonist,Antagonist,"",f,t,"",pIC50,8.80000019073486,,8.39999961853027,IC50,3.98000001907349,,1.58000004291534,=,"","","",1309870
