protein_uniprot,ensembl,gene_name
Q5SY80,ENSG00000179397,C1orf101
Q6NUJ1,ENSG00000178597,PSAPL1
Q6ZT89,ENSG00000145832,SLC25A48
P51575,ENSG00000108405,P2RX1
Q8NI22,ENSG00000180398,MCFD2
P58417,ENSG00000122584,NXPH1
A6NMS7,ENSG00000176681,LRRC37A
P17661,ENSG00000175084,DES
P17600,ENSG00000008056,SYN1
Q8NDB2,ENSG00000153064,BANK1
Q9HCM9,ENSG00000226437,TRIM39
O60883,ENSG00000170075,GPR37L1
Q16667,ENSG00000100526,CDKN3
Q9UBN6,ENSG00000173530,TNFRSF10D
O60563,ENSG00000129315,CCNT1
P14415,ENSG00000129244,ATP1B2
Q9H0R1,ENSG00000053770,AP5M1
Q9GZN8,ENSG00000101220,C20orf27
O15484,ENSG00000149260,CAPN5
Q9Y6V0,ENSG00000186472,PCLO
Q96CE8,ENSG00000163762,TM4SF18
Q9NQX1,ENSG00000138738,PRDM5
P20396,ENSG00000170893,TRH
Q9BRN9,ENSG00000184277,TM2D3
P0C7M4,ENSG00000203989,RHOXF2B
Q12756,ENSG00000130294,KIF1A
P24855,ENSG00000213918,DNASE1
Q8N511,ENSG00000244045,TMEM199
Q6UXA7,ENSG00000231624,C6orf15
Q969V4,ENSG00000167858,TEKT1
P27469,ENSG00000123689,G0S2
P0C6C1,ENSG00000235711,ANKRD34C
P43628,ENSG00000274402,KIR2DL3
Q53GQ0,ENSG00000149084,HSD17B12
Q6UWP2,ENSG00000278535,DHRS11
Q8NA47,ENSG00000173093,CCDC63
Q6L8H2,ENSG00000281191,KRTAP5-3
Q9BST9,ENSG00000114993,RTKN
Q13733,ENSG00000132681,ATP1A4
Q9H4D5,ENSG00000147206,NXF3
Q569K6,ENSG00000187860,CCDC157
Q9NXR1,ENSG00000072864,NDE1
O60939,ENSG00000149575,SCN2B
P23588,ENSG00000063046,EIF4B
O14957,ENSG00000127540,UQCR11
Q7Z3C6,ENSG00000198925,ATG9A
P43628,ENSG00000274108,KIR2DL3
Q9NYS0,ENSG00000197885,NKIRAS1
Q8N300,ENSG00000177868,SVBP
P49863,ENSG00000113088,GZMK
Q7L9B9,ENSG00000122547,EEPD1
Q9NYP3,ENSG00000159147,DONSON
Q99706,ENSG00000273575,KIR2DL4
Q9NYV6,ENSG00000278494,RRN3
Q5SVS4,ENSG00000174032,SLC25A30
Q9UIG5,ENSG00000204540,PSORS1C1
P41218,ENSG00000163563,MNDA
Q9BX59,ENSG00000139192,TAPBPL
Q6UW88,ENSG00000182585,EPGN
P34913,ENSG00000120915,EPHX2
Q96JB1,ENSG00000124721,DNAH8
P46063,ENSG00000004700,RECQL
Q9H9J2,ENSG00000135900,MRPL44
Q9Y6N5,ENSG00000137767,SQRDL
Q08AD1,ENSG00000118200,CAMSAP2
Q5JT25,ENSG00000147127,RAB41
Q9NTI2,ENSG00000132932,ATP8A2
Q6FHJ7,ENSG00000106483,SFRP4
P32927,ENSG00000100368,CSF2RB
Q969F2,ENSG00000276920,NKD2
Q13241,ENSG00000134539,KLRD1
Q969Y0,ENSG00000144815,NXPE3
A6NN14,ENSG00000196350,ZNF729
Q8NE86,ENSG00000156026,MCU
O14994,ENSG00000185666,SYN3
P37059,ENSG00000086696,HSD17B2
Q9Y574,ENSG00000005981,ASB4
Q9GZP4,ENSG00000057757,PITHD1
Q8NEV8,ENSG00000110723,EXPH5
Q14155,ENSG00000102606,ARHGEF7
Q14982,ENSG00000183715,OPCML
Q14676,ENSG00000206481,MDC1
Q9Y294,ENSG00000111875,ASF1A
P0C7T3,ENSG00000188691,OR56A5
Q9BUD6,ENSG00000159674,SPON2
O15455,ENSG00000164342,TLR3
Q9BR10,ENSG00000149634,SPATA25
P16050,ENSG00000161905,ALOX15
P25440,ENSG00000234704,BRD2
P11233,ENSG00000006451,RALA
Q8N966,ENSG00000177108,ZDHHC22
Q8NFF5,ENSG00000160688,FLAD1
O76075,ENSG00000169598,DFFB
Q8N9Q2,ENSG00000153006,SREK1IP1
Q9UNW8,ENSG00000183484,GPR132
Q9Y278,ENSG00000122254,HS3ST2
P61086,ENSG00000078140,UBE2K
Q3LI63,ENSG00000244624,KRTAP20-1
Q99700,ENSG00000204842,ATXN2
P05452,ENSG00000163815,CLEC3B
O00763,ENSG00000076555,ACACB
P26718,ENSG00000213809,KLRK1
Q7Z5L3,ENSG00000144119,C1QL2
P01903,ENSG00000227993,HLA-DRA
Q9NR11,ENSG00000089335,ZNF302
Q9H244,ENSG00000169313,P2RY12
Q16587,ENSG00000185252,ZNF74
O00507,ENSG00000114374,USP9Y
Q6ZSG1,ENSG00000141622,RNF165
Q15397,ENSG00000080608,PUM3
Q8NHU3,ENSG00000164023,SGMS2
Q15415,ENSG00000226941,RBMY1J
Q1W4C9,ENSG00000214510,SPINK13
Q9P109,ENSG00000176928,GCNT4
Q9Y333,ENSG00000231502,LSM2
O60313,ENSG00000198836,OPA1
O15287,ENSG00000221829,FANCG
O75145,ENSG00000177380,PPFIA3
P15498,ENSG00000141968,VAV1
Q9NVV4,ENSG00000107951,MTPAP
Q5TEC3,ENSG00000143067,ZNF697
Q9H799,ENSG00000197603,C5orf42
Q96M20,ENSG00000149646,CNBD2
Q86XR5,ENSG00000175785,PRIMA1
O14545,ENSG00000135148,TRAFD1
Q8WUY3,ENSG00000106772,PRUNE2
Q96P71,ENSG00000125967,NECAB3
Q502W7,ENSG00000165972,CCDC38
Q06141,ENSG00000172016,REG3A
P61024,ENSG00000173207,CKS1B
P56556,ENSG00000184983,NDUFA6
Q9UHF1,ENSG00000172889,EGFL7
Q86UD1,ENSG00000184232,OAF
P28062,ENSG00000226201,PSMB8
Q5T0N1,ENSG00000156042,CFAP70
Q5BKZ1,ENSG00000162664,ZNF326
Q8IZP0,ENSG00000136754,ABI1
P60323,ENSG00000187556,NANOS3
Q9UKL4,ENSG00000159248,GJD2
Q96NG5,ENSG00000167785,ZNF558
Q07820,ENSG00000143384,MCL1
P02533,ENSG00000186847,KRT14
P50135,ENSG00000150540,HNMT
Q96QE2,ENSG00000151229,SLC2A13
P23942,ENSG00000112619,PRPH2
Q70EK9,ENSG00000247746,USP51
A6NKC9,ENSG00000183476,SH2D7
Q16348,ENSG00000163406,SLC15A2
Q9UHE5,ENSG00000144035,NAT8
Q9Y478,ENSG00000111725,PRKAB1
Q6DN12,ENSG00000140563,MCTP2
Q96BY6,ENSG00000135905,DOCK10
P47870,ENSG00000145864,GABRB2
O95983,ENSG00000071655,MBD3
Q9BYR8,ENSG00000262068,KRTAP3-1
Q8TAB3,ENSG00000165194,PCDH19
O43296,ENSG00000083844,ZNF264
Q02952,ENSG00000131016,AKAP12
Q13794,ENSG00000141682,PMAIP1
Q9BW66,ENSG00000100865,CINP
Q9NVJ2,ENSG00000134108,ARL8B
A6NIM6,ENSG00000188991,SLC15A5
Q8N9Z0,ENSG00000167554,ZNF610
Q8IUB5,ENSG00000168634,WFDC13
Q6IF99,ENSG00000180708,OR10K2
Q92791,ENSG00000141696,P3H4
Q8NGF9,ENSG00000172208,OR4X2
Q6Q0C0,ENSG00000131653,TRAF7
Q9NY72,ENSG00000166257,SCN3B
Q9Y534,ENSG00000172346,CSDC2
P61513,ENSG00000197756,RPL37A
P07093,ENSG00000135919,SERPINE2
Q9BTL3,ENSG00000169612,FAM103A1
Q5SQI0,ENSG00000229061,ATAT1
Q9H1P3,ENSG00000130703,OSBPL2
Q6NSX1,ENSG00000123171,CCDC70
Q96AK3,ENSG00000243811,APOBEC3D
O43908,ENSG00000183542,KLRC4
Q8TAD2,ENSG00000172458,IL17D
Q96P50,ENSG00000131584,ACAP3
P00738,ENSG00000257017,HP
Q01469,ENSG00000164687,FABP5
P20594,ENSG00000159899,NPR2
O95377,ENSG00000189280,GJB5
Q86V15,ENSG00000130940,CASZ1
Q8IW92,ENSG00000149328,GLB1L2
Q6ZMV9,ENSG00000164627,KIF6
Q9BTV5,ENSG00000105255,FSD1
Q96LB0,ENSG00000179826,MRGPRX3
O95985,ENSG00000100038,TOP3B
P42226,ENSG00000166888,STAT6
Q8IX05,ENSG00000241399,CD302
Q86UC2,ENSG00000130363,RSPH3
Q9UBG3,ENSG00000143536,CRNN
A5LHX3,ENSG00000222028,PSMB11
Q13601,ENSG00000111615,KRR1
O94830,ENSG00000085788,DDHD2
Q03113,ENSG00000146535,GNA12
Q9UK41,ENSG00000160948,VPS28
Q9BSE4,ENSG00000122557,HERPUD2
Q8N6T0,ENSG00000173715,C11orf80
O43448,ENSG00000170049,KCNAB3
Q8N3R9,ENSG00000072415,MPP5
Q9UPW8,ENSG00000130477,UNC13A
Q6ZNI0,ENSG00000124091,GCNT7
P98173,ENSG00000071889,FAM3A
Q96M96,ENSG00000139132,FGD4
Q9NS82,ENSG00000130876,SLC7A10
Q9Y3E7,ENSG00000115561,CHMP3
O14964,ENSG00000185359,HGS
P05362,ENSG00000090339,ICAM1
Q8NH51,ENSG00000262755,OR8K3
Q3MUY2,ENSG00000255072,PIGY
Q9P244,ENSG00000128011,LRFN1
O15204,ENSG00000134028,ADAMDEC1
Q07869,ENSG00000186951,PPARA
P22531,ENSG00000203785,SPRR2E
Q6L8G4,ENSG00000204571,KRTAP5-11
Q29983,ENSG00000235233,MICA
Q7Z5B4,ENSG00000166405,RIC3
P0CG23,ENSG00000236609,ZNF853
Q8TEZ7,ENSG00000170915,PAQR8
Q5VTE6,ENSG00000174606,ANGEL2
A8MYU2,ENSG00000215262,KCNU1
Q8IZA0,ENSG00000142687,KIAA0319L
P57740,ENSG00000111581,NUP107
Q96I23,ENSG00000145337,PYURF
Q7Z5L9,ENSG00000168264,IRF2BP2
Q8NB59,ENSG00000143469,SYT14
O15211,ENSG00000237825,RGL2
Q9UJT2,ENSG00000126467,TSKS
B1AK53,ENSG00000187017,ESPN
Q6AI39,ENSG00000112624,GLTSCR1L
Q9H0C5,ENSG00000064726,BTBD1
Q9NU39,ENSG00000184492,FOXD4L1
Q3LI62,ENSG00000206105,KRTAP20-4
Q8N257,ENSG00000196890,HIST3H2BB
P20062,ENSG00000185339,TCN2
O43665,ENSG00000148908,RGS10
O95873,ENSG00000203623,C6orf47
Q3KNS6,ENSG00000185869,ZNF829
Q8NGH5,ENSG00000180934,OR56A1
Q9UJ37,ENSG00000070731,ST6GALNAC2
Q9HBH1,ENSG00000258429,PDF
Q8NH18,ENSG00000174957,OR5J2
A6NDI0,ENSG00000182053,TRIM49B
Q8NGC5,ENSG00000255804,OR6J1
Q7RTU7,ENSG00000260428,SCX
Q8IUC0,ENSG00000198390,KRTAP13-1
Q6ZN01,ENSG00000176909,MAMSTR
Q09470,ENSG00000111262,KCNA1
Q86X24,ENSG00000143452,HORMAD1
Q9BT30,ENSG00000125652,ALKBH7
Q6QNY1,ENSG00000196072,BLOC1S2
Q9UBA6,ENSG00000229300,C6orf48
Q9H2M9,ENSG00000118873,RAB3GAP2
P18545,ENSG00000185527,PDE6G
Q9UIF7,ENSG00000132781,MUTYH
P46020,ENSG00000067177,PHKA1
P62805,ENSG00000197837,HIST4H4
Q67FW5,ENSG00000175711,B3GNTL1
B2RXF0,ENSG00000234224,TMEM229A
Q9NVR5,ENSG00000165506,DNAAF2
Q8NB16,ENSG00000168404,MLKL
P01732,ENSG00000153563,CD8A
Q9UFN0,ENSG00000136783,NIPSNAP3A
Q5JPB2,ENSG00000124203,ZNF831
O43684,ENSG00000154473,BUB3
Q92804,ENSG00000270647,TAF15
Q9P273,ENSG00000218336,TENM3
Q86VW2,ENSG00000240771,ARHGEF25
Q7Z404,ENSG00000274905,TMC4
O00628,ENSG00000112357,PEX7
P0DMN0,ENSG00000213648,SULT1A4
P54922,ENSG00000144843,ADPRH
Q8NGJ4,ENSG00000176787,OR52E2
Q9UMR5,ENSG00000236649,PPT2
O94925,ENSG00000115419,GLS
P46019,ENSG00000044446,PHKA2
Q8NAG6,ENSG00000160117,ANKLE1
Q9NZD4,ENSG00000169877,AHSP
Q15058,ENSG00000118193,KIF14
O15273,ENSG00000173991,TCAP
Q9HB03,ENSG00000119915,ELOVL3
Q8N3J6,ENSG00000175161,CADM2
Q8IVF1,ENSG00000184923,NUTM2A
Q6DN14,ENSG00000175471,MCTP1
P15170,ENSG00000103342,GSPT1
A9UHW6,ENSG00000125457,MIF4GD
Q8NAA4,ENSG00000168010,ATG16L2
Q96EY4,ENSG00000198498,TMA16
Q8IZU3,ENSG00000139351,SYCP3
O95969,ENSG00000124935,SCGB1D2
Q9HCE1,ENSG00000155363,MOV10
Q12926,ENSG00000107105,ELAVL2
Q9UQ88,ENSG00000008128,CDK11A
P35219,ENSG00000178538,CA8
B6A8C7,ENSG00000275123,TARM1
Q6Q8B3,ENSG00000206531,CD200R1L
Q5T890,ENSG00000182150,ERCC6L2
P49450,ENSG00000115163,CENPA
Q8TDG4,ENSG00000163312,HELQ
Q8IUC3,ENSG00000274749,KRTAP7-1
P50479,ENSG00000131435,PDLIM4
P35269,ENSG00000125651,GTF2F1
Q8N6T7,ENSG00000077463,SIRT6
Q8IYN0,ENSG00000197020,ZNF100
Q8NBN7,ENSG00000274504,RDH13
P13942,ENSG00000206290,COL11A2
O14594,ENSG00000130287,NCAN
Q9UJW7,ENSG00000278318,ZNF229
P62308,ENSG00000143977,SNRPG
P0C0P6,ENSG00000214285,NPS
O00453,ENSG00000231048,LST1
Q15691,ENSG00000101367,MAPRE1
Q8TCD1,ENSG00000177576,C18orf32
Q96P20,ENSG00000162711,NLRP3
P21731,ENSG00000006638,TBXA2R
Q13145,ENSG00000095739,BAMBI
P61011,ENSG00000100883,SRP54
O76090,ENSG00000167995,BEST1
Q6W0C5,ENSG00000187569,DPPA3
Q9Y5W5,ENSG00000156076,WIF1
P48643,ENSG00000150753,CCT5
P55084,ENSG00000138029,HADHB
Q9NZL6,ENSG00000143344,RGL1
P18031,ENSG00000196396,PTPN1
Q9NY25,ENSG00000258227,CLEC5A
Q9UJJ9,ENSG00000090581,GNPTG
Q7Z7H3,ENSG00000158428,CATIP
Q13526,ENSG00000127445,PIN1
Q9UPX6,ENSG00000169330,KIAA1024
Q6UXV3,ENSG00000278881,FP325331.1
Q13153,ENSG00000149269,PAK1
O14603,ENSG00000169807,PRY2
Q6IEV9,ENSG00000172188,OR4C11
P86496,ENSG00000204919,PRR20A
B6A8C7,ENSG00000273875,TARM1
Q7L7V1,ENSG00000089876,DHX32
O95067,ENSG00000157456,CCNB2
P63211,ENSG00000127928,GNGT1
Q9BY08,ENSG00000123179,EBPL
A5D8T8,ENSG00000157322,CLEC18A
P06733,ENSG00000074800,ENO1
Q63HN8,ENSG00000173821,RNF213
Q96JY0,ENSG00000143194,MAEL
B7U540,ENSG00000260458,KCNJ18
A8MUX0,ENSG00000212657,KRTAP16-1
O95279,ENSG00000164626,KCNK5
P63146,ENSG00000119048,UBE2B
P30046,ENSG00000275003,DDT
Q9UQF2,ENSG00000121653,MAPK8IP1
P28065,ENSG00000239836,PSMB9
Q9C004,ENSG00000187678,SPRY4
Q16637,ENSG00000205571,SMN2
Q8NHS9,ENSG00000141255,SPATA22
Q9UIF8,ENSG00000123636,BAZ2B
Q8TB96,ENSG00000129636,ITFG1
Q03468,ENSG00000225830,ERCC6
Q8N490,ENSG00000127838,PNKD
Q9NVF7,ENSG00000143756,FBXO28
P15514,ENSG00000109321,AREG
P08631,ENSG00000101336,HCK
P12724,ENSG00000169397,RNASE3
Q9C0F1,ENSG00000164118,CEP44
Q96N67,ENSG00000116641,DOCK7
Q8N6G6,ENSG00000178031,ADAMTSL1
Q9P299,ENSG00000005243,COPZ2
Q9C075,ENSG00000263309,KRT23
Q9Y5I0,ENSG00000239389,PCDHA13
Q96L50,ENSG00000165501,LRR1
Q6UWP8,ENSG00000189001,SBSN
Q86TH1,ENSG00000197859,ADAMTSL2
O75971,ENSG00000174446,SNAPC5
Q9Y3D0,ENSG00000166595,FAM96B
Q6P4F7,ENSG00000198826,ARHGAP11A
Q53GS9,ENSG00000168883,USP39
Q99865,ENSG00000147059,SPIN2A
Q95604,ENSG00000206452,HLA-C
Q07000,ENSG00000206452,HLA-C
P30505,ENSG00000206452,HLA-C
Q9TNN7,ENSG00000206452,HLA-C
P30504,ENSG00000206452,HLA-C
P15291,ENSG00000086062,B4GALT1
B0YJ81,ENSG00000165996,HACD1
P62158,ENSG00000160014,CALM3
P28221,ENSG00000179546,HTR1D
Q01201,ENSG00000104856,RELB
Q5H9M0,ENSG00000157502,MUM1L1
Q9GZS9,ENSG00000135702,CHST5
P35244,ENSG00000106399,RPA3
Q9NRS6,ENSG00000110025,SNX15
Q8N3S3,ENSG00000006576,PHTF2
Q7L7X3,ENSG00000160551,TAOK1
O75582,ENSG00000100784,RPS6KA5
Q49AA0,ENSG00000187815,ZFP69
Q8NEX5,ENSG00000180205,WFDC9
Q9BXK1,ENSG00000129911,KLF16
Q9HBV2,ENSG00000118434,SPACA1
P08588,ENSG00000043591,ADRB1
Q8NBV4,ENSG00000160539,PLPP7
Q13319,ENSG00000171450,CDK5R2
Q6ZMB0,ENSG00000198488,B3GNT6
P61077,ENSG00000109332,UBE2D3
Q96LI6,ENSG00000169953,HSFY2
Q9NYJ7,ENSG00000090932,DLL3
P28062,ENSG00000230669,PSMB8
Q86TU7,ENSG00000183576,SETD3
P51452,ENSG00000108861,DUSP3
Q8ND24,ENSG00000167257,RNF214
Q8IYH5,ENSG00000036549,ZZZ3
P07998,ENSG00000129538,RNASE1
Q9BZH6,ENSG00000120008,WDR11
Q8WVE0,ENSG00000150456,EEF1AKMT1
Q6UX27,ENSG00000274887,VSTM1
O00299,ENSG00000206394,CLIC1
Q8N165,ENSG00000175087,PDIK1L
P54578,ENSG00000101557,USP14
Q9BUH6,ENSG00000148362,C9orf142
Q9BRT2,ENSG00000137288,UQCC2
Q9HB58,ENSG00000135899,SP110
Q92813,ENSG00000211448,DIO2
Q12824,ENSG00000275837,SMARCB1
Q6ZTA4,ENSG00000119283,TRIM67
P54793,ENSG00000062096,ARSF
Q92597,ENSG00000104419,NDRG1
Q86VQ3,ENSG00000168454,TXNDC2
Q6ZU35,ENSG00000109265,KIAA1211
O60542,ENSG00000125650,PSPN
D6RGH6,ENSG00000234602,MCIDAS
A6NEE1,ENSG00000175985,PLEKHD1
Q9ULK6,ENSG00000170153,RNF150
P30531,ENSG00000157103,SLC6A1
Q6XPS3,ENSG00000132958,TPTE2
P80370,ENSG00000185559,DLK1
O75061,ENSG00000116675,DNAJC6
Q6VVB1,ENSG00000187566,NHLRC1
Q9UPW5,ENSG00000135049,AGTPBP1
Q8NGN1,ENSG00000181499,OR6T1
Q00839,ENSG00000153187,HNRNPU
Q7Z553,ENSG00000139915,MDGA2
P43626,ENSG00000277833,KIR2DL1
Q96RP3,ENSG00000145040,UCN2
Q7RTM1,ENSG00000163982,OTOP1
Q96SF2,ENSG00000198445,CCT8L2
Q7Z2W7,ENSG00000144481,TRPM8
Q8NH09,ENSG00000197376,OR8S1
O95376,ENSG00000177479,ARIH2
Q15121,ENSG00000162734,PEA15
Q92834,ENSG00000156313,RPGR
P62841,ENSG00000115268,RPS15
Q8NGE7,ENSG00000170605,OR9K2
Q8IZJ3,ENSG00000160111,CPAMD8
Q6ZVD7,ENSG00000165730,STOX1
O75128,ENSG00000106078,COBL
Q7Z736,ENSG00000068137,PLEKHH3
Q86YJ5,ENSG00000139266,Mar-09
Q96DF8,ENSG00000100056,DGCR14
Q96C01,ENSG00000035141,FAM136A
Q96GC9,ENSG00000062716,VMP1
P13682,ENSG00000169981,ZNF35
Q9Y2C2,ENSG00000111962,UST
Q8N158,ENSG00000213420,GPC2
P40933,ENSG00000164136,IL15
Q2TBA0,ENSG00000157119,KLHL40
O95199,ENSG00000136161,RCBTB2
Q68CP4,ENSG00000165102,HGSNAT
Q5SQS8,ENSG00000183559,C10orf120
Q5T1B0,ENSG00000162779,AXDND1
O15209,ENSG00000206280,ZBTB22
A0PJX8,ENSG00000162460,TMEM82
P30414,ENSG00000114857,NKTR
P43631,ENSG00000274438,KIR2DS2
P58505,ENSG00000160298,C21orf58
P51801,ENSG00000184908,CLCNKB
Q4G0S7,ENSG00000198865,CCDC152
H7BZ55,ENSG00000226321,CROCC2
O00635,ENSG00000112343,TRIM38
Q9H0I9,ENSG00000151005,TKTL2
Q9Y5U9,ENSG00000134049,IER3IP1
Q9HA77,ENSG00000134905,CARS2
P10646,ENSG00000003436,TFPI
Q96LA9,ENSG00000179817,MRGPRX4
O00253,ENSG00000159723,AGRP
O14556,ENSG00000105679,GAPDHS
Q8N4K4,ENSG00000179673,RPRML
Q8NGN3,ENSG00000254737,OR10G4
P18615,ENSG00000233801,NELFE
Q99741,ENSG00000094804,CDC6
Q9H867,ENSG00000100483,VCPKMT
P03999,ENSG00000128617,OPN1SW
Q8IWT0,ENSG00000176261,ZBTB8OS
Q14210,ENSG00000167656,LY6D
P31641,ENSG00000131389,SLC6A6
Q8TED1,ENSG00000164294,GPX8
Q13515,ENSG00000170819,BFSP2
Q9C019,ENSG00000235905,TRIM15
Q86VZ6,ENSG00000153814,JAZF1
Q86W26,ENSG00000276780,NLRP10
Q8NEZ5,ENSG00000167196,FBXO22
P06454,ENSG00000187514,PTMA
P62328,ENSG00000205542,TMSB4X
Q6PML9,ENSG00000014824,SLC30A9
A0PK05,ENSG00000187783,TMEM72
P51693,ENSG00000105290,APLP1
Q9NYL5,ENSG00000146233,CYP39A1
Q9UGF5,ENSG00000112459,OR14J1
Q92560,ENSG00000163930,BAP1
Q8NG95,ENSG00000170920,OR7G3
Q2MKA7,ENSG00000169218,RSPO1
Q9NQC7,ENSG00000083799,CYLD
Q96QC0,ENSG00000231737,PPP1R10
Q9HAZ1,ENSG00000113240,CLK4
Q9UPZ3,ENSG00000110756,HPS5
Q86YV6,ENSG00000145949,MYLK4
Q3KRA6,ENSG00000186132,C2orf76
Q8IXM6,ENSG00000228867,NRM
Q6IQ22,ENSG00000206418,RAB12
O75711,ENSG00000164106,SCRG1
Q02252,ENSG00000119711,ALDH6A1
Q8WYN3,ENSG00000178662,CSRNP3
Q9UBZ9,ENSG00000135945,REV1
A0PK11,ENSG00000249581,CLRN2
Q4V9L6,ENSG00000183160,TMEM119
P14672,ENSG00000181856,SLC2A4
Q9BXW9,ENSG00000144554,FANCD2
Q8N755,ENSG00000162976,PQLC3
Q3SYB3,ENSG00000273514,FOXD4L6
Q6ZQQ2,ENSG00000214929,SPATA31D1
Q11130,ENSG00000180549,FUT7
Q8N944,ENSG00000178171,AMER3
Q99593,ENSG00000089225,TBX5
Q96RP9,ENSG00000168827,GFM1
P48050,ENSG00000168135,KCNJ4
Q8IUX4,ENSG00000128394,APOBEC3F
A6H8M9,ENSG00000187492,CDHR4
P49815,ENSG00000103197,TSC2
Q86UU9,ENSG00000176358,TAC4
Q8NA57,ENSG00000165805,C12orf50
P01906,ENSG00000225103,HLA-DQA2
Q7Z309,ENSG00000156504,FAM122B
Q9UHC7,ENSG00000133606,MKRN1
Q96CS2,ENSG00000152240,HAUS1
Q92900,ENSG00000005007,UPF1
Q9C0C6,ENSG00000198894,CIPC
Q9HBB8,ENSG00000099834,CDHR5
Q96EP9,ENSG00000145248,SLC10A4
Q9UGF6,ENSG00000243729,OR5V1
Q9GZY0,ENSG00000269405,NXF2
Q9NWW7,ENSG00000115998,C2orf42
Q9BYQ6,ENSG00000263229,KRTAP4-11
Q5T7B8,ENSG00000186638,KIF24
A1A4V9,ENSG00000196118,CCDC189
A8MT69,ENSG00000169689,CENPX
Q9BSF0,ENSG00000187699,C2orf88
Q8IZN7,ENSG00000186572,DEFB107A
Q99497,ENSG00000116288,PARK7
Q9UGF7,ENSG00000204692,OR12D3
Q9H3S5,ENSG00000143315,PIGM
Q96FX8,ENSG00000112378,PERP
P50461,ENSG00000129170,CSRP3
Q9H223,ENSG00000103966,EHD4
Q99727,ENSG00000157150,TIMP4
Q658N2,ENSG00000179314,WSCD1
Q5T440,ENSG00000181873,IBA57
Q6AZZ1,ENSG00000167333,TRIM68
O14656,ENSG00000136827,TOR1A
Q3T906,ENSG00000111670,GNPTAB
Q99471,ENSG00000123349,PFDN5
Q9NRG0,ENSG00000104472,CHRAC1
Q9NV12,ENSG00000146859,TMEM140
O95393,ENSG00000163217,BMP10
Q15417,ENSG00000117519,CNN3
P48634,ENSG00000226618,PRRC2A
Q02779,ENSG00000130758,MAP3K10
Q6J9G0,ENSG00000060140,STYK1
Q9UGF6,ENSG00000112461,OR5V1
Q9Y5H7,ENSG00000204965,PCDHA5
Q15910,ENSG00000106462,EZH2
Q9BZZ5,ENSG00000166181,API5
Q5SQ64,ENSG00000240008,LY6G6F
Q9Y248,ENSG00000131153,GINS2
Q9UBC1,ENSG00000227565,NFKBIL1
Q96L42,ENSG00000183960,KCNH8
Q9HD26,ENSG00000047932,GOPC
O95861,ENSG00000162813,BPNT1
P12872,ENSG00000096395,MLN
Q03111,ENSG00000130382,MLLT1
Q68D42,ENSG00000188133,TMEM215
Q6ZVL6,ENSG00000110427,KIAA1549L
O60381,ENSG00000105856,HBP1
P53672,ENSG00000163499,CRYBA2
Q9H0W8,ENSG00000105771,SMG9
Q96PU5,ENSG00000049759,NEDD4L
P55087,ENSG00000171885,AQP4
P53597,ENSG00000163541,SUCLG1
Q02809,ENSG00000083444,PLOD1
Q9BWK5,ENSG00000122783,C7orf49
P55795,ENSG00000126945,HNRNPH2
P31944,ENSG00000105141,CASP14
Q9Y4P1,ENSG00000168397,ATG4B
Q9H3S7,ENSG00000076201,PTPN23
Q06587,ENSG00000226788,RING1
Q6UXF1,ENSG00000144868,TMEM108
P43004,ENSG00000110436,SLC1A2
Q8IWA5,ENSG00000129353,SLC44A2
Q8N5C8,ENSG00000157625,TAB3
P56747,ENSG00000184697,CLDN6
Q8N831,ENSG00000178021,TSPYL6
Q96PF2,ENSG00000206203,TSSK2
O14737,ENSG00000105185,PDCD5
Q8N1P7,ENSG00000176092,AIM1L
Q9HBG6,ENSG00000163913,IFT122
Q70J99,ENSG00000092929,UNC13D
Q14D33,ENSG00000277949,RTP5
Q13838,ENSG00000215425,DDX39B
Q9ULG3,ENSG00000114656,KIAA1257
P49588,ENSG00000090861,AARS
P62495,ENSG00000120705,ETF1
P08708,ENSG00000182774,RPS17
Q96L03,ENSG00000162814,SPATA17
Q92835,ENSG00000168918,INPP5D
O76036,ENSG00000278362,NCR1
O00170,ENSG00000110711,AIP
Q92753,ENSG00000198963,RORB
O00219,ENSG00000103044,HAS3
O96018,ENSG00000011132,APBA3
P29279,ENSG00000118523,CTGF
O43914,ENSG00000011600,TYROBP
Q92604,ENSG00000123684,LPGAT1
Q92536,ENSG00000103064,SLC7A6
P57053,ENSG00000234289,H2BFS
P49908,ENSG00000250722,SELENOP
Q9HAD4,ENSG00000164253,WDR41
Q6PIL6,ENSG00000185774,KCNIP4
Q14159,ENSG00000164808,SPIDR
P30047,ENSG00000137880,GCHFR
Q9Y3B2,ENSG00000171311,EXOSC1
Q9ULD4,ENSG00000096070,BRPF3
P36894,ENSG00000107779,BMPR1A
P02765,ENSG00000145192,AHSG
Q92871,ENSG00000100417,PMM1
P10720,ENSG00000109272,PF4V1
Q92617,ENSG00000169246,NPIPB3
Q9NP77,ENSG00000160075,SSU72
Q8NE18,ENSG00000179299,NSUN7
Q8NEF3,ENSG00000164221,CCDC112
Q96PN8,ENSG00000162526,TSSK3
Q9NZM3,ENSG00000198399,ITSN2
Q16600,ENSG00000196793,ZNF239
Q16384,ENSG00000126752,SSX1
Q9BYT5,ENSG00000262731,AC037482.1
Q9HCS2,ENSG00000186204,CYP4F12
P35499,ENSG00000007314,SCN4A
P06280,ENSG00000102393,GLA
Q8WTX7,ENSG00000239282,GATSL3
Q03518,ENSG00000232367,TAP1
