id_cp_interaction,partner_a,partner_b,protein_name_a,protein_name_b,annotation_strategy,source
CPI-SS0D67110B0,P08620,P21802,FGF4_HUMAN,FGFR2_HUMAN,I2D,
CPI-SS0D782F60B,P56705,Q9H461,WNT4_HUMAN,FZD8_HUMAN,I2D,
CPI-SS0D795AC00,P00533,P26441,EGFR_HUMAN,CNTF_HUMAN,InnateDB-All,
CPI-SS0D8148841,P35414,Q9ULZ1,APJ_HUMAN,APEL_HUMAN,guidetopharmacology.org,
CPI-SS0D81C6C1D,P56706,Q9UP38,WNT7B_HUMAN,FZD1_HUMAN,curated,PMID: 24032637
CPI-SS0D81D9F5E,O43921,P54756,EFNA2_HUMAN,EPHA5_HUMAN,curated,PMID: 15114347
CPI-SS0D87F8BD7,P01270,P49190,PTHY_HUMAN,PTH2R_HUMAN,"I2D,InnateDB-All",
CPI-SS0D883FFF1,O43915,P35916,VEGFD_HUMAN,VGFR3_HUMAN,curated,uniprot
CPI-SS0D8972B21,P04628,P34925,WNT1_HUMAN,RYK_HUMAN,I2D,
CPI-SS0D9366D11,P05230,P22455,FGF1_HUMAN,FGFR4_HUMAN,"I2D,IMEx,InnateDB-All,IntAct",
CPI-SS0D954EA1C,P09619,Q9GZP0,PGFRB_HUMAN,PDGFD_HUMAN,curated,uniprot
CPI-SS0D95D41D6,P21781,P22455,FGF7_HUMAN,FGFR4_HUMAN,I2D,
CPI-SS0D99CC068,P22607,P55075,FGFR3_HUMAN,FGF8_HUMAN,"I2D,IMEx,InnateDB-All",
CPI-SS0D9BC4188,O43555,P30968,GON2_HUMAN,GNRHR_HUMAN,guidetopharmacology.org,
CPI-SS0D9EFC4F7,P01148,P30968,GON1_HUMAN,GNRHR_HUMAN,I2D,
CPI-SS0DA033F03,P19438,P28799,TNR1A_HUMAN,GRN_HUMAN,"IMEx,InnateDB-All,MINT",
CPI-SS0DA291AD9,O95800,P13501,GPR75_HUMAN,CCL5_HUMAN,guidetopharmacology.org,
CPI-SS0DA366C78,P29323,Q15768,EPHB2_HUMAN,EFNB3_HUMAN,curated,PMID: 15114347
CPI-SS0DB45E7DF,P01242,P10912,SOM2_HUMAN,GHR_HUMAN,guidetopharmacology.org,
CPI-SS0DBA4D668,P27487,P48061,DPP4_HUMAN,SDF1_HUMAN,curated,PMID: 24218476
CPI-SS0DBA81CCF,P17693,Q8N423,HLAG_HUMAN,LIRB2_HUMAN,curated,uniprot
CPI-SS0DBFB8BEA,P13500,Q16570,CCL2_HUMAN,ACKR1_HUMAN,curated,PMID: 24218476
CPI-SS0DC2A6D35,P05231,P35367,IL6_HUMAN,HRH1_HUMAN,"IMEx,InnateDB-All,IntAct",
CPI-SS0DC2DD9D7,P40225,P40238,TPO_HUMAN,TPOR_HUMAN,curated,uniprot
CPI-SS0DC322B61,P08922,P21802,ROS1_HUMAN,FGFR2_HUMAN,I2D,
CPI-SS0DC4D593E,O15197,P98172,EPHB6_HUMAN,EFNB1_HUMAN,curated,PMID: 15114347
CPI-SS0DC5ADBF1,P04628,Q9UP38,WNT1_HUMAN,FZD1_HUMAN,curated,PMID: 24032637
CPI-SS0DCA69916,O14836,O75888,TR13B_HUMAN,TNF13_HUMAN,curated,uniprot
CPI-SS0DCA749B0,O75473,Q9BXY4,LGR5_HUMAN,RSPO3_HUMAN,guidetopharmacology.org,
CPI-SS0DD547726,P41597,P51671,CCR2_HUMAN,CCL11_HUMAN,guidetopharmacology.org,
CPI-SS0DE0A486F,O14786,P15692,NRP1_HUMAN,VEGFA_HUMAN,curated,uniprot
CPI-SS0DEDA3567,P50591,Q13546,TNF10_HUMAN,RIPK1_HUMAN,InnateDB-All,
CPI-SS0DEF5D0CE,P01229,P22888,LSHB_HUMAN,LSHR_HUMAN,I2D,
CPI-SS0DF162C10,P29322,P52797,EPHA8_HUMAN,EFNA3_HUMAN,curated,PMID: 15114347
CPI-SS0DF5E47DB,Q96QR1,Q9UEW3,SG3A1_HUMAN,MARCO_HUMAN,"I2D,InnateDB-All",
CPI-SS0DFA98A14,P07333,Q6ZMJ4,CSF1R_HUMAN,IL34_HUMAN,curated,uniprot
CPI-SS0DFAF1FE2,P51681,P80075,CCR5_HUMAN,CCL8_HUMAN,curated,PMID: 24218476
CPI-SS0E00478B4,O60462,P15692,NRP2_HUMAN,VEGFA_HUMAN,curated,uniprot
CPI-SS0E063192D,O14511,Q15303,NRG2_HUMAN,ERBB4_HUMAN,curated,uniprot
CPI-SS0E075E5AF,Q02297,Q8NC67,NRG1_HUMAN,NETO2_HUMAN,InnateDB-All,
CPI-SS0E0BCE16F,P11362,P12034,FGFR1_HUMAN,FGF5_HUMAN,"I2D,InnateDB-All",
CPI-SS0E0DEA7D5,P16284,P28907,PECA1_HUMAN,CD38_HUMAN,curated,"https://www.ncbi.nlm.nih.gov/pubmed/9551996,https://www.ncbi.nlm.nih.gov/pubmed/26407101"
CPI-SS0E134097C,O76093,P22607,FGF18_HUMAN,FGFR3_HUMAN,I2D,
CPI-SS0E1389B57,Q15848,Q8TDT2,ADIPO_HUMAN,GP152_HUMAN,"IMEx,IntAct",
CPI-SS0E1A8414D,P80370,Q04721,DLK1_HUMAN,NOTC2_HUMAN,curated,PMID: 22353464
CPI-SS0E23CEB91,O00182,Q8TDQ0,LEG9_HUMAN,HAVR2_HUMAN,curated,Reviewed in PMID: 27192565
CPI-SS0E2431C09,Q15116,Q92520,PDCD1_HUMAN,FAM3C_HUMAN,InnateDB-All,
CPI-SS0E25CE362,P00533,P01135,EGFR_HUMAN,TGFA_HUMAN,curated,uniprot
CPI-SS0E2863F09,Q02223,Q9Y275,TNR17_HUMAN,TN13B_HUMAN,curated,uniprot
CPI-SS0E292C126,Q12918,Q9UHP7,KLRB1_HUMAN,CLC2D_HUMAN,curated,Induces NK Cell Inhibition. Reviewed in PMID: 24223577
CPI-SS0E32BEF02,P41221,Q13467,WNT5A_HUMAN,FZD5_HUMAN,curated,PMID: 24032637
CPI-SS0E41702C1,P05019,P08069,IGF1_HUMAN,IGF1R_HUMAN,curated,uniprot
CPI-SS0E4B1484B,O75144,Q9Y6W8,ICOSL_HUMAN,ICOS_HUMAN,curated,important for T follicular helper cells (Tfh) and type 2 T helper cell (Th2) responses. Reviewed in PMID: 23954143
CPI-SS0E4DE8215,P09544,Q9UP38,WNT2_HUMAN,FZD1_HUMAN,I2D,
CPI-SS0E5397537,Q2MKA7,Q9HBX8,RSPO1_HUMAN,LGR6_HUMAN,guidetopharmacology.org,
CPI-SS0E5593D5C,P34820,Q03405,BMP8B_HUMAN,UPAR_HUMAN,InnateDB-All,
CPI-SS0E5AF12B6,P46531,P48745,NOTC1_HUMAN,NOV_HUMAN,"I2D,InnateDB-All",
CPI-SS0E61DB5DF,P17948,P49763,VGFR1_HUMAN,PLGF_HUMAN,curated,uniprot
CPI-SS0E63AB61E,O43921,P54764,EFNA2_HUMAN,EPHA4_HUMAN,curated,PMID: 15114347
CPI-SS0E654708F,P55089,Q13324,UCN1_HUMAN,CRFR2_HUMAN,guidetopharmacology.org,
CPI-SS0E6E8A727,P04629,P53621,NTRK1_HUMAN,COPA_HUMAN,InnateDB-All,
CPI-SS0E70DD97F,O60755,P22466,GALR3_HUMAN,GALA_HUMAN,guidetopharmacology.org,
CPI-SS0E7523314,P56703,Q9UP38,WNT3_HUMAN,FZD1_HUMAN,I2D,
CPI-SS0E7CBFD03,P41221,Q01974,WNT5A_HUMAN,ROR2_HUMAN,I2D,
CPI-SS0E7D5974D,P01375,P20333,TNFA_HUMAN,TNR1B_HUMAN,curated,uniprot
CPI-SS0E7EDE823,P51677,P80075,CCR3_HUMAN,CCL8_HUMAN,curated,PMID: 24218476
CPI-SS0E9015902,Q08722,Q9P1W8,CD47_HUMAN,SIRPG_HUMAN,curated,https://www.ncbi.nlm.nih.gov/pubmed/15294972
CPI-SS0E91E504D,HLAC,P01222,HLAC,TSHB_HUMAN,InnateDB-All,
CPI-SS0E928B8C8,P21781,P21802,FGF7_HUMAN,FGFR2_HUMAN,"I2D,IMEx,InnateDB-All,IntAct",
CPI-SS0E9A581F8,P05362,P20701,ICAM1_HUMAN,ITAL_HUMAN,curated,Reviewed in PMID: 23602662
CPI-SS0E9F84F1F,O75610,P13385,LFTY1_HUMAN,TDGF1_HUMAN,curated,PMID: 22710174
CPI-SS0EA05941A,P13501,P51679,CCL5_HUMAN,CCR4_HUMAN,curated,PMID: 24218476
CPI-SS0EA96C304,P06307,P32238,CCKN_HUMAN,CCKAR_HUMAN,guidetopharmacology.org,
CPI-SS0EAB03260,P15813,Q8N423,CD1D_HUMAN,LIRB2_HUMAN,curated,https://www.ncbi.nlm.nih.gov/pubmed/19124746/
CPI-SS0EB136379,P04628,P16671,WNT1_HUMAN,CD36_HUMAN,InnateDB,
CPI-SS0EB3C2743,Q92847,Q969E1,GHSR_HUMAN,LEAP2_HUMAN,guidetopharmacology.org,
CPI-SS0EB4002A2,P17342,P23582,ANPRC_HUMAN,ANFC_HUMAN,"I2D,InnateDB-All",
CPI-SS0EB5364D4,Q9BXY4,Q9HBX8,RSPO3_HUMAN,LGR6_HUMAN,guidetopharmacology.org,
CPI-SS0EB5AEC83,P14151,P28906,LYAM1_HUMAN,CD34_HUMAN,curated,"https://www.ncbi.nlm.nih.gov/pubmed/7692600,https://www.ncbi.nlm.nih.gov/pubmed/8977216"
CPI-SS0EBA5A4D8,O43915,P35968,VEGFD_HUMAN,VGFR2_HUMAN,curated,uniprot
CPI-SS0EBFE1854,P20827,P54764,EFNA1_HUMAN,EPHA4_HUMAN,curated,PMID: 15114347
CPI-SS0EC70F078,P09683,P32241,SECR_HUMAN,VIPR1_HUMAN,"I2D,InnateDB-All",
CPI-SS0ECD9BB5E,O00585,Q9NPB9,CCL21_HUMAN,ACKR4_HUMAN,curated,PMID: 24218476
CPI-SS0ED2573CA,O14788,Q9Y6Q6,TNF11_HUMAN,TNR11_HUMAN,curated,uniprot
CPI-SS0EDAE16B6,P19235,P21583,EPOR_HUMAN,SCF_HUMAN,I2D,
CPI-SS0EDD062F7,P51677,Q99616,CCR3_HUMAN,CCL13_HUMAN,curated,PMID: 24218476
CPI-SS0EDD4928A,P01138,P08138,NGF_HUMAN,TNR16_HUMAN,curated,uniprot
CPI-SS0EECD7662,O00155,Q9HD89,GPR25_HUMAN,RETN_HUMAN,"IMEx,IntAct",
CPI-SS0EF0750A7,HLADRB1,P20774,HLADRB1,MIME_HUMAN,InnateDB-All,
CPI-SS0EF1A7415,P51679,Q92583,CCR4_HUMAN,CCL17_HUMAN,curated,PMID: 24218476
CPI-SS0EF2E7F3B,P01308,Q8NHL6,INS_HUMAN,LIRB1_HUMAN,"IMEx,IntAct",
CPI-SS0EFE0B07A,P48061,P49682,SDF1_HUMAN,CXCR3_HUMAN,guidetopharmacology.org,
CPI-SS0F00D756A,P25942,Q9Y275,TNR5_HUMAN,TN13B_HUMAN,"I2D,InnateDB",
CPI-SS0F0D7F25C,P35070,Q15303,BTC_HUMAN,ERBB4_HUMAN,curated,uniprot
CPI-SS0F102AAC5,O75473,Q2MKA7,LGR5_HUMAN,RSPO1_HUMAN,guidetopharmacology.org,
CPI-SS0F15C1AB3,O60462,Q13275,NRP2_HUMAN,SEM3F_HUMAN,curated,uniprot
CPI-SS0F1A060D4,P15151,Q9NQS3,PVR_HUMAN,PVRL3_HUMAN,curated,"https://www.ncbi.nlm.nih.gov/pubmed/19011627,https://www.ncbi.nlm.nih.gov/pubmed/12740392/"
CPI-SS0F21D6CA0,P54760,P98172,EPHB4_HUMAN,EFNB1_HUMAN,curated,PMID: 15114347
CPI-SS0F21DBF93,Q96QR1,Q9UM47,SG3A1_HUMAN,NOTC3_HUMAN,InnateDB-All,
CPI-SS0F26BB901,P09544,Q9NPG1,WNT2_HUMAN,FZD3_HUMAN,curated,PMID: 24032637
CPI-SS0F2C6A4D4,O76093,P11362,FGF18_HUMAN,FGFR1_HUMAN,I2D,
CPI-SS0F32DB87D,P01270,Q03431,PTHY_HUMAN,PTH1R_HUMAN,"I2D,IMEx,InnateDB-All,IntAct",
CPI-SS0F33890C0,P51671,P51677,CCL11_HUMAN,CCR3_HUMAN,curated,PMID: 24218476
CPI-SS0F3A089DE,O15041,Q9Y4D7,SEM3E_HUMAN,PLXD1_HUMAN,curated,PMID: 22325954
CPI-SS0F3BF2B34,P13501,Q9NPB9,CCL5_HUMAN,ACKR4_HUMAN,I2D,
CPI-SS0F3D40856,O15173,Q8NHW4,PGRC2_HUMAN,CC4L_HUMAN,"IMEx,IntAct",
CPI-SS0F4D30D5A,P00533,P01133,EGFR_HUMAN,EGF_HUMAN,curated,uniprot
CPI-SS0F52745F3,P27487,Q07325,DPP4_HUMAN,CXCL9_HUMAN,curated,PMID: 24218476
CPI-SS0F531DDEB,P06881,P30988,CALCA_HUMAN,CALCR_HUMAN,guidetopharmacology.org,
CPI-SS0F562FEA5,P19875,P25025,CXCL2_HUMAN,CXCR2_HUMAN,curated,PMID: 24218476
CPI-SS0F5B6B186,Q15116,Q9BQ51,PDCD1_HUMAN,PD1L2_HUMAN,curated,antigen-stimulated T cells become anergic. PMID: 23954143
CPI-SS0F66EA6BE,P05067,P25090,A4_HUMAN,FPR2_HUMAN,guidetopharmacology.org,
CPI-SS0F6A7A4DF,O76093,P21802,FGF18_HUMAN,FGFR2_HUMAN,I2D,
CPI-SS0F6B529A1,P13501,P51677,CCL5_HUMAN,CCR3_HUMAN,curated,PMID: 24218476
CPI-SS0F739D3DB,P04083,P21462,ANXA1_HUMAN,FPR1_HUMAN,guidetopharmacology.org,
CPI-SS0F81DBF22,P52798,Q15375,EFNA4_HUMAN,EPHA7_HUMAN,curated,PMID: 15114347
CPI-SS0F856A80F,Q15726,Q969F8,KISS1_HUMAN,KISSR_HUMAN,guidetopharmacology.org,
CPI-SS0F8ABC300,O43603,P22466,GALR2_HUMAN,GALA_HUMAN,guidetopharmacology.org,
CPI-SS0F8C2FA91,P32246,P80075,CCR1_HUMAN,CCL8_HUMAN,curated,PMID: 24218476
CPI-SS0F8C664D9,P49682,P78556,CXCR3_HUMAN,CCL20_HUMAN,guidetopharmacology.org,
CPI-SS0F8DE3306,P04090,Q9NSD7,REL2_HUMAN,RL3R1_HUMAN,guidetopharmacology.org,
CPI-SS0F8EFEECF,P01375,Q14118,TNFA_HUMAN,DAG1_HUMAN,InnateDB-All,
CPI-SS0F94547B2,O14931,Q68D85,NCTR3_HUMAN,NR3L1_HUMAN,curated,activating interaction from uniprot
CPI-SS0F972435E,P35916,P49767,VGFR3_HUMAN,VEGFC_HUMAN,curated,uniprot
CPI-SS0F9B3B259,O75888,P19438,TNF13_HUMAN,TNR1A_HUMAN,"I2D,InnateDB-All",
CPI-SS0F9BBC31B,P01282,P27487,VIP_HUMAN,DPP4_HUMAN,"InnateDB-All,MINT",
CPI-SS0F9D53834,Q9BX67,Q9BX67,JAM3_HUMAN,JAM3_HUMAN,curated,https://www.ncbi.nlm.nih.gov/pubmed/16118203
CPI-SS0F9EE20C3,P10767,P22607,FGF6_HUMAN,FGFR3_HUMAN,I2D,
CPI-SS0FA326344,O60353,P56705,FZD6_HUMAN,WNT4_HUMAN,curated,PMID: 24032637
CPI-SS0FA481114,P10767,P22455,FGF6_HUMAN,FGFR4_HUMAN,I2D,
CPI-SS0FA7A69D9,P51677,Q16627,CCR3_HUMAN,CCL14_HUMAN,curated,PMID: 24218476
CPI-SS0FAE75A75,P04808,Q9HBX9,REL1_HUMAN,RXFP1_HUMAN,guidetopharmacology.org,
CPI-SS0FAE7ABEF,P10082,P27487,PYY_HUMAN,DPP4_HUMAN,"InnateDB-All,MINT",
CPI-SS0FAF4BB9E,P27487,P51671,DPP4_HUMAN,CCL11_HUMAN,curated,PMID: 24218476
CPI-SS0FB37E079,P05111,Q03167,INHA_HUMAN,TGBR3_HUMAN,I2D,
CPI-SS0FB5FE587,O00548,Q99466,DLL1_HUMAN,NOTC4_HUMAN,curated,PMID: 22353464
CPI-SS0FBC9234C,P01375,Q13332,TNFA_HUMAN,PTPRS_HUMAN,InnateDB-All,
CPI-SS0FC01B947,P52803,P54764,EFNA5_HUMAN,EPHA4_HUMAN,curated,PMID: 15114347
CPI-SS0FC0CA5ED,O75473,Q6UXX9,LGR5_HUMAN,RSPO2_HUMAN,guidetopharmacology.org,
CPI-SS0FC2B68F1,P10997,P14735,IAPP_HUMAN,IDE_HUMAN,IMEx,
CPI-SS0FC42EC80,O14944,Q15303,EREG_HUMAN,ERBB4_HUMAN,curated,uniprot
CPI-SS0FCF733EA,P01185,P30518,NEU2_HUMAN,V2R_HUMAN,"I2D,InnateDB-All",
CPI-SS0FDAB7BA8,P02778,P27487,CXL10_HUMAN,DPP4_HUMAN,curated,PMID: 24218476
CPI-SS0FEAC3352,O60755,Q9UBC7,GALR3_HUMAN,GALP_HUMAN,guidetopharmacology.org,
CPI-SS0FEC87269,A4D1S0,P41273,KLRG2_HUMAN,TNFL9_HUMAN,InnateDB-All,
CPI-SS0FEEB187C,P01127,P16234,PDGFB_HUMAN,PGFRA_HUMAN,curated,uniprot
CPI-SS0FEF2FF5D,P10082,P49146,PYY_HUMAN,NPY2R_HUMAN,guidetopharmacology.org,
CPI-SS0FF49C823,P20827,P21709,EFNA1_HUMAN,EPHA1_HUMAN,curated,PMID: 15114347
CPI-SS0FF51A757,Q9UNG2,Q9Y5U5,TNF18_HUMAN,TNR18_HUMAN,curated,uniprot
CPI-SS0FF55B42C,P54753,P98172,EPHB3_HUMAN,EFNB1_HUMAN,curated,PMID: 15114347
CPI-SS0FF6CFDCA,P0DMS8,P49961,AA3R_HUMAN,ENTP1_HUMAN,curated,uniprot
CPI-SS0FFB9E01B,P08620,P11362,FGF4_HUMAN,FGFR1_HUMAN,I2D,
